"area","key","es-SP"
"group","reject","Rechazar"
"group","removeAdmin","Elimina estado del administrador"
"group","requestDeleted","Esta solicitud fue eliminada."
"group","requestedGroupInvite","Usted solicitó unirse a este grupo."
"group","requestInvitation","Solicitud de Invitación"
"group","sendInvitation","Enviar invitación"
"group","sendInvitations","Enviar invitaciones"
"group","set","Fijar"
"home","search","Búsqueda"
"images","addAPhoto","Añadir una fotos"
"images","addPhoto","Añadir fotos"
"images","chooseADifferentPhoto","Elige una foto diferente"
"images","chooseAPhoto","Escoja una foto"
"images","cropPhoto","Cultivos"
"images","deletePhoto","Eliminar las fotos"
"images","enterATitleForThisImage","Introduzca un título para esta imagen"
"images","loadingPhoto","Cargando fotos ..."
"images","rotatePhoto","Girar"
"impact","lastYear","El año pasado"
"impact","lifetime","Durabilidad"
"impact","noGivingGetStartedMessage","¡Comience a causar impacto!"
"impact","noGivingLastYearMessage","Lo sentimos, usted no tiene ninguna información de donaciones para el año pasado"
"impact","noGivingMessage","Si usted ayuda a una organización dando dinero o su tiempo, usted está causando un impacto. A medida que continúe dándole a su comunidad, le ayudaremos a realizar un seguimiento de su contribución personal."
"impact","noGivingTitle","¡Hágale seguimiento al impacto que usted tiene!"
"impact","noGroupGivingLastYearMessage","Lo sentimos, pero no tiene ningún grupo dando información para el año pasado"
"impact","noGroupGivingMessage","Al asociarse con otras personas puede hacer un impacto aún más grande con sus donaciones. Actualmente no pertenece a ningún grupo que están donando activamente. Una vez que te unes a un grupo, podrás ver cómo su grupo está haciendo esto este año, el año pasado, y durante toda lo que dure el grupo."
"impact","noGroupGivingTitle","¡Grupo de donación!"
"impact","yourTotalImpact","Su impacto total"
"language","chinese","Chino"
"language","dutch","Holandés"
"language","english","Inglés"
"language","englishCA","Inglés (Canadá)"
"language","englishUK","Inglés (Reino Unido)"
"language","french","Francés"
"language","frenchCA","Francés (Canadá)"
"language","german","Alemán"
"language","italian","Italiano"
"language","portuguese","Portugués"
"language","spanish","Español"
"manage","2013","2013"
"manage","2014","2014"
"manage","2015","2015"
"manage","2016","2016"
"manage","2017","2017"
"manage","2018","2018"
"manage","2019","2019"
"manage","abandoned","Abandonado"
"manage","accept","Aceptar"
"manage","acceptAward","Aceptar adjudicación"
"manage","agreementText","He leído y estoy de acuerdo con el documento anterior y confirmo que la información de mi organización es correcta."
"manage","agreementText2","Confirmo que la información de mi organización es correcta."
"manage","approved","Aprobado"
"manage","awardAgreement","Acuerdo de adjudicación"
"manage","awardAmount","Monto de la Adjudicación"
"manage","awardDate","Fecha de adjudicación"
"manage","awarded","Premiado"
"manage","awardInformation","Información de adjudicación"
"manage","awardMade","Esta solicitud fue adjudicada."
"manage","awardMessage","¡Felicidades! Se le ha adjudicado un"
"manage","awards","Premios"
"manage","budget","Presupuesto"
"manage","budgets","Presupuestos"
"manage","clickToUploadAgreement","Cargar el acuerdo lleno"
"manage","clickToUploadAgreement","Haga clic aquí para cargar el Acuerdo"
"manage","commentModalText","Describa por qué está enviando nuevamente esta solicitud al solicitante."
"manage","congratsMessage","¡Felicitaciones! ¡Usted ha sido premiado con una"
"manage","congratsMessage2","Donación!"
"manage","congratsMessageAward","Felicidades por su premio de"
"manage","congratsString","¡Felicidades por su premio!"
"manage","congratulationsString","¡Felicitaciones por su premio! Para que el pago sea emitido, primero debe descargar y completar el Convenio de Donación"
"manage","congratulationsString","Para que el pago sea emitido, por favor lea y reconozca el acuerdo y verifique la información de su organización a continuación.  Es posible que existan requisitos adicionales que se le comunicarán directamente."
"manage","congratulationsString2","Para emitir el pago, por favor verifique la información de su organización a continuación.  Es posible que existan requisitos adicionales que se le comunicarán directamente."
"manage","createApplication","Crear una solicitud"
"manage","cycleStart","Inicio de ciclo:"
"manage","date","Fecha"
"manage","decided","Decidido"
"manage","decisionWarning","Usted es la última persona aprobadora en esta ruta de aprobación. Al hacer clic en 'Aprobar', esta solicitud tendrá el estado de 'Aprobada'."
"manage","downloadAgreement","Descargar acuerdo"
"manage","draft","Proyecto"
"manage","EIN","Identificación de Registro"
"manage","EIN","NIE"
"manage","forReview","Para revisión"
"manage","grant","Donación"
"manage","grantAgreement"," ¿Ya descargo y completó su acuerdo? Súbalo aquí para enviar:"
"manage","grantAgreement","¿Listo para enviar su acuerdo lleno?"
"manage","grantProgram","Programa de Donaciones"
"manage","incomplete","Incompleto"
"manage","inReview","En revisión"
"manage","inviteNPO","Invitar a una Organización sin fines de lucro (NPO)"
"manage","inviteNPO","Invitar a una organización"
"manage","inviteNPOApply","Invitar a una NPO a hacer una solicitud"
"manage","loi","LOI"
"manage","loiDeadline","CDI por entregar:"
"manage","loiDeclined","LOI Declinado"
"manage","loiSubmitted","LOI Enviado"
"manage","moveToAwardModal","Complete la siguiente información de la adjudicación:"
"manage","myRequests","Mis solicitudes"
"manage","needsAgreement","Acuerdo requerido"
"manage","newRequest","Nueva solicitud"
"manage","nominate","Nominar"
"manage","nonprofit","Organización"
"manage","noOpenCycles","Actualmente, hay no hay ciclos abiertos disponibles."
"manage","noOpenCycles","Actualmente, no hay ciclos abiertos disponibles."
"manage","notAwarded","No adjudicado"
"manage","numberOfProgressReports","Número exigido de Informes de progreso"
"manage","openCycle","Abierto:"
"manage","organization","Organización"
"manage","paymentDate","Fecha de pago"
"manage","program","Programa"
"manage","progressMessage","Tiene un informe de progreso pendiente por entregar el"
"manage","progressMessage","Usted tiene un próximo Informe que vence el"
"manage","readAndAcknowledge","Leer y reconocer"
"manage","region","Región"
"manage","registrationId","ID de registro"
"manage","registrationIdIfApp","Identificación de Registro (si aplica)"
"manage","reopened","Reabierto"
"manage","requestDeadline","Solicitudes por entregar:"
"manage","requests","Solicitudes"
"manage","selectApprovalPath","Seleccionar Ruta de aprobación"
"manage","sponsor","Patrocinador"
"manage","startReport","Iniciar reporte"
"manage","status","Estado"
"manage","submit","Enviar"
"manage","submitAgreement","Enviar Acuerdo."
"manage","thisYear","Este Año"
"manage","type","Tipos"
"manage","updateInformation","Actualizar información"
"manage","uploadAgreement","Cargar acuerdo"
"manage","volunteer","Voluntarios"
"manage","vote","Votar"
"message","archive","Archivo"
"message","body","Cuerpo"
"message","companyMessages","Mensajes de la compañía"
"message","delete","Borrar"
"message","emailError","Hubo un error al enviar su correo electrónico. Por favor, asegúrese de que el correo electrónico en su perfil es el correcto. "
"message","emailSend","Enviar un correo electrónico"
"message","emailSent","Correo electrónico enviado satisfactoriamente."
"message","from","Desde"
"message","givingHistory","Historial de donaciones"
"message","goToBoardPage","Ir a la página de subvenciones de la Junta"
"message","goToProjectPage","Ir a la página del proyecto"
"message","goToVolunteerPage","Ir a la página del voluntario"
"message","inbox","Bandeja de entrada"
"message","manageGroup","Administrar grupo"
"message","manageProject","Gestionar proyecto"
"message","markasread","Marcar como leído"
"message","markasunread","Marcar como no leído"
"message","messages","Mensajes"
"message","noMessages","No hay mensajes"
"message","of","de"
"message","restore","Restaurar a la bandeja de entrada"
"message","searchForAnotherNPO","Busca otra organización"
"message","searchForAnotherNPO","Buscar otra organización"
"message","searchProjects","Buscar proyectos"
"message","send","Enviar"
"message","sent","Enviado"
"message","subject","Asunto"
"message","to","a"
"message","toCap","A"
"message","viewGroup","Ver grupo"
"message","viewProject","Ver proyecto"
"message","viewProjectAndSignUp","Ver proyecto y regístrate"
"message","viewRequest","Ver solicitud"
"message","viewRequests","Ver solicitudes"
"nonprofits","accepted","Aceptado"
"nonprofits","activities","Actividades"
"nonprofits","affiliation","Afiliación"
"nonprofits","assets","Acciones."
"nonprofits","assets","Activos"
"nonprofits","assets","Activos"
"nonprofits","awards","Premios"
"nonprofits","claimFiscalSponsor","Reclama Un patrocinador fiscal"
"nonprofits","contacts","Contactos"
"nonprofits","date","Fecha"
"nonprofits","deductibility","Deducibilidad"
"nonprofits","donateWell","DonateWell"
"nonprofits","donateWellButtonTooltip","Ver y editar el perfil de esta organización en DonateWell."
"nonprofits","exemptOrganizationStatus","Estatus de la organización exenta"
"nonprofits","filingRequirements","Requisitos de presentación"
"nonprofits","financials","Financiero"
"nonprofits","fiscalSponsorInstructions","Con el fin de realizar una solicitud en nombre de una organización sin fines de lucro 503 (c) usando un patrocinador fiscal, debe introducir alguna información acerca de su organización."
"nonprofits","fiscalSponsorInstructions","Para hacer una solicitud en nombre de una organización no-503(c) usando un patrocinador fiscal, debe escribir información sobre su organización."
"nonprofits","fiscalSponsorInstructions","Para poder solicitar en nombre de una organización no 503© utilizando un patrocinador fiscal, debe ingresar algunos datos acerca de su organización. "
"nonprofits","fiscalSponsors","Patrocinadores Fiscales"
"nonprofits","fiscalYearEnd"," Fin del año fiscal"
"nonprofits","foundationStatus","Estado de la fundación"
"nonprofits","GDG","Good Done Great"
"nonprofits","grantProgram","Programa de donaciones"
"nonprofits","groupExemptionNumber","Número de exención del grupo"
"nonprofits","income","Ingresos"
"nonprofits","lastTaxReturn","ultima declaración de impuestos"
"nonprofits","latestIRSFiling","Último archivo de IRS"
"nonprofits","myNposHeader","Mis NPO declaradas"
"nonprofits","myNposHeader","Mis organizaciones reclamadas"
"nonprofits","myOrgsHeader","Mis organizaciones declaradas"
"nonprofits","newOrgSubmitButton","Crear organización"
"nonprofits","newRequest","Nueva solicitud"
"nonprofits","noneClaimed","Usted no tiene ninguna de las organizaciones seleccionadas."
"nonprofits","nonprofit","Organización"
"nonprofits","nonprofitFocus","Enfoque de la organización sin fines de lucro"
"nonprofits","nonprofitFocus","Enfoque de la organización"
"nonprofits","nonprofits","Organizaciones"
"nonprofits","opportunitiesToDonate","Oportunidades para donar"
"nonprofits","opportunitiesToVolunteer","Oportunidades para ser voluntario"
"nonprofits","organization","Organización"
"nonprofits","orgName","Nombre de la organización"
"nonprofits","overview","Información general"
"nonprofits","payments","Pagos"
"nonprofits","pub78","Estatus de  la Publicación 78"
"nonprofits","reports","Informes"
"nonprofits","requested","Solicitado"
"nonprofits","requestName","Solicitar nombre"
"nonprofits","requests","Solicitudes"
"nonprofits","revenue","Ingresos"
"nonprofits","rulingDate","Fecha de resolución"
"nonprofits","searchPrompt","Para reclamar su organización, buscar por nombre, ubicación o EIN."
"nonprofits","searchPrompt","Para reclamar su organización, buscque por nombre, ubicación o identificación de registro."
"nonprofits","slider","Deslizador"
"nonprofits","socialLinks","Enlaces Sociales"
"nonprofits","socialStream","Corriente Social"
"nonprofits","status","Estado"
"nonprofits","subsection","Subsección"
"nonprofits","type","Tipos"
"nonprofits","year","Año"
"NPOprofile","account","Cuenta"
"NPOprofile","accountNumber","Número de cuenta"
"NPOprofile","activities","Actividades"
"NPOprofile","addAContact","Agregar un contacto"
"NPOprofile","addASocialLink","Añadir un enlace social"
"NPOprofile","award","¡adjudicación!"
"NPOprofile","award","¡premio!"
"NPOprofile","awards","¡adjudicaciones!"
"NPOprofile","awards","¡premios!"
"NPOprofile","bankInfo","Información sobre el banco"
"NPOprofile","bankName","Nombre del banco"
"NPOprofile","bankNamePlaceholder","El nombre legal completo de su banco"
"NPOprofile","contactAdmin","Enviar e-mail al administrador"
"NPOprofile","contactContact","Enviar e-mail al contacto"
"NPOprofile","displayName","Mostrar nombre"
"NPOprofile","displayNamePlaceholder","Mostrar el nombre para su organización"
"NPOprofile","ein","N.º de identificación del empleado (EIN):"
"NPOprofile","emailAdmins","Enviar e-mail a los administradores"
"NPOprofile","emailPlaceholder","info@oursite.com"
"NPOprofile","informationEmail","Información de correo electrónico"
"NPOprofile","informationNumber","Numero de información"
"NPOprofile","link","Enlace"
"NPOprofile","mailingAddress","Dirección postal"
"NPOprofile","mailingAddressPlaceholder","101 East Main St, Charleston SC, EE.UU."
"NPOprofile","mission","Misión"
"NPOprofile","nameOnAccount","Titular de la cuenta/ beneficiario autorizado"
"NPOprofile","noOrgAwards","Esta organización no ha recibido ninguna adjudicación en"
"NPOprofile","noOrgPayments","Esta organización no ha recibido ningún pago en"
"NPOprofile","noOrgReports","Esta organización no posee informes de progreso"
"NPOprofile","noOrgRequests","Esta organización no tiene ninguna solicitud en"
"NPOprofile","noPrograms","Esta organización no tiene ningún programa relacionado."
"NPOprofile","noProjects","Esta organización no tiene ningún proyecto."
"NPOprofile","numberOfAwards","ha recibido un total de"
"NPOprofile","numberofProgressReports","tiene un total de"
"NPOprofile","offlineDonations","Donaciones fuera de línea"
"NPOprofile","onlineDontations","Donaciones en línea"
"NPOprofile","orgInfo","Información de la organización"
"NPOprofile","payment","¡pago!"
"NPOprofile","paymentAlert1"," ha recibido un total de"
"NPOprofile","paymentAlert1","ha recibido un total de"
"NPOprofile","payments","¡pagos!"
"NPOprofile","phonePlaceholder","(646) 580-6284"
"NPOprofile","routingNumber","Número de ruta"
"NPOprofile","shortMissionPlaceholder","Breve descripción de su organización o misión"
"NPOprofile","type","Tipos"
"NPOprofile","updateBankInfo","Actualizar Información bancaria"
"NPOprofile","updateOrgInfo","Actualizar información de la organización"
"NPOprofile","webAddress","Dirección del sitio web"
"NPOprofile","webAddressPlaceholder","http://www.mi-sinfinesdelucro.com"
"NPOprofile","webAddressPlaceholder","http://www.my-organization.com"
"pages","accordion","Acordeón"
"pages","boxed","En caja"
"pages","dark","Oscuro"
"pages","darkHeader","Cabecera oscura"
"pages","default","Por defecto"
"pages","findAProject","Encontrar un proyecto"
"pages","fixed","Fijo"
"pages","fluid","Fluido"
"pages","footer","Pie de página"
"pages","header","Cabecera de página"
"pages","hover","Suspender"
"pages","joinAGroup","Unirse a un grupo"
"pages","layout","Diseño"
"pages","layoutUppercase","DISEÃ‘O"
"pages","left","Izquierda"
"pages","light","Ligero"
"pages","lightHeader","Cabecera ligera"
"pages","right","Derecha"
"pages","roundedCorners","Esquinas redondeadas"
"pages","sidebarMenu","Menú de barra lateral"
"pages","sidebarMode","Modo de barra lateral"
"pages","sidebarPosition","Posición de la barra lateral"
"pages","squareCorners","Esquinas cuadradas"
"pages","themeStyle","Estilo del tema"
"pages","themeUppercase","TEMA"
"pages","topDropdowns","Menús desplegables superiores"
"payments","awardName","Nombre del premio"
"payments","organization","Organización"
"payments","paid","Pagado"
"payments","payment","Pago"
"payments","paymentName","Nombre del pago"
"profile","aboutToCancel","Usted está a punto de cancelar una deducción de nómina recurrente para"
"profile","activePayrollDeductions","Deducciones de nómina activa"
"profile","addNewDeduction","Añadir una deducción de nómina al buscar por una organización a continuación"
"profile","addNewDeduction","Añadir una nueva deducción de nómina mediante la búsqueda de una organización a continuación"
"profile","addNewDeductionSelect","Añadir una deducción de nómina al seleccionar una organización a continuación"
"profile","addPayrollDeduction","Añadir deducción del salario"
"profile","allGroups","Todos los grupos"
"profile","amountToDonate","Introduzca la cantidad que desea donar"
"profile","annualAmt","Monto anual"
"profile","areYouSure","¿Está seguro?"
"profile","boardRecordCreated","El registro de la Participación de la Junta ha sido creado con éxito."
"profile","businessUnit","Unidad Comercial"
"profile","cancelDeduction","Sí, cancelar inscripción"
"profile","cancelRequest","Cancelar solicitud"
"profile","changePassword","Cambiar contraseña"
"profile","changePic","Cambiar imagen"
"profile","city","Ciudad"
"profile","clickPayrollDonateButton","Haga clic en el botón de donaciones de nómina."
"profile","company","Compañía"
"profile","confirmCancel","Confirmar la cancelación de donación"
"profile","confirmPassword","Confirmar contraseña"
"profile","confirmPasswordPlaceholder","Vuelva a introducir la nueva contraseña"
"profile","contactInfo","Información de Contacto"
"profile","country","País"
"profile","createGroup","Crear un nuevo grupo"
"profile","currency","Divisa"
"profile","currentPayrollDeductions","Deducciones de nómina actuales"
"profile","dateOfBirth","Fecha de Nacimiento"
"profile","dedicateThisGift","Dedicar este regalo a un amigo o ser querido"
"profile","deductionNote","Nota: si usted cancela una deducción de nómina, es posible que ocurra una deducción más dependiendo de la fecha solicitada de cancelación."
"profile","deductionsBeginOn","Las deducciones de nómina comenzarán el"
"profile","department","Departamento"
"profile","division","División"
"profile","doesNotMatch","no coincide"
"profile","donationNotVerified","Donación no verificada"
"profile","dontCancel","No, no cancelar"
"profile","editPayrollDeduction","Editar Deducción de nómina"
"profile","editProfile","Editar perfil"
"profile","editProfilePic","Editar imagen de perfil"
"profile","emailAddress","Dirección de correo electrónico"
"profile","emailNotifications","¿Quieres recibir notificaciones a la dirección de correo electrónico proporcionada?"
"profile","employeeStatus","Estado del Empleado"
"profile","employeeType","Tipo de Empleado"
"profile","employmentInformation","Información del Empleo"
"profile","enterHonoreeName","Introduzca el nombre del homenajeado aquí"
"profile","fulfilled","Cumplido"
"profile","fullAddress","Dirección completa"
"profile","gender","Género"
"profile","goalsNotExist","No existen objetivos"
"profile","goodtoGrant","Pendiente por pago"
"profile","groupName","Nombre del grupo"
"profile","groupPrivacy","Privacidad"
"profile","groupPrivacyToolTip","Cualquier persona puede ver y unirse a los grupos públicos. Invitar-En los resultados de la búsqueda sólo  se pueden encontrar los grupos, pero los usuarios no pueden unirse a ellos sin una invitación. Los grupos privados no se pueden encontrar en los resultados de búsqueda y sólo puede unirse a ellos por una invitación."
"profile","groupPrivacyToolTip","Cualquiera puede ver y unirse a un grupo público. Los grupos solo por invitación pueden encontrarse en los resultados de búsqueda, pero los usuarios no pueden unirse a ellos sin una invitación. Los grupos privados no se pueden encontrar en los resultados de la búsqueda y los usuarios sólo pueden unirse a ellos por invitación."
"profile","groupsHeader","Grupos"
"profile","groupsNotExist","No existen Grupos"
"profile","homePhone","Teléfono particular"
"profile","inHonorOf","En honor de"
"profile","inMemoryOf","En memoria de"
"profile","inProcess","En proceso"
"profile","invalid","No válido"
"profile","inviteHeader","Invitar a los miembros del grupo"
"profile","isRequired","Se requiere"
"profile","isToLong","Es demasiado larga"
"profile","JobFunction","Función del Puesto de Trabajo"
"profile","jobTitle","Título del Puesto de Trabajo"
"profile","joinGroup","Únete"
"profile","leaveGroup","Abandonar grupo"
"profile","locationCode","Código de Localidad"
"profile","mailStop","Detención de correo"
"profile","makeDonationAnonymously","Hacer esta donación anónima"
"profile","managerLevel","Nivel de gerente"
"profile","middleName","Segundo nombre"
"profile","mobilePhone","Teléfono Móvil"
"profile","myFiscalSponsors","Mis patrocinadores fiscales"
"profile","myGroups","Mis Grupos"
"profile","myPayroll","Mis Deducciones de nómina"
"profile","myProfile","Mi perfil"
"profile","newGroup","Nuevo Grupo"
"profile","newPassword","Nueva contraseña"
"profile","newPasswordPlaceholder","Las contraseñas deben tener al menos 6 caracteres"
"profile","noCurrentDeductions","Usted no ha configurado las deducciones de nómina para este programa."
"profile","officePhone","Teléfono de la oficina"
"profile","paychecksPerYear","Cheques de pago anuales"
"profile","payrollDeductionProgram","Programa de Deducción de Nómina"
"profile","payrollDeductions","Deducciones de nómina"
"profile","pendingInviteTitle","Invitaciones Pendientes"
"profile","pendingReview","Pendiente por revisión"
"profile","perPayPeriod","Por período de pago"
"profile","personalEmailAddress","Dirección personal de correo electrónico"
"profile","personalInfo","Información Personal"
"profile","perYear","Por año"
"profile","pleaseEnterValidEmail","Por favor, introduzca un correo electrónico válido"
"profile","pleaseSelectValidAddress","Por favor, seleccione una dirección válida"
"profile","preferredName","Nombre preferido"
"profile","profile","Perfil"
"profile","profilePicture","Foto de Perfil"
"profile","rejected","Rechazado"
"profile","requestInvite","Solicitar Invitación"
"profile","requestPending","Solicitud pendiente"
"profile","scheduled","Programado"
"profile","searchForNPOToDonate","Buscar una organización que desea donar en la barra de búsqueda a continuación."
"profile","searchForNPOToDonate","Busque una organización a la cual le gustaría donar en la barra de búsqueda a continuación."
"profile","sector","Sector"
"profile","selectNewProfPic","Seleccione una nueva Imagen de perfil"
"profile","selectYourNPO","Seleccione su organización. A continuación, introduzca la cantidad que desea donar al año, y vamos a calcular la cantidad deducida por cheque de pago."
"profile","selectYourNPOannual","Seleccione su organización. Introduzca la cantidad que desea donar por año y calcularemos la cantidad deducida por recibo de sueldo."
"profile","selectYourNPOpayperiod","Seleccione su organización. Luego introduzca la cantidad que desea donar por recibo de sueldo."
"profile","settingUpPayrollDeductions","Configurar y Administrar las  donaciones de nomina"
"profile","setupAPayrollDeduction","Establecer una deducción de nómina"
"profile","specialInstructions","Instrucciones especiales"
"profile","specificPurpose","Pídale a la organización que utilice la donación para un propósito específico"
"profile","startGreater","La fecha de inicio no puede ser mayor que la fecha de edición"
"profile","state","Estado"
"profile","street","Callejero"
"profile","streetAddress1","Dirección 1"
"profile","streetAddress2","Dirección 2"
"profile","suffix","Sufijo"
"profile","theChanges","Los cambios tendrán efecto a partir de su próximo período de pago"
"profile","toDonatePleaseChoose","Para hacer una donación, por favor elija un destinatario - Buscar por nombre, ubicación o EIN"
"profile","toManageDeductions","para gestionar sus donaciones de nómina"
"profile","upcomingPayrollDeductions","Próximas deducciones de nómina"
"profile","updateSuccessMessage","Se ha actualizado su información"
"profile","uploadProfilePicture","Cargue su foto de perfil"
"profile","verified","Verificado"
"profile","verifiedByNonprofit","Verificado por la organización"
"profile","youHaveUntil","Tienes hasta"
"profile","youMayMakeChangesToDeductions"," Usted puede hacer cambios en sus deducciones de nómina hasta el cierre de las operaciones en"
"profile","zip","Código Postal"
"profile","zipAndPostalCode","Zip/Código Postal"
"profile","zipPostalCode","Código Postal"
"receipt","advisedCharity","Organización caritativa recomendada"
"receipt","annualDonationReceipt","Recibo de donación anual"
"receipt","annualStatement","Declaración anual"
"receipt","dwAddressLine1","2750 S. Kanner Highway"
"receipt","dwAddressLine2","Stuart, Florida 34994"
"receipt","dwTaxReceiptText0","Gracias por usar su cuenta de Good Done Great para hacer donaciones"
"receipt","dwTaxReceiptText1",". Su donación total de"
"receipt","dwTaxReceiptText10","De conformidad con los requisitos del IRS para contribuciones caritativas, DonateWell reconoce que ningún bien o servicio, o beneficios de quid pro quo (tangibles o intangibles) fueron proporcionados por DonateWell a cambio de su donación caritativa."
"receipt","dwTaxReceiptText11","Con aprecio,"
"receipt","dwTaxReceiptText12","David Bach"
"receipt","dwTaxReceiptText13","Presidente de DonateWell"
"receipt","dwTaxReceiptText2","ha tenido un gran impacto en las vidas de aquellos que se benefician de su generosidad personal. ¡Gracias!"
"receipt","dwTaxReceiptText3","Aunque aconsejó que su donaciones fuesen hechas a uno o más entidades de caridad diferentes, sus donaciones se hicieron a a DonateWell y fueron aplicadas a su cuenta personal del Fondo Aconsejado por el Donante. Para la elaboración de informes de impuestos, DonateWell es la caridad que recibe sus donaciones."
"receipt","dwTaxReceiptText4","Este documento sirve como un recibo consolidado de fin de año por donaciones caritativas por el monto de"
"receipt","dwTaxReceiptText5"," hechas por"
"receipt","dwTaxReceiptText6"," a DonateWell entre"
"receipt","dwTaxReceiptText7","Cualquier recibo de deducción de nóminas que usted haya recibido inadvertidamente de una organización sin fines de lucro para los anuncios detallados a continuación no son elegibles con fines de reporte de impuestos."
"receipt","dwTaxReceiptText7","Cualquier recibo deducible de impuestos que puede haber recibido inadvertidamente de una organización sin fines de lucro por consejos listados a continuación no son elegibles para el propósito de elaborar informes de impuestos"
"receipt","dwTaxReceiptText8","Inicie sesión en su cuenta de Good Done Great en cualquier momento para ver los detalles de sus donaciones, obsequios distribuidos a sus obras benéficas y el saldo disponible en su cuenta para realizar otros obsequios."
"receipt","dwTaxReceiptText9","Tenga en cuenta que el Servicio de Impuestos Internos (IRS) exige que usted conserve esta carta como recibo para confirmar su donación benéfica. DonateWell es una organización benéfica 501(c)3 con N.º de identificación federal 46-0942102."
"receipt","dwTaxReceiptText9","Tenga en cuenta que el Servicio de Impuestos Internos (IRS) exige que usted conserve esta carta como recibo para confirmar su donación benéfica. DonateWell es una organización benéfica 501(c)3 con N.º de identificación federal 46-0942102."
"receipt","receiptDetails","Detalles de recibo"
"receipt","taxReceipt","Recibo de impuestos"
"requests","emailConfirmation","También recibirá un e-mail de confirmación de su presentación."
"requests","noAmountRequested","No se ha solicitado ningún monto"
"requests","noAwards","No hay premios para mostrar."
"requests","noAwards","No tiene ninguna adjudicación en"
"requests","noPayments","No hay pagos para mostrar."
"requests","noPayments","No tiene ningún pago en"
"requests","noReports","No hay informes de progreso para mostrar."
"requests","noReports","No tiene ningún informe de progreso en"
"requests","noRequests","No hay solicitudes para mostrar."
"requests","noRequests","No tiene ninguna solicitud en"
"requests","noRequestsForReview","No tiene ninguna solicitud asignada para su revisión."
"requests","noReviews","No hay revisiones para mostrar."
"requests","progressSubmittedOn","Su informe de progreso fue enviado el"
"requests","requestSubmittedOn","Su solicitud fue enviada el"
"requests","thankYouForCommitment","¡Gracias por su compromiso con nuestra comunidad!"
"requests","viewAll","Ver todas las solicitudes"
"requests","viewAllReports","Ver todos los informes"
"review","employeeReviewer","Revisor del empleado"
"review","employeeReviewers","Revisores del empleado"
"review","externalReviewer","Revisor externo"
"review","externalReviewers","Revisores externos"
"review","manageReviewers","Administrar revisores"
"review","requestsForReview","Solicitudes para revisar."
"review","reviewCommittee","Comité de revisión"
"review","reviewCommittees","Comités de revisión"
"review","reviewers","Revisores"
"rules","contains","{source} contiene {value}"
"rules","doesNotContain","{source} no contiene {value}"
"rules","doesNotEndWith","{source} no termina con {value}"
"rules","doesNotEqual","{source} no es igual a {value}"
"rules","doesNotStartWith","{source} no comienza con {value}"
"rules","endsWith","{source} termina con {value}"
"rules","equals","{source} igual a {value}"
"rules","isGreaterThan","{source} es mayor que {value}"
"rules","isLessThan","{source} es menor que {value}"
"rules","isNotGreaterThan","{source} no es mayor que {value}"
"rules","isNotLessThan","{source} no es menor que {value}"
"rules","startsWith","{source} comienza con {value}"
"rules","theAnswerTo","la respuesta a {question}"
"rules","theCurrentUsersName","el nombre actual del usuario"
"rules","theCurrentUsersType","el tipo de usuario actual"
"rules","thisIsHiddenBecause","Esto está oculto por una o más de estas razones:"
"rules","thisIsInvalidBecause","Esto es inválido por una o más de estas razones:"
"rules","thisIsReadOnlyBecause","Esto solo puede leerse por una o más de estas razones:"
"search","add","Añadir"
"search","addAnOrg","Añadir una organización"
"search","additionalDetails","Detalles adicionales"
"search","addOrg","Añadir organización"
"search","addOrgInstructions","Por favor, haga clic en el botón de Añadir Organización que se encuentra a continuación para completar el formulario para añadir a su organización a la base de datos. "
"search","address1","Dirección 1"
"search","address2","Dirección 2"
"search","adminEmail","Correo electrónico del administrador"
"search","cantFind","No podemos encontrar lo que está buscando"
"search","cantFind","No se puede encontrar lo que está buscando"
"search","cantFindOrg","No se puede encontrar su organización en los resultados"
"search","checkAbbreviations","Compruebe abreviaturas. Por ejemplo, trate de buscar por ""Co"" en lugar de ""Condado"""
"search","checkAbbreviations","Revise las abreviaturas. Por ejemplo, pruebe a buscar Co en vez de Condado"
"search","classId","Identificación de Clasificación"
"search","classification","Clasificación"
"search","classType","Categoría NTEE, tipo de organización"
"search","contactName","Nombre y Apellido"
"search","contactOrgAdmin","El administrador de la organización tendrá que ponerse en contacto con DonateWell para ser añadido a nuestra base de datos. Usted puede enviar un mensaje para hacerles saber que están perdiendo posibles donaciones rellenando los datos de la siguiente planilla."
"search","datepickerPlaceholder","MM/DD/AAAA HH:MM AM/PM"
"search","donateNowButton","Donar ahora"
"search","donateNowButton","Donar ahora"
"search","doubleCheck","Revise la ortografía correcta"
"search","ein","Identificación de Registro"
"search","ein","Identificación de Registro"
"search","enterYourQuestionHere","Escriba su pregunta aquí"
"search","filter","Filtro"
"search","followButton","Siga"
"search","following","Seguir"
"search","globalSearchPlaceholder","Buscar una organización..."
"search","globalSearchPlaceholder","Búsqueda de una organización ..."
"search","myOrganizations","Mis Organizaciones"
"search","myOrganizations","Mis Organizaciones"
"search","ngoName","NGO/Nombre de la Organización"
"search","noEligibleOrgsFound","No hay organizaciones elegibles que coincidan con los términos de su búsqueda. Pruebe otra frase o desplácese a través de la siguiente lista completa de organizaciones elegibles."
"search","nonprofitFocus","Enfoque Organización"
"search","notFollowing","Ya no la esta siguiendo"
