area,key,de-DE
feeds,msgNotFollowingAnyone,"Hier werden Sie eine Liste mit Personen, Organisationen, Programmen, Projekten und Gruppen sehen, denen Sie folgen. Wählen Sie unten eine der Optionen aus, um eine Organisation oder einen Kollegen zu finden und klicken Sie dann auf ""Folgen"". Besuchen Sie die Freiwilligen-Seite, um einem Freiwilligenprojekt zu folgen oder gehen Sie zur Spendenseite, um an ein Programm zu spenden. Erstellen Sie auf Ihrer Benutzerprofilseite eine Gruppe, damit Sie und andere Gruppenmitglieder den Aktivitäten der Gruppe folgen können."
goals,createNew,Erstellen Sie ein neues Ziel
goals,iWantTo,Ich möchte
goals,in,in
goals,progress,Vorbereitung
goals,currentGoals,Aktuelle Ziele
goals,goal,Ziel
group,acceptInvite,Einladung annehmen
group,allCoworkers,Alle Mitarbeiter
group,allGroups,Alle Gruppen
group,approve,Bestätigen
group,cancelInvitation,Einladung stornieren
group,createGroup,Gruppe erstellen
group,declineInvite,Einladung ablehnen
group,groupAdmin,Gruppen-Administrator:
group,groupDescription,Gruppenbeschreibung
group,groupMessage,Gruppen-Nachricht
group,groupName,Gruppenname
group,groupsNotExist,Die Gruppen sind nicht vorhanden
group,invitations,Einladungen
group,invite,Einladen
group,inviteGroupMembers,Gruppenmitglieder einladen
group,inviteMembers,Mitglieder einladen
group,leaveGroup,Gruppe verlassen
group,members,Mitglieder
group,membershipRequests,Mitgliedschaftsanfragen
group,messageMessage,Mitteilung
group,messageSend,Mitteilung senden
group,messageSubject,Betreff
group,myGroups,Meine Gruppen
group,newGroup,Neue Gruppe
group,newGroupMessage,Neue Gruppen-Nachricht
group,noCoworkers,Ihre Suche ergab 0 Ergebnisse
group,noInvitations,Derzeit gibt es keine Einladungen
group,noPending,"Wählen Sie „Find Coworkers” (Mitarbeiter finden), um nach Mitarbeitern zu suchen, die Sie in Ihre Gruppe einladen möchten."
group,participating,Teilnehmend
group,noRequests,Derzeit gibt es keine Mitgliedschaftsanfragen.
group,pendingInvitations,Einladungen entwerfen
group,reject,Ablehnen
group,requestInvitation,Einladung anfordern
group,sendInvitations,Einladungen absenden
group,getYourGroupInvolved,Involvieren Sie Ihre Gruppe!
group,groupNoGivingMessage,"Ihre Gruppe ist noch nicht sehr aktiv gewesen. Während sie Spenden leisten und freiwillig mitarbeiten, können Sie zusammenfassende Informationen für jedes von ihnen unterstützte Programm ansehen."
group,changedStatus,Gruppenstatus geändert zu:
group,createGroup,Gruppe erstellen
group,groupStatus,Gruppen-Status
group,set,Einrichten
group,acceptRequest,Anfrage akzeptieren
group,addAdmin,Administrator-Status hinzufügen
group,changeMemberStatus,Status ändern
group,createGroup,Gruppe erstellen
group,editMember,Gruppenmitglied bearbeiten
group,member,Mitglied
group,memberInfo,Mitgliedsinformation
group,percentParticipating,Prozent Teilnahme
group,removeAdmin,Administrator-Status entfernen
group,sendInvitation,Einladung senden
home,search,Suchen
images,addAPhoto,Fügen Sie ein Foto hinzu
images,addPhoto,Foto hinzufügen
images,chooseAPhoto,Wählen Sie ein Foto
images,chooseADifferentPhoto,Wählen Sie ein anderes Foto
images,cropPhoto,Zuschneiden
images,deletePhoto,Foto löschen
images,enterATitleForThisImage,Geben Sie einen Titel für dieses Bild ein
images,loadingPhoto,Foto wird geladen ...
images,rotatePhoto,Rotieren
impact,noGivingTitle,Verfolgen Sie Ihre Wirkungen!
impact,noGivingMessage,"Ob Sie einer Organisation mit Geld helfen oder Ihre Zeit zur Verfügung stellen, es hat eine Auswirkung.  Während Sie weiterhin Ihrer Gemeinde etwas zurückgeben, helfen wird Ihnen dabei, Ihre persönlichen Beiträge zu verfolgen."
impact,noGivingGetStartedMessage,"Los, hinterlassen Sie einen Eindruck!"
impact,noGroupGivingTitle,Gruppenspende!
impact,noGroupGivingMessage,"Bei der Zusammenarbeit mit anderen Leuten können Sie mit Ihrer Spende einen noch größeren Eindruck hinterlassen. Derzeit gehören Sie noch keiner Gruppe an, die aktiv spendet. Wenn Sie einer Gruppe beigetreten sind, werden Sie sehen können, was Ihre Gruppe in diesem Jahr, im vergangen Jahr und im Laufe der Lebensdauer der Gruppe geleistet hat."
impact,noGroupGivingLastYearMessage,Leider gibt es für Ihre Gruppe keine Spenden-Informationen für das vergangen Jahr.
impact,yourTotalImpact,Ihre gesamten Leistungen
impact,lifetime,Lebensdauer
impact,lastYear,Vergangenes Jahr
impact,noGivingLastYearMessage,Leider gibt es für das vergangene Jahr keine Spenden-Informationen
language,chinese,Chinesisch
language,dutch,Niederländisch
language,english,Englisch
language,french,Französisch
language,german,Deutsch
language,italian,Italienisch
language,portuguese,Portugiesisch
language,spanish,Spanisch
language,englishCA,Englisch (Kanada)
language,englishUK,Englisch (GB)
language,frenchCA,Französisch (Kanada)
manage,2013,2013
manage,2014,2014
manage,2015,2015
manage,approved,Genehmigt
manage,awarded,Zuerkannt
manage,awards,Auszeichnungen
manage,clickToUploadAgreement,"Klicken Sie hier, um die Vereinbarung hochzuladen"
manage,congratsMessage,Herzlichen Glückwunsch!  Sie erhielten eine Anerkennung in Form einer
manage,congratsMessage2,Beihilfe
manage,congratulationsString,"Herzlichen Glückwunsch zu dieser Anerkennung!  Damit die Zahlung erfolgen kann, müssen Sie zuerst eine Beihilfe-Vereinbarung herunterladen und ausfüllen"
manage,date,Datum
manage,decided,Entschieden
manage,draft,Entwurf
manage,grant,Beihilfe
manage,grantProgram,Beihilfe-Programm
manage,grantAgreement,"Haben Sie Ihre Vereinbarung bereits heruntergeladen und ausgefüllt?  Um sie einzureichen, laden Sie sie bitte hier hoch:"
manage,program,Programm
manage,incomplete,Unvollständig
manage,inReview,wird überprüft
manage,loi,ABSICHTSERKLÄRUNG
manage,loiDeclined,Absichtserklärung abgelehnt
manage,loiSubmitted,Absichtserklärung eingereicht
manage,nonprofit,Organisation
manage,organization,Organisation
manage,progressMessage,Ein Erfahrungsbericht ist fällig am
manage,reopened,Wieder eröffnet
manage,requests,Anfragen
manage,sponsor,Sponsor
manage,startReport,Bericht beginnen
manage,status,Status
manage,submit,Einsenden
manage,thisYear,Dieses Jahr
manage,type,Art
manage,volunteer,Freiwilliger
manage,2016,2016
manage,2017,2017
manage,2018,2018
manage,2019,2019
manage,abandoned,Abbrechen
manage,accept,Akzeptieren
manage,acceptAward,Zuschlag akzeptieren
manage,agreementText,"Ich habe das obige Dokument gelesen und stimme zu, außerdem bestätige ich, das die Informationen meiner Organisation korrekt sind."
manage,agreementText2,"Ich bestätige, dass die Informationen meiner Organisation korrekt sind."
manage,awardAgreement,Fördervereinbarung
manage,awardDate,Datum des Zuschlags
manage,awardInformation,Zuschlagsinformationen
manage,awardMessage,Glückwunsch! Sie haben den Zuschlag erhalten für
manage,budgets,Budgets
manage,clickToUploadAgreement,Unterzeichnetes Vereinbarung hochladen
manage,congratsMessageAward,Glückwunsch für Ihren Zuschlag von
manage,congratsString,Glückwunsch für Ihren Zuschlag!
manage,congratulationsString,"Damit die Zahlung ausgeführt wird, lesen Sie bitte die Vereinbarung, bestätigen Sie und verifizieren Sie unten die Informationen Ihrer Organisation. Es kann zusätzliche Anforderungen geben, die Ihnen direkt mitgeteilt werden."
manage,congratulationsString2,"Damit Ihre Zahlung ausgeführt wird, verifizieren Sie bitte unten die Informationen Ihrer Organisation. Es kann zusätzliche Anforderungen geben, die Ihnen direkt mitgeteilt werden."
manage,createApplication,Einen Antrag erstellen
manage,cycleStart,Beginn des Zeitraums:
manage,downloadAgreement,Vereinbarung herunterladen
manage,EIN,EIN (US-Arbeitgeber-ID-Nummer):
manage,forReview,Zur Prüfung
manage,grantAgreement,Sind Sie bereit Ihre unterzeichnete Vereinbarung hochzuladen?
manage,inviteNPO,Eine gemeinnützige Organisation einladen
manage,inviteNPOApply,Eine gemeinnützige Organisation zum Bewerben einladen
manage,loiDeadline,Absichtserklärungen fällig
manage,myRequests,Meine Anträge
manage,newRequest,Neuer Antrag
manage,nominate,Nominieren
manage,noOpenCycles,Derzeit gibt es keine verfügbaren offenen Zeiträume.
manage,notAwarded,Zuschlag nicht erhalten
manage,openCycle,Offen:
manage,paymentDate,Zahlungsdatum
manage,progressMessage,Sie haben einen fälligen Zwischenbericht am
manage,readAndAcknowledge,Lesen und bestätigen
manage,region,Region
manage,registrationId,Registrierungs-ID
manage,requestDeadline,Anträge fällig:
manage,updateInformation,Informationen aktualisieren
manage,uploadAgreement,Vereinbarung hochladen
manage,vote,Abstimmen
manage,budget,Budget
manage,EIN,Registrierungs-ID
manage,inviteNPO,Eine Organisation einladen
manage,needsAgreement,Vereinbarung notwendig
manage,noOpenCycles,Im Moment gibt es keine verfügbaren offenen Zyklen.
manage,registrationIdIfApp,Registrierungs-ID (falls zutreffend)
manage,submitAgreement,Vereinbarung senden
message,archive,Archiv
message,body,Hauptteil
message,companyMessages,Firmen-Mitteilungen
message,delete,Löschen
message,from,Von
message,givingHistory,Spenden-Vergangenheit
message,goToVolunteerPage,Gehen Sie zu der Freiwilligen-Seite
message,inbox,Posteingang
message,manageGroup,Gruppe verwalten
message,manageProject,Projekt verwalten
message,markasread,als gelesen markieren
message,markasunread,als nicht gelesen markieren
message,messages,Mitteilungen
message,noMessages,Keine Mitteilungen
message,of,von
message,restore,Auf Posteingang wiederherstellen
message,searchForAnotherNPO,Nach einer anderen Organisation suchen
message,send,Senden
message,sent,Abgesandt
message,subject,Betreff
message,to,an
message,toCap,Um zu
message,viewGroup,Gruppe anzusehen
message,viewProject,Projekt anzusehen
message,viewProjectAndSignUp,Projekt anzusehen und sich zu registrieren
message,goToProjectPage,Zur Projektseite gehen
message,goToBoardPage,Zur Kommissionszuschuss-Seite gehen
message,searchForAnotherNPO,Nach einer anderen Organisation suchen
message,searchProjects,Nach Projekten suchen
message,viewRequest,Antrag ansehen
message,viewRequests,Anträge ansehen
message,emailError,"Beim Senden Ihrer E-Mail ist ein Fehler aufgetreten. Bitte stellen Sie sicher, dass die E-Mail-Adresse in Ihrem Profil richtig ist. "
message,emailSend,Eine E-Mail senden
message,emailSent,E-Mail erfolgreich gesendet
nonprofits,accepted,Angenommen
nonprofits,activities,Aktivitäten
nonprofits,affiliation,Partnerschaft
nonprofits,awards,Auszeichnungen
nonprofits,assets,Anlagewerte
nonprofits,claimFiscalSponsor,Verlangen Sie einen finanziellen Sponsor
nonprofits,contacts,Kontakte
nonprofits,date,Datum
nonprofits,deductibility,Abzugsfähigkeit
nonprofits,donateWell,DonateWell
nonprofits,donateWellButtonTooltip,Das Profil dieser Organisation unter 'DonateWell' ansehen und bearbeiten
nonprofits,exemptOrganizationStatus,Befreiter Organisationsstatus
nonprofits,filingRequirements,Einreichungs-Anforderungen
nonprofits,financials,Finanzdaten
nonprofits,fiscalSponsorInstructions,"Um im Namen einer Nicht-503(c) Organisation einen Antrag als finanzieller Sponsor zu stellen, müssen Sie einige Informationen über Ihre Organisation eintragen."
nonprofits,fiscalSponsors,Finanzieller Sponsor
nonprofits,fiscalYearEnd,Finanzjahr Endet
nonprofits,foundationStatus,Stiftungs-Status
nonprofits,grantProgram,Beihilfe-Programm
nonprofits,groupExemptionNumber,Gruppen-Ausnahme-Nummer
nonprofits,income,Einnahmen
nonprofits,lastTaxReturn,Letzte Steuererklärung
nonprofits,latestIRSFiling,Letzte Eingabe beim Finanzamt
nonprofits,myNposHeader,Meine Organisation
nonprofits,newOrgSubmitButton,Organisation einrichten
nonprofits,newRequest,Neue Anfrage
nonprofits,noneClaimed,Sie haben noch keine Organisation gewählt.
nonprofits,nonprofit,Organisation
nonprofits,nonprofitFocus,Organisations-Fokus
nonprofits,nonprofits,Organisationen
nonprofits,opportunitiesToDonate,Möglichkeiten für Spenden
nonprofits,opportunitiesToVolunteer,Möglichkeiten für ehrenamtliche Mitarbeit
nonprofits,organization,Organisation
nonprofits,orgName,Name der Organisation
nonprofits,overview,Überblick
nonprofits,payments,Zahlungen
nonprofits,pub78,Status der Veröffentlichung 78
nonprofits,reports,Berichte
nonprofits,requested,Beantragt
nonprofits,requestName,Antragname
nonprofits,requests,Anfragen
nonprofits,revenue,Einnahmen
nonprofits,rulingDate,Urteils-Datum
nonprofits,searchPrompt,"Um Ihre Organisation zu finden, suchen Sie nach dem Namen, dem Ort oder der Steuer-ID."
nonprofits,status,Status
nonprofits,slider,Schieber
nonprofits,socialLinks,Soziale Links
nonprofits,socialStream,Soziale Streams
nonprofits,subsection,Unterbereich
nonprofits,type,Art
nonprofits,year,Jahr
nonprofits,assets,Vermögen
nonprofits,fiscalSponsorInstructions,"Um sich im Namen einer nicht-503(c)-Organisation mit einem steuerrechtlichen Sponsor zu bewerben, müssen Sie ein paar Informationen Ihrer Organisation eingeben."
nonprofits,myNposHeader,Meine beanspruchten gemeinnützigen Organisationen
nonprofits,myOrgsHeader,Meine beanspruchten Organisationen
nonprofits,nonprofitFocus,Gemeinnütziger Fokus
nonprofits,assets,Vermögen
nonprofits,fiscalSponsorInstructions,"Um sich im Name einer nicht-503(c)-Organisation mit einem Steuersponsor zu bewerben, müssen Sie einige Informationen über Ihre Organisation eingeben. "
nonprofits,searchPrompt,"Um Ihre Organisation zu beanspruchen, suchen Sie nach Name, Standort oder Registrierungs-ID. "
NPOprofile,account,Konto
NPOprofile,accountNumber,Kontonummer
NPOprofile,addAContact,Kontakt hinzufügen
NPOprofile,addASocialLink,Soziales Netzwerk hinzufügen
NPOprofile,bankInfo,Bankinformationen
NPOprofile,bankName,Name der Bank
NPOprofile,bankNamePlaceholder,Der volle rechtliche Name Ihrer Bank
NPOprofile,displayName,Name anzeigen
NPOprofile,displayNamePlaceholder,Zeigen Sie den Namen Ihrer Organisation an
NPOprofile,emailPlaceholder,info@oursite.com
NPOprofile,informationEmail,Informations-E-Mail
NPOprofile,informationNumber,Informations-Nummer
NPOprofile,link,Link
NPOprofile,mailingAddress,Postanschrift
NPOprofile,mailingAddressPlaceholder,"101 East Main St, Charleston SC, USA"
NPOprofile,mission,Mission
NPOprofile,nameOnAccount,Kontoname / akzeptierbarer Zahlungsempfänger
NPOprofile,orgInfo,Organisations- Info
NPOprofile,phonePlaceholder,(646) 580-6284
NPOprofile,routingNumber,Routing-Nummer
NPOprofile,shortMissionPlaceholder,Kurze Beschreibung Ihrer Organisation oder Mission
NPOprofile,type,Art
NPOprofile,webAddress,Adresse der Webseite
NPOprofile,webAddressPlaceholder,http://www.my-organization.com
NPOprofile,updateBankInfo,Aktualisieren Sie die Bankinformationen
NPOprofile,updateOrgInfo,Aktualisieren Sie die Organisations-Informationen
NPOprofile,activities,Aktivitäten
NPOprofile,award,Zuschlag!
NPOprofile,awards,Zuschläge!
NPOprofile,contactAdmin,E-Mail an Admin
NPOprofile,contactContact,E-Mail an Kontakt
NPOprofile,ein,EIN (US-Arbeitgeber-ID-Nummer):
NPOprofile,emailAdmins,E-Mail an Admins
NPOprofile,noProjects,Diese Organisation hat keine Projekte.
NPOprofile,noPrograms,Diese Organisation hat keine zugehörigen Programme.
NPOprofile,noOrgAwards,Diese Organisation hat noch keine Zuschläge erhalten in
NPOprofile,noOrgPayments,Diese Organisation hat noch keine Zahlungen erhalten in
NPOprofile,noOrgRequests,Diese Organisation hat keine Anträge in
NPOprofile,offlineDonations,Offline-Spenden
NPOprofile,onlineDontations,Online-Spenden
NPOprofile,numberOfAwards,hat insgesamt erhalten
NPOprofile,paymentAlert1, hat insgesamt erhalten
NPOprofile,payment,Zahlung!
NPOprofile,payments,Zahlungen!
NPOprofile,webAddressPlaceholder,http://www.my-nonprofit.com
NPOprofile,award,Zuschlag!
NPOprofile,awards,Zuschläge!
NPOprofile,noOrgReports,Diese Organisation hat keine Fortschrittsberichte in
NPOprofile,numberofProgressReports,hat insgesamt
NPOprofile,paymentAlert1,hat insgesamt erhalten
pages,accordion,Akkordeon
pages,boxed,Verpackt
pages,dark,Dunkel
pages,darkHeader,Dunkle Kopfzeile
pages,default,Standard
pages,findAProject,Ein Projekt finden
pages,fixed,Fest
pages,fluid,Fließend
pages,footer,Fußzeile
pages,header,Kopfzeile
pages,hover,Schweben
pages,joinAGroup,Einer Gruppe beitreten
pages,layout,Layout
pages,layoutUppercase,LAYOUT
pages,left,Links
pages,light,Hell
pages,lightHeader,Helle Kopfzeile
pages,right,Rechts
pages,roundedCorners,Abgerundete Ecken
pages,sidebarMenu,Seitenleistenmenü
pages,sidebarMode,Seitenleistenmodus
pages,sidebarPosition,Seitenleistenposition
pages,squareCorners,Quadratische Ecken
pages,themeStyle,Motivstil
pages,themeUppercase,MOTIV
pages,topDropdowns,Dropdowns oben
payments,organization,Organisation
payments,payment,Zahlung
payments,paid,Bezahlt
payments,awardName,Zuschlagsname
payments,paymentName,Zahlungsname
profile,activePayrollDeductions,Aktive Gehaltsabzüge
profile,addNewDeduction,"Fügen sie einen neuen Gehaltsabzug hinzu, indem Sie unten nach einer Organisation suchen"
profile,addPayrollDeduction,Gehaltsabzug hinzufügen
profile,allGroups,Alle Gruppen
profile,amountToDonate,"Tragen Sie den Betrag ein, den Sie spenden möchten"
profile,cancelRequest,Anfrage stornieren
profile,changePassword,Passwort ändern
profile,changePic,Bild ändern
profile,city,Stadt
profile,clickPayrollDonateButton,Klicken Sie auf den Button für Gehaltsspende.
profile,confirmPassword,Bestätigen Sie das Passwort
profile,contactInfo,Kontaktinformationen
profile,country,Land
profile,createGroup,Richten Sie eine neue Gruppe ein
profile,currentPayrollDeductions,Aktuelle Gehaltsabzüge
profile,dedicateThisGift,Widmen Sie dieses Geschenk einem Freund / einer Freundin oder einem geliebten Menschen
profile,deductionsBeginOn,Die Gehaltsabzüge beginnen am
profile,doesNotMatch,passt nicht
profile,editProfilePic,Profil-Bild bearbeiten
profile,emailAddress,E-Mail-Adresse
profile,emailNotifications,Möchten Sie E-Mail-Benachrichtigungen an Ihre E-Mail-Adresse gesandt haben?
profile,enterHonoreeName,Tragen Sie den Namen des Empfängers hier ein
profile,fullAddress,Vollständige Adresse
profile,goalsNotExist,Es gibt keine Ziele
profile,groupName,Gruppenname
profile,groupPrivacy,Privatsphäre
profile,groupPrivacyToolTip,"Jeder kann die öffentlichen Gruppen sehen und ihnen beitreten. Gruppen auf Einladung können unter den Suchergebnissen gefunden werden, aber ohne Einladung kann ein Benutzer nicht beitreten. Private Gruppen kann man in den Suchergebnissen nicht finden und man kann ihnen nur auf eine Einladung beitreten."
profile,groupsHeader,Gruppen
profile,groupsNotExist,Die Gruppen sind nicht vorhanden
profile,invalid,Ungültig
profile,inHonorOf,Zu Ehren von
profile,inMemoryOf,In Erinnerung an
profile,inviteHeader,Gruppenmitglieder einladen
profile,isRequired,ist notwendig
profile,isToLong,ist zu lang
profile,joinGroup,Beitreten
profile,leaveGroup,Gruppe verlassen
profile,makeDonationAnonymously,Diese Spende soll anonym sein
profile,middleName,Mittelname
profile,mobilePhone,Mobiltelefon
profile,myFiscalSponsors,Meine finanziellen Sponsoren
profile,myGroups,Meine Gruppen
profile,newGroup,Neue Gruppe
profile,newPassword,Neues Passwort
profile,noCurrentDeductions,Sie haben für dieses Programm noch keine Gehaltsabzüge eingerichtet.
profile,officePhone,Büro-Telefon
profile,paychecksPerYear,Gehalt pro Jahr
profile,payrollDeductionProgram,Gehaltsabzug-Programm
profile,payrollDeductions,Gehaltsabzüge
profile,pendingInviteTitle,Ausstehende Einladungen
profile,personalInfo,Persönliche Informationen
profile,pleaseEnterValidEmail,Geben Sie bitte eine gültige E-Mail-Adresse ein
profile,pleaseSelectValidAddress,Wählen Sie bitte eine gültige Adresse
profile,profile,Profil
profile,profilePicture,Profilbild
profile,requestInvite,Einladung anfordern
profile,requestPending,Anfrage steht aus
profile,searchForNPOToDonate,"Suchen Sie in der Suchleiste unten eine Organisation, der Sie spenden möchten."
profile,selectNewProfPic,Wählen Sie ein neues Profilbild
profile,selectYourNPO,"Wählen Sie Ihre Organisation. Tragen Sie dann den Betrag ein, den Sie jedes Jahr spenden wollen und wir werden den vom Gehalt abzuziehenden Betrag kalkulieren."
profile,settingUpPayrollDeductions,Einrichten und Verwalten Ihrer Gehaltsabzugsspenden
profile,setupAPayrollDeduction,Einrichten eines Gehaltsabzugs
profile,specialInstructions,Besondere Anweisungen
profile,specificPurpose,"Bitten Sie die Organisation, die Spende für einen bestimmten Zweck zu verwenden"
profile,state,Staat
profile,street,Straße
profile,toDonatePleaseChoose,"Wählen Sie bitte einen Empfänger für Ihre Spende - suchen sie nach Name, Ort oder Steuer-ID,"
profile,toManageDeductions,um Ihre Gehaltsabzugspenden zu verwalten
profile,upcomingPayrollDeductions,Bevorstehende Gehaltsabzüge
profile,youHaveUntil,Sie haben bis
profile,youMayMakeChangesToDeductions,"Sie können Ihre Gehaltsabzügen ändern, bis zum Geschäftsschluss am"
profile,zip,Postleitzahl
profile,confirmPasswordPlaceholder,Geben Sie Ihr neues Passwort erneut ein
profile,donationNotVerified,Spende nicht verifiziert
profile,editProfile,Profil bearbeiten
profile,fulfilled,Erfüllt
profile,goodtoGrant,Ausstehende Zahlung
profile,groupPrivacyToolTip,"Öffentliche Gruppen können von jedem gesehen werden und jeder kann beitreten. Gruppen, in die nur nach einer Einladung beigetreten werden kann, können in den Suchergebnissen gefunden werden, aber eine Einladung ist notwendig. Private Gruppen können nicht in den Suchergebnissen gefunden werden und es ist eine Einladung notwendig, um beizutreten."
profile,inProcess,In Bearbeitung
profile,myProfile,Mein Profil
profile,newPasswordPlaceholder,Passwörter müssen mindestens 6 Zeichen lang sein
profile,pendingReview,Ausstehende Prüfung
profile,perPayPeriod,Zahlung pro Zeitraum
profile,perYear,Pro Jahr
profile,rejected,Abgelehnt
profile,scheduled,Geplant
profile,searchForNPOToDonate,"Suchen Sie unten in der Suchleiste nach einer Organisation, an die Sie spenden möchten."
profile,selectYourNPOannual,"Wählen Sie Ihre Organisation aus. Geben Sie dann den Betrag ein, den Sie pro Jahr spenden möchten und wir berechnen den Betrag, der von jeder Gehaltszahlung abgezogen wird."
profile,selectYourNPOpayperiod,"Wählen Sie Ihre Organisation aus. Geben Sie dann den Betrag ein, den Sie von jeder Gehaltszahlung spenden möchten."
profile,updateSuccessMessage,Ihre Informationen wurden aktualisiert
profile,uploadProfilePicture,Laden Sie Ihr Profilbild hoch
profile,verified,Verifiziert
profile,verifiedByNonprofit,Von Organisation verifiziert
profile,addNewDeduction,"Fügen Sie einen neuen Gehaltsabzug hinzu, indem Sie unten nach einer Organisation suchen"
profile,addNewDeductionSelect,"Fügen Sie einen neuen Gehaltsabzug hinzu, indem Sie unten eine Organisation auswählen"
profile,boardRecordCreated,Gremiumsbeteiligung-Eintrag erfolgreich erstellt.
profile,businessUnit,Geschäftseinheit
profile,company,Unternehmen
profile,currency,Währung
profile,dateOfBirth,Geburtsdatum
profile,department,Abteilung
profile,division,Division
profile,employeeStatus,Angestelltenstatus
profile,employeeType,Angestelltentyp
profile,employmentInformation,Angestellteninformation
profile,gender,Geschlecht
profile,homePhone,Festnetznummer Zuhause
profile,JobFunction,Jobfunktion
profile,jobTitle,Jobtitel
profile,locationCode,Standortcode
profile,mailStop,Mail-Stopp
profile,managerLevel,Manager-Level
profile,personalEmailAddress,Persönliche E-Mail-Adresse
profile,preferredName,Bevorzugter Name
profile,sector,Bereich
profile,startGreater,Anfangsdatum kann nicht nach dem Enddatum liegen.
profile,streetAddress1,Straße - Adresszeile 1
profile,streetAddress2,Straße - Adresszeile 2
profile,suffix,Suffix
profile,zipAndPostalCode,PLZ
profile,zipPostalCode,Postleitzahl
receipt,taxReceipt,Steuerbeleg
receipt,annualStatement,Jahresabschluss
receipt,receiptDetails,Belegdetails
receipt,dwAddressLine1,2750 S. Kanner Highway
receipt,dwAddressLine2,"Stuart, Florida 34994"
receipt,annualDonationReceipt,Jährlicher Spendenbeleg
receipt,dwTaxReceiptText0,"Danke, dass Sie Ihr DonateWell-Konto nutzen, um an"
receipt,dwTaxReceiptText1,zu spenden. Sie geben insgesamt
receipt,dwTaxReceiptText2,"hat einen großen Einfluss auf die Leben deren, die von Ihrer persönlichen Großzügigkeit profitieren. Danke!"
receipt,dwTaxReceiptText3,"Auch wenn Ihre Spende(n) für eine oder mehrere Wohltätigkeitsorganisationen gedacht sind, wurden Ihre Spende(n) an DonateWell getätigt und Ihrem persönlichen Spendengelder-Konto gutgeschrieben. Aus Steuergründen ist DonateWell die Wohlfahrtsorganisation Ihrer Spende(n)."
receipt,dwTaxReceiptText4,Dieses Dokument dient als konsolidierter Jahresendbeleg für gemeinnützige Spenden in Höhe von
receipt,dwTaxReceiptText5, von
receipt,dwTaxReceiptText6, an DonateWell zwischen
receipt,dwTaxReceiptText7,"Alle steuerlich absetzbaren Belege, die Sie versehentlich von einer gemeinnützigen Organisation erhalten haben, die unten aufgeführt ist, sind für Steuererklärungen nicht gültig"
receipt,dwTaxReceiptText8,"Melden Sie sich jederzeit bei Ihrem DonateWell-Konto an, um die Details Ihrer Spenden zu sehen, Zuwendungen, die an Ihre Wohlfahrtsorganisation verteilt wurden und Ihr verfügbares Kontoguthaben für zusätzliche Zuwendungen."
receipt,dwTaxReceiptText9,"Bitte beachten Sie, dass das Finanzamt diesen Brief als Beleg benötigt, um Ihre gemeinnützige Spende zu belegen. DonateWell ist eine 501(c)3 öffentliche Wohlfahrtsorganisation, Bundes-ID:46-0942102."
receipt,dwTaxReceiptText10,"In Übereinstimmung mit den Anforderungen des Finanzamts für gemeinnützige Beiträge erkennt DonateWell an, dass keine Waren oder Dienstleistungen oder Gegenleistungen (materiell oder immateriell) von Ihnen an DonateWell unter Berücksichtigung der gemeinnützigen Spende zur Verfügung gestellt."
receipt,dwTaxReceiptText11,"Hochachtungsvoll,"
receipt,dwTaxReceiptText12,David Barach
receipt,dwTaxReceiptText13,Vorsitzender von DonateWell
receipt,advisedCharity,Empfohlene Wohltätigkeitsorganisation
receipt,dwTaxReceiptText7,"Jegliche Belege, die von der Steuer absetzbar sind und die Sie versehentlich von einem gemeinnützigen Unternehmen erhalten haben, sind für Steuererklärungszwecke nicht zulässig."
receipt,dwTaxReceiptText9,"Bitte beachten Sie, dass das Finanzamt fordert, dass Sie diesen Brief als Beleg aufbewahren, um Ihr wohltätiges Geschenk zu belegen. DonateWell ist eine öffentliche Wohltätigkeitsgemeinschaft nach 501(c)3, Registrierungs-ID: 46-0942102"
requests,emailConfirmation,Sie sollten eine E-Mail-Bestätigung Ihrer Einreichung erhalten.
requests,noAwards,Sie haben keine Zuschläge in
requests,noPayments,Sie haben keine Zahlungen in
requests,noReports,Sie haben keine Zwischenberichte in
requests,noRequests,Sie haben keine Anträge in
requests,noRequestsForReview,Sie haben keine zugewiesenen Anträge zur Prüfung.
requests,noAmountRequested,Kein angefragter Betrag
requests,progressSubmittedOn,Ihr Zwischenbericht wurde eingereicht am
requests,requestSubmittedOn,Ihr Antrag wurde eingereicht am
requests,thankYouForCommitment,Danke für Ihr Engagement in unsere Gemeinde!
requests,viewAll,Alle Anträge ansehen
requests,viewAllReports,Alle Berichte ansehen
requests,noAwards,Keine Zuschläge zum Anzeigen.
requests,noPayments,Keine Zahlungen zum Anzeigen.
requests,noReports,Keine Fortschrittsberichte zum Anzeigen.
requests,noRequests,Keine Anfragen zum Anzeigen.
requests,noReviews,Keine Prüfungen zum Anzeigen.
review,requestsForReview,Anfragen für Prüfungen
rules,contains,{source} beinhaltet {value}
rules,doesNotContain,{source} beinhaltet nicht {value}
rules,doesNotEndWith,{source} endet nicht mit {value}
rules,doesNotEqual,{source} ist ungleich {value}
rules,doesNotStartWith,{source} beginnt nicht mit {value}
rules,endsWith,{source} endet mit {value}
rules,equals,{source} ist gleich {value}
rules,isGreaterThan,{source} ist größer als {value}
rules,isLessThan,{source} ist kleiner als {value}
rules,isNotGreaterThan,{source} ist nicht größer als {value}
rules,isNotLessThan,{source} ist nicht kleiner als {value}
