area,key,nl-NL
manage,congratulationsString2,"Om te kunnen betalen, controleert u de informatie over uw organisatie hieronder. Er kunnen aanvullende eisen gelden die direct met u zal worden gecommuniceerd."
manage,createApplication,Maak een aanvraag aan
manage,cycleStart,Start van de cyclus:
manage,downloadAgreement,Download de overeenkomst
manage,EIN,EIN
manage,forReview,Om te beoordelen
manage,grantAgreement,Klaar om uw ingevulde overeenkomst in te dienen?
manage,inviteNPO,Nodig een NPO uit
manage,inviteNPOApply,Nodig een NPO uit om een verzoek in de dienen
manage,loiDeadline,Intentieverklaring vervalt:
manage,myRequests,Mijn verzoeken
manage,newRequest,Nieuw verzoek
manage,nominate,Voordragen
manage,noOpenCycles,Momenteel zijn er geen beschikbare open cycli.
manage,notAwarded,Niet toegekend
manage,openCycle,Open:
manage,paymentDate,Betaaldatum
manage,progressMessage,U heeft een voortgangsrapport dat vervalt op
manage,readAndAcknowledge,Lees en erken
manage,region,Regio
manage,registrationId,Registratie-ID
manage,requestDeadline,Verzoeken vervallen op:
manage,updateInformation,Update informatie
manage,uploadAgreement,Upload overeenkomst
manage,vote,Stemmen
manage,budget,Budget
manage,EIN,Registratie-ID
manage,inviteNPO,Nodig een organisatie uit
manage,needsAgreement,Overeenkomst benodigd
manage,noOpenCycles,Er zijn momenteel geen beschikbare open aanvraagronden.
manage,registrationIdIfApp,Registratie-ID (indien van toepassing)
manage,submitAgreement,Overeenkomst indienen
message,archive,Archief
message,body,Instantie
message,companyMessages,Bedrijfsberichten
message,delete,Verwijderen
message,from,Van
message,givingHistory,Geefgeschiedenis
message,goToVolunteerPage,Ga naar vrijwilligerspagina
message,inbox,Inbox
message,manageGroup,Groep beheren
message,manageProject,Project beheren
message,markasread,Als gelezen markeren
message,markasunread,Als ongelezen markeren
message,messages,Berichten
message,noMessages,Geen berichten
message,of,van
message,restore,Herstellen naar inbox
message,searchForAnotherNPO,Zoek naar een andere organisatie
message,send,Versturen
message,sent,Verstuurd
message,subject,Onderwerp
message,to,naar
message,toCap,Naar
message,viewGroup,Groep bekijken
message,viewProject,Project bekijken
message,viewProjectAndSignUp,Project bekijken en aanmelden
message,goToProjectPage,Ga naar de projectpagina
message,goToBoardPage,Ga naar de pagina van de bestuurssubsidies
message,searchForAnotherNPO,Zoek naar een andere organisatie
message,searchProjects,Zoek projecten
message,viewRequest,Bekijk verzoek
message,viewRequests,Bekijk verzoeken
message,emailError,Er is een fout opgetreden in het versturen van uw e-mail. Controleer of het e-mailadres in uw profiel correct is.
message,emailSend,Een e-mail versturen
message,emailSent,E-mail versturen gelukt.
nonprofits,accepted,Geaccepteerd
nonprofits,activities,Activiteiten
nonprofits,affiliation,Affiliatie
nonprofits,awards,Toekenningen
nonprofits,assets,Middelen
nonprofits,claimFiscalSponsor,Claim een fiscale sponsor
nonprofits,contacts,Contacten
nonprofits,date,Datum
nonprofits,deductibility,Aftrekbaarheid
nonprofits,donateWell,DonateWell
nonprofits,donateWellButtonTooltip,Bekijk en bewerk het profiel van deze organisatie in DonateWell.
nonprofits,exemptOrganizationStatus,Status vrijgestelde organisatie
nonprofits,filingRequirements,Indieningsvereisten
nonprofits,financials,Financi‘le gegevens
nonprofits,fiscalSponsorInstructions,"Om namens een niet-503(c)-organisatie die een fiscale sponsor gebruikt een aanvraag in te kunnen dienen, dient u wat informatie over uw organisatie te verstrekken."
nonprofits,fiscalSponsors,Fiscale sponsors
nonprofits,fiscalYearEnd,Einde van het boekjaar
nonprofits,foundationStatus,Status van de stichting
nonprofits,grantProgram,Subsidieprogramma
nonprofits,groupExemptionNumber,Groepsvrijstellingsnummer
nonprofits,income,Inkomen
nonprofits,lastTaxReturn,Meest recente belastingaangifte
nonprofits,latestIRSFiling,Meest recente belastingaangifte
nonprofits,myNposHeader,Mijn geclaimde organisaties
nonprofits,newOrgSubmitButton,Organisatie aanmaken
nonprofits,newRequest,Nieuw verzoek
nonprofits,noneClaimed,U heeft geen organisaties geselecteerd.
nonprofits,nonprofit,Organisatie
nonprofits,nonprofitFocus,Focus van de organisatie
nonprofits,nonprofits,Organisaties
nonprofits,opportunitiesToDonate,Mogelijkheden om te doneren
nonprofits,opportunitiesToVolunteer,Mogelijkheden om vrijwilliigerswerk te doen
nonprofits,organization,Organisatie
nonprofits,orgName,Naam organisatie
nonprofits,overview,Overzicht
nonprofits,payments,Betalingen
nonprofits,pub78,Publicatie 78-status
nonprofits,reports,Verslagen
nonprofits,requested,Verzocht
nonprofits,requestName,Naam verzoeken
nonprofits,requests,Verzoeken
nonprofits,revenue,Omzet
nonprofits,rulingDate,Datum beslissing
nonprofits,searchPrompt,"Om uw organisatie te claimen, of om op naam, locatie of op werkgeversnummer te zoeken."
nonprofits,status,Status
nonprofits,slider,Schuifknop
nonprofits,socialLinks,Sociale links
nonprofits,socialStream,Sociale stream
nonprofits,subsection,Subrubriek
nonprofits,type,Soort
nonprofits,year,Jaar
nonprofits,assets,Bezittingen
nonprofits,fiscalSponsorInstructions,"Om een aanvraag in te dienen namens een niet-503(c) organisatie met behulp van een fiscale sponsor, moet u wat informatie over uw organisatie invoeren."
nonprofits,myNposHeader,Mijn geclaimde non-profits
nonprofits,myOrgsHeader,Mijn geclaimde organisaties
nonprofits,nonprofitFocus,Non-profit focus
nonprofits,assets,Activa
nonprofits,fiscalSponsorInstructions,"Om een aanvraag namens een niet-503(c)-organisatie met behulp van een fiscale sponsor in te dienen, dient u enkele gegevens over uw organisatie in te voeren."
nonprofits,searchPrompt,"Om uw organisatie te claimen: zoek op naam, locatie of registratie-ID"
NPOprofile,account,Account
NPOprofile,accountNumber,Accountnummer
NPOprofile,addAContact,Contact toevoegen
NPOprofile,addASocialLink,Sociale link toevoegen
NPOprofile,bankInfo,Bankgegevens
NPOprofile,bankName,Naam bank
NPOprofile,bankNamePlaceholder,Volledige wettelijke naam van uw bank
NPOprofile,displayName,Schermnaam
NPOprofile,displayNamePlaceholder,Schermnaam van uw organisatie
NPOprofile,emailPlaceholder,info@oursite.com
NPOprofile,informationEmail,Informatie e-mailadres
NPOprofile,informationNumber,Informatienummer
NPOprofile,link,Link
NPOprofile,mailingAddress,Postadres
NPOprofile,mailingAddressPlaceholder,"101 East Main St, Charleston SC, USA"
NPOprofile,mission,Missie
NPOprofile,nameOnAccount,Naam op account/toegestane begunstigde
NPOprofile,orgInfo,Info organisatie
NPOprofile,phonePlaceholder,(646) 580-6284
NPOprofile,routingNumber,Routingnummer
NPOprofile,shortMissionPlaceholder,Korte omschrijving van uw organisatie of missie
NPOprofile,type,Soort
NPOprofile,webAddress,Adres website
NPOprofile,webAddressPlaceholder,http://www.my-organization.com
NPOprofile,updateBankInfo,Bankgegevens bijwerken
NPOprofile,updateOrgInfo,Info organisatie bijwerken
NPOprofile,activities,Activiteiten
NPOprofile,award,prijs!
NPOprofile,awards,prijzen!
NPOprofile,contactAdmin,E-mailbeheerder
NPOprofile,contactContact,E-mailcontact
NPOprofile,ein,EIN:
NPOprofile,emailAdmins,E-mailbeheerders
NPOprofile,noProjects,Deze organisatie heeft geen projecten.
NPOprofile,noPrograms,Deze organisatie heeft geen gerelateerde programma's.
NPOprofile,noOrgAwards,Deze organisatie heeft geen prijzen ontvangen in
NPOprofile,noOrgPayments,Deze organisatie heeft geen betalingen ontvangen in
NPOprofile,noOrgRequests,Deze organisatie heeft geen verzoeken in
NPOprofile,offlineDonations,Offline donaties
NPOprofile,onlineDontations,Online donaties
NPOprofile,numberOfAwards,heeft een totaal van … ontvangen
NPOprofile,paymentAlert1, heeft een totaal van … ontvangen
NPOprofile,payment,betaling!
NPOprofile,payments,betalingen!
NPOprofile,webAddressPlaceholder,http://www.my-nonprofit.com
NPOprofile,award,toekenning!
NPOprofile,awards,toekenningen!
NPOprofile,noOrgReports,Deze organisatie heeft geen voortgangsverslagen ingediend
NPOprofile,numberofProgressReports,heeft een totaal van
NPOprofile,paymentAlert1,Heeft ontvangen een totaal van
pages,accordion,Accordeon
pages,boxed,Boxed
pages,dark,Donker
pages,darkHeader,Donkere koptekst
pages,default,Standaard
pages,findAProject,Vind een project
pages,fixed,Gerepareerd
pages,fluid,Vloeistof
pages,footer,Voettekst
pages,header,Koptekst
pages,hover,Zweven
pages,joinAGroup,Doe mee met een groep
pages,layout,Lay-out
pages,layoutUppercase,LAY-OUT
pages,left,Links
pages,light,Licht
pages,lightHeader,Lichte koptekst
pages,right,Rechts
pages,roundedCorners,Afgeronde hoeken
pages,sidebarMenu,Zijbalkmenu
pages,sidebarMode,Zijbalkmodus
pages,sidebarPosition,Zijbalkpositie
pages,squareCorners,Vierkante hoeken
pages,themeStyle,Themastijl
pages,themeUppercase,THEMA
pages,topDropdowns,Bovenste dropdownsmenu's
payments,organization,Organisatie
payments,payment,Betaling
payments,paid,Betaald
payments,awardName,Naam toekenning
payments,paymentName,Naam betaling
profile,activePayrollDeductions,Actieve salarisinhoudingen
profile,addNewDeduction,Voeg een nieuwe salarisinhouding toe door hieronder een organisatie te zoeken
profile,addPayrollDeduction,Salarisinhouding toevoegen
profile,allGroups,Alle groepen
profile,amountToDonate,Voer het te doneren bedrag in
profile,cancelRequest,Verzoek annuleren
profile,changePassword,Wachtwoord wijzigen
profile,changePic,Afbeelding wijzigen
profile,city,Plaats
profile,clickPayrollDonateButton,Klik op de salarisinhoudingsknop.
profile,confirmPassword,Wachtwoord bevestigen
profile,contactInfo,Contactgegevens
profile,country,Land
profile,createGroup,Nieuwe groep aanmaken
profile,currentPayrollDeductions,Huidige salarisinhoudingen
profile,dedicateThisGift,Draag deze gift aan een vriend of dierbare op
profile,deductionsBeginOn,Salarisinhoudingen zullen beginnen op
profile,doesNotMatch,komt niet overeen
profile,editProfilePic,Profielafbeelding bewerken
profile,emailAddress,E-mailadres
profile,emailNotifications,Wilt u meldingen ontvangen op het e-mailadres dat u heeft verstrekt?
profile,enterHonoreeName,Voer de naam van de honoree in Ik ben hier
profile,fullAddress,Volledig adres
profile,goalsNotExist,Doelen bestaan niet
profile,groupName,Groepnaam
profile,groupPrivacy,Privacy
profile,groupPrivacyToolTip,"Openbare groepen kunnen door iedereen bekeken worden en iedereen kan zich aansluiten. Groepen met Invite-only kunnen in de zoekresultaten worden gevonden, maar gebruikers kunnen zich zonder uitnodiging niet aansluiten. PrivŽgroepen kunnen niet worden gevonden in de zoekresultaten en men kan alleen op uitnodiging worden toegelaten."
profile,groupsHeader,Groepen
profile,groupsNotExist,Groepen bestaan niet
profile,invalid,Ongeldig
profile,inHonorOf,Ter ere van
profile,inMemoryOf,Ter nagedachtenis van
profile,inviteHeader,Groepsleden uitnodigen
profile,isRequired,is vereist
profile,isToLong,is te lang
profile,joinGroup,Meedoen
profile,leaveGroup,Groep verlaten
profile,makeDonationAnonymously,Maak deze donatie anoniem
profile,middleName,Tweede naam
profile,mobilePhone,Mobiele telefoonnummer
profile,myFiscalSponsors,Mijn fiscale sponsors
profile,myGroups,Mijn groepen
profile,newGroup,Nieuwe groep
profile,newPassword,Nieuw wachtwoord
profile,noCurrentDeductions,U heeft geen salarisinhoudingen voor dit programma ingesteld.
profile,officePhone,Telefoonnummer kantoor
profile,paychecksPerYear,Salarisstortingen per jaar
profile,payrollDeductionProgram,Salarisinhoudingsprogramma
profile,payrollDeductions,Salarisinhoudingen
profile,pendingInviteTitle,Aanhangige uitnodigingen
profile,personalInfo,Persoonlijke informatie
profile,pleaseEnterValidEmail,Voer een geldig e-mailadres in
profile,pleaseSelectValidAddress,Selecteer een geldig adres
profile,profile,Profiel
profile,profilePicture,Profielfoto
profile,requestInvite,Uitnodiging verzoeken
profile,requestPending,Verzoek aanhangig
profile,searchForNPOToDonate,Zoek hieronder in de zoekbalk naar een organisatie aan wie u wilt doneren.
profile,selectNewProfPic,Selecteer een nieuwe profielfoto
profile,selectYourNPO,"Selecteer uw organisatie, voer het bedrag in wat u per jaar wilt doneren. Wij berekenen dan het bedrag wat op uw salaris per salarisbetaling zal worden ingehouden."
profile,settingUpPayrollDeductions,Instellen en beheren van uw salarisdonaties
profile,setupAPayrollDeduction,Instellen van een salarisinhouding
profile,specialInstructions,Speciale instructies
profile,specificPurpose,Vraag de organisatie om de donatie voor een bepaald doel te gebruiken
profile,state,Staat/provincie
profile,street,Straat
profile,toDonatePleaseChoose,"Kies een begunstigde voor uw donatie; zoek op naam, locatie, of op werkgeversnummer"
profile,toManageDeductions,om uw salarisdonaties te beheren
profile,upcomingPayrollDeductions,Komende salarisinhoudingen
profile,youHaveUntil,U heeft tot
profile,youMayMakeChangesToDeductions,U kunt uw salarisinhoudingen wijzigen tot aan het einde van de werkdag op
profile,zip,Postcode
profile,confirmPasswordPlaceholder,Voer uw nieuwe wachtwoord opnieuw in
profile,donationNotVerified,Donatie niet geverifieerd
profile,editProfile,Bewerk profiel
profile,fulfilled,Vervuld
profile,goodtoGrant,In afwachting van de betaling
profile,groupPrivacyToolTip,"Openbare groepen en gezien en gevolgd worden door iedereen . Groepen op uitnodiging kunnen worden gevonden in de zoekresultaten, maar gebruikers kunnen niet met ze meedoen zonder een uitnodiging. Privégroepen kunnen niet worden gevonden in de zoekresultaten en u kunt alleen meedoen met een uitnodiging."
profile,inProcess,Bezig
profile,myProfile,Mijn profiel
profile,newPasswordPlaceholder,Wachtwoorden moeten tenminste 6 tekens hebben
profile,pendingReview,In afwachting van een beoordeling
profile,perPayPeriod,Per betaalperiode
profile,perYear,Per jaar
profile,rejected,Verworpen
profile,scheduled,Gepland
profile,searchForNPOToDonate,Zoek in de onderstaande zoekbalk naar een organisatie waaraan u wilt doneren.
profile,selectYourNPOannual,Selecteer uw organisatie. Voer vervolgens het bedrag in dat u wilt doneren per jaar en dan zullen we het ingehouden bedrag per salaris berekenen.
profile,selectYourNPOpayperiod,Selecteer uw organisatie. Voer vervolgens het bedrag in dat u wilt doneren per salaris.
profile,updateSuccessMessage,Uw informatie is bijgewerkt
profile,uploadProfilePicture,Upload uw profielfoto
profile,verified,Geverifieerd
profile,verifiedByNonprofit,Geverifieerd door organisatie
profile,addNewDeduction,Voeg een nieuwe looninhouding toe door hieronder naar een organisatie te zoeken
profile,addNewDeductionSelect,Voeg een nieuwe looninhouding toe door hieronder een organisatie te selecteren
profile,boardRecordCreated,Dossier Bestuursdeelname met succes aangemaakt
profile,businessUnit,Bedrijfseenheid
profile,company,Bedrijfseenheid
profile,currency,Valuta
profile,dateOfBirth,Geboortedatum
profile,department,Afdeling
profile,division,Divisie
profile,employeeStatus,Status werknemer
profile,employeeType,Type werknemer
profile,employmentInformation,Informatie dienstverband
profile,gender,Geslacht
profile,homePhone,Telefoonnummer thuis
profile,JobFunction,Functie
profile,jobTitle,Functietitel
profile,locationCode,Locatiecode
profile,mailStop,Postafdeling
profile,managerLevel,Managersniveau
profile,personalEmailAddress,Persoonlijk e-mailadres
profile,preferredName,Voorkeursnaam
profile,sector,Sector
profile,startGreater,Begindatum kan niet later zijn dan einddatum.
profile,streetAddress1,Straat regel 1
profile,streetAddress2,Straat regel 2
profile,suffix,Achtervoegsel
profile,zipAndPostalCode,Postcode
profile,zipPostalCode,Postcode
receipt,taxReceipt,Belastingsontvangstbewijs
receipt,annualStatement,Jaaropgave
receipt,receiptDetails,Ontvangstdetails
receipt,dwAddressLine1,2750 S. Kanner Highway
receipt,dwAddressLine2,"Stuart, Florida 34994"
receipt,annualDonationReceipt,Jaarlijks donatieontvangstbewijs
receipt,dwTaxReceiptText0,Dank u voor het gebruik van uw DonateWell-account om donaties te maken tussen
receipt,dwTaxReceiptText1,. Uw totale gift van
receipt,dwTaxReceiptText2,heeft een grote impact op het leven van degenen die profiteren van uw persoonlijke vrijgevigheid. Dank u wel!
receipt,dwTaxReceiptText3,"Hoewel u heeft geadviseerd uw donatie(s) te doen aan één of meer verschillende ontvangende goede doelen, is/zijn uw donatie(s) gemaakt aan DonateWell en toegepast op uw persoonlijke donatierekening. Om fiscale redenen is DonateWell het goede doel dat uw donatie(s) heeft ontvangen."
receipt,dwTaxReceiptText4,Dit document dient als een geconsolideerde eindejaarsontvangstbewijs voor donaties voor het bedrag van
receipt,dwTaxReceiptText5, gemaakt door
receipt,dwTaxReceiptText6, aan DonateWell tussen
receipt,dwTaxReceiptText7,Alle fiscaal aftrekbare ontvangstbewijzen die u per ongeluk heeft ontvangen van een non-profit voor onderstaande advertenties komen niet in aanmerking om fiscale redenen
receipt,dwTaxReceiptText8,"Log op elk gewenst moment in op uw DonateWell-account om de details van uw donaties, schenkingen aan uw doelen en uw beschikbare saldo voor het maken van extra schenkingen te bekijken."
receipt,dwTaxReceiptText9,"De IRS vereist dat u deze brief bewaart als een ontvangstbewijs om uw charitatieve gift te onderbouwen. DonateWell is een 501(c) 3 publieke liefdadigheidsinstelling, federale ID: 46-0942102."
receipt,dwTaxReceiptText10,"In overeenstemming met de IRS eisen voor charitatieve bijdragen, erkent DonateWell dat er geen goederen of diensten, of quid pro quo voordelen (materiële of immateriële) door DonateWell met inachtneming van uw charitatieve geschenk (s) aan u werden verstrekt."
receipt,dwTaxReceiptText11,"Met waardering,"
receipt,dwTaxReceiptText12,David Barach
receipt,dwTaxReceiptText13,Voorzitter van DonateWell
receipt,advisedCharity,Adviseerde liefdadigheidsinstelling
receipt,dwTaxReceiptText7,"Wanneer u onverhoopt voor de belasting aftrekbare ontvangstbewijzen van een non-profitorganisatie voor onderstaand weergegeven advertenties hebt ontvangen, komen deze niet in aanmerking voor belastingaangiften."
receipt,dwTaxReceiptText9,De IRS vereist dat u deze brief als ontvangstbewijs bewaart voor uw donatie. DonateWell is een openbare liefdadigheidsinstelling onder 501(c)3 met registratie-ID 46-0942102.
requests,emailConfirmation,U moet ook een e-mailbevestiging ontvangen van uw inzending.
requests,noAwards,U heeft geen prijzen in
requests,noPayments,U heeft geen betalingen in
requests,noReports,U heeft geen voortgangsrapporten in
requests,noRequests,U heeft geen verzoeken in
requests,noRequestsForReview,U heeft geen toegewezen verzoeken om te beoordelen.
requests,noAmountRequested,Geen bedrag gevraagd
requests,progressSubmittedOn,Uw voortgangsrapport is ingediend op
requests,requestSubmittedOn,Uw verzoek is ingediend op
requests,thankYouForCommitment,Dank u voor uw inzet voor onze community!
requests,viewAll,Bekijk alle verzoeken
requests,viewAllReports,Bekijk alle rapporten
requests,noAwards,Geen toekenningen om te tonen.
requests,noPayments,Geen betalingen om te tonen.
requests,noReports,Geen voortgangsverslagen te tonen.
requests,noRequests,Geen aanvragen te tonen.
requests,noReviews,Geen beoordelingen te tonen.
review,requestsForReview,Aanvragen ter beoordeling
rules,contains,{source} bevat {value}
rules,doesNotContain,{source} bevat geen {value}
rules,doesNotEndWith,{source} eindigt niet met {value}
rules,doesNotEqual,{source} is niet gelijk aan {value}
rules,doesNotStartWith,{source} begint niet met {value}
rules,endsWith,{source} eindigt met {value}
rules,equals,{source} is gelijk aan {value}
rules,isGreaterThan,{source} is groter dan {value}
rules,isLessThan,{source} is kleiner dan {value}
rules,isNotGreaterThan,{source} is niet groter dan {value}
rules,isNotLessThan,{source} is niet kleiner dan {value}
rules,startsWith,{source} begint met {value}
rules,theAnswerTo,Het antwoord op de {question}
rules,theCurrentUsersName,De huidige gebruikersnaam
rules,theCurrentUsersType,Het huidige gebruikerstype
rules,thisIsHiddenBecause,Dit is verborgen om de volgende reden(en):
rules,thisIsInvalidBecause,Dit is ongeldig om de volgende reden(en):
rules,thisIsReadOnlyBecause,Dit is read-only om de volgende reden(en):
search,adminEmail,E-mailadres beheerder
search,cantFind,Kan niet vinden waar u naar zoekt
search,cantFindOrg,Kan uw organisatie niet in de resultaten vinden
search,checkAbbreviations,Controleer op afkortingen. Probeer bijvoorbeeld op 'St' te zoeken in plaats van op 'Stichting'
search,contactOrgAdmin,De administrateur van de organisatie dient contact op te nemen met DonateWell om aan onze database te kunnen worden toegevoegd. U kunt de administrateur een bericht sturen om hem/haar te laten weten dat ze mogelijke donaties mislopen en om ze onderstaand formulier te laten invullen.
search,doubleCheck,controleer opnieuw op de juiste spelling
search,donateNowButton,Doneer nu
search,enterYourQuestionHere,Stel hier uw vraag
search,filter,Filter
search,followButton,Volgen
search,following,Aan het volgen
search,globalSearchPlaceholder,Zoek naar een organisatieÉ
search,myOrganizations,Mijn organisaties
search,nonprofitFocus,Focus van de organisatie
search,notFollowing,U volgt niet langer
search,notFollowingMessage,Wanneer u een organisatie volgt wordt u op de hoogte gehouden van hun activiteiten en evenementen. Om een organisatie te volgen klikt u op de knop Zoeken om deze te vinden en klik dan op Volgen.
search,notFollowingTitle,U volgt geen organisaties
search,notSupportedMessage,"Hier zult u een lijst vinden met organisaties die u in het verleden heeft gesteund door vrijwilligerswerk, door donaties of op andere wijze. Raak vandaag nog betrokken door op de knop Zoeken te klikken en een organisatie te vinden die u wilt steunen."
search,notSupportedTitle,U heeft geen organisaties gesteund
search,nowFollowing,U volgt nu
search,orgName,Naam organisatie
search,orgNotInDatabase,Als de organisatie niet in de database zit
search,recordsPanelMessageCannotComplete,We kunnen uw zoekopdracht momenteel niet voltooien. Probeer het later nog eens.
search,recordsPanelMessageNoResults,Uw zoekopdracht heeft 0 resultaten.
search,recordsPanelMessageResultsHere,Uw zoekresultaten zullen hier verschijnenÉ
search,requestAMatch,Registreer een donatie
search,searchDatePlaceholder,MM/DD/JJJJ UU:MM AM/PM
search,searchOneWord,Zoek met een woord in plaatst van twee of vice versa. Bijvoorbeeld: 'Voedselbank' ten opzichte van 'Voedsel bank'
search,searchByOrg,Zoek op het werkgeversnummer van de organisatie
search,searchCommon,Zoeken
search,searchForNPO,Zoek naar een organisatie
search,searchForUser,Zoek naar een collega
search,searchLocationPlaceholder,"Straat, plaats, provincie en postcode"
search,searchPlaceholder,"Zoek op naam, locatie of werkgeversnummer"
search,searchUserPlaceholder,Zoek op naam
search,searchDonatePlaceholder,"Kies een begunstigde voor uw donatie; zoek op naam, locatie, of op werkgeversnummer"
search,searchVolunteerPlaceholder,"Om een organisatie te selecteren; zoek op naam, Locatie of op werkgeversnummer"
search,searchVolunteers,Vrijwilligers zoeken
search,selectNPOForProject,"Selecteer een organisatie voor dit project: zoek op naam, locatie of op werkgeversnummer"
search,sort,Sorteren
search,streetCityStateCountry,"Straat, plaats, provincie/staat en land"
search,unFollow,Ontvolgen
search,whenSearching,"Wanneer u op organisatie zoekt is het belangrijk om te weten dat DonateWell informatie van de belastingdienst gebruikt voor verificatie. Probeer, als u moeite heeft met het vinden van een organisatie, het volgende"
search,checkAbbreviations,Controleer op afkortingen. Probeer bijvoorbeeld te zoeken op ‰ÛÏCo‰Û in plaats van ‰ÛÏCounty‰Û
search,globalSearchPlaceholder,Zoek naar een organisatie...
search,noEligibleOrgsFound,Er zijn geen in aanmerking komende organisaties die voldoen aan uw zoekterm. Probeer een andere zin of scroll door de volledige lijst met in aanmerking organisaties hieronder.
search,notFollowingMessage,"Bij het volgen van een non-profitorganisatie zal u op de hoogte worden gehouden van hun activiteiten en evenementen. Aan een organisatie te volgen, klikt u op de knop Zoeken, zoekt u een organisatie die u interesseert en klikt op Volgen."
search,orgContactEmail,E-mailadres van de organisatie
search,searchOneWord,Zoek op een woord in plaats van twee of vice versa. Voorbeeld: ‰ÛÏFoodbank‰Û vs. ‰ÛÏFood Bank‰Û
search,searchForNPO,Zoek naar een organisatie
search,searchForNPOElig,Zoek naar een organisatie in de lijst met in aanmerking komende organisaties
search,searchVolunteerPlaceholder,"Om een organisatie te selecteren, te zoeken op naam, plaats of EIN"
search,selectNPOForProject,"Selecteer een organisatie voor dit project - Zoek op naam, locatie of EIN"
search,whenSearching,"Bij het zoeken naar een organisatie, is het belangrijk om te weten dat DonateWell informatie gebruikt op bestanden met de IRS voor verificatie. Als u problemen heeft met het vinden van een organisatie, probeer dan het volgende"
search,add,Toevoegen
search,addAnOrg,Een organisatie toevoegen
search,additionalDetails,Aanvullende gegevens
search,addOrg,Organisatie toevoegen
search,addOrgInstructions,Klik hieronder op de knop Organisatie toevoegen en vul het formulier in om uw organisatie aan de database te laten toevoegen.
search,address1,Adres regel 1
search,address2,Adres regel 2
search,cantFind,Kan niet vinden waar u naar op zoek bent
search,classId,Classificatie-ID
search,classification,Classificatie
search,classType,"NTEE-categorie, type organisatie"
search,contactName,Voor- en achternaam
search,datepickerPlaceholder,MM/DD/JJJJ UU:MM AM/PM
search,donateNowButton,Nu doneren
search,ein,Registratie-ID
search,ein,Registratie-ID
search,myOrganizations,Mijn organisaties
search,ngoName,NGO/Naam organisatie
search,npoType,Type NGO
search,ntee,NTEE-categorie
search,searchByOrg,Zoek op registratie-ID van de organisatie
search,searchForNPOElig,Zoek naar een organisatie in de lijst met in aanmerking komende organisaties
search,searchPlaceholder,"Zoek op naam, locatie of registratie-ID"
search,searchVolunteerPlaceholder,"Om een organisatie te selecteren zoekt u op naam, locatie of registratie-ID"
search,selectNPOForProject,"Selecteer een organisatie voor dit project. Zoek op naam, locatie, registratie-ID"
search,stillCantFindOrg,"Kunt u uw organisatie niet vinden? Is het mogelijk dat uw organisatie momenteel niet in DonateWell te vinden is omdat het niet in het hoofdbestand van bedrijven bij de IRS voorkomt? Maakt u zich echter geen zorgen, het ondersteuningsteam van DonateWell kan u helpen om uw organisatie aan de database toe te voegen. We hebben om te beginnen wat informatie van u nodig. Als u geen account bij DonateWell hebt,"
search,stillCantFindOrg2,"om er een aan te maken. Als u al een account hebt,"
search,stillCantFindOrg3,om de categorie van uw organisatie te identificeren en om erachter te komen welke papieren u ons dient te overleggen.
signin,errorMsg1,Gebruikersnaam of wachtwoord onjuist. Probeer het opnieuw.
signin,forgotPwd,Wachtwoord vergeten?
signin,loginNameLabel,E-mailadres
signin,nonprofitWelcomeText,"Maak uw account aan, claim uw organisatie, bekijk programma's en beheer verzoeken. Begin vandaag nog!"
signin,pwdLabel,Wachtwoord
signin,signUpLink,Aanmelden
signin,submitButton,Login
signin,welcome,Welkom
signin,nonprofitWelcomeText,"Maak uw account aan, claim uw organisatie, bekijk programma's en beheer verzoeken. Ga vandaag nog aan de slag!"
signin,registrationCheckEmail1,Er is een verificatie-e-mail verzonden naar het opgegeven e-mailadres met instructies over hoe u de registratie moet voltooien.
signin,registrationCheckEmail2,"Het kan een paar minuten duren voordat u deze ontvangt, dus houd uw Postvak in de gaten, dan zien we u binnenkort."
signin,registrationCheckEmail3,"Als u niet de e-mail te bekijken, raadpleeg dan uw spam map of klik hieronder en we zullen opnieuw proberen te verzenden."
signin,registrationThankYou,Bedankt voor het registreren!
signin,resendRegistrationEmail,Verstuur de registratie-e-mail opnieuw
signin,returnToSignin,Keer terug naar de aanmeldpagina
signup,downloadWaiver,Aansprakelijkheidsformulier downloaden
signup,pageTitle,Aanmelden
signup,signInLink,Inloggen
signup,forgotPwd,Wachtwoord vergeten?
signup,submitButton,Login
signup,loginNameLabel,E-mailadres
signup,pwdLabel,Wachtwoord
templates,accessCode,Toegangscode:
templates,addedToReviewCommitteeBody,"U bent onlangs toegevoegd als lid van de <%= committeeName %> om ons te helpen met beoordelen van ingediende aanvragen voor toelage. Bedankt voor uw hulp. Om aanvragen die ter beoordeling aan deze commissie zijn toegewezen, logt u in het portaal in en navigeert u naar Toelage, dan naar de tab Beoordelen. <br><br><a href='<%= portalURLs[recipient.rel] %>'><%= portalURLs[recipient.rel] %></a><br><br>"
templates,addedToReviewCommitteeSub,U bent aan een beoordelingscommissie toegevoegd
templates,advisedDonationAmt,Geadviseerd donatiebedrag:
templates,advisedDonationOrg,DonateWell donor advised fund (fonds op naam):
templates,budgetDepletingBody,Uw programmabudget is bijna op. Het aan dit programma verbonden budget vereist meer geld. Het programma zal sluiten wanneer het budget een saldo van $ 0. bereikt. <br><br>Programma: <%= programName %><br>Oorspronkelijk programmabudget: <%= programBudget %><br>Drempel: <%= budgetThreshold %><br>Resterend budget: <%= remainingBudget %>
