area,key,fr-FR
nonprofits,deductibility,Déductibilité
nonprofits,donateWell,DonateWell
nonprofits,donateWellButtonTooltip,Voir et éditer le profil de cette organisation sur DonateWell.
nonprofits,exemptOrganizationStatus,Statut d'organisation exemptée
nonprofits,filingRequirements,Remplir les conditions
nonprofits,financials,Financiers
nonprofits,fiscalSponsorInstructions,"Pour pouvoir faire une demande au nom d'une organisation non 503(c ) avec un sponsor fiscal, vous devez saisir des informations sur votre organisation."
nonprofits,fiscalSponsors,Sponsors financiers
nonprofits,fiscalYearEnd,Fin de l'année fiscale
nonprofits,foundationStatus,Statut de la fondation
nonprofits,grantProgram,Programme de subventions
nonprofits,groupExemptionNumber,Numéro d'exemption du groupe
nonprofits,income,Revenu
nonprofits,lastTaxReturn,Dernière déclaration de revenus
nonprofits,latestIRSFiling,Dernière déclaration au fisc
nonprofits,myNposHeader,Les organisations que je revendique
nonprofits,newOrgSubmitButton,Créer une organisation
nonprofits,newRequest,Nouvelle demande
nonprofits,noneClaimed,Vous n'avez sélectionné aucune organisation.
nonprofits,nonprofit,Organisation
nonprofits,nonprofitFocus,But de l'organisation
nonprofits,nonprofits,Organisations
nonprofits,opportunitiesToDonate,Opportunités de faire des dons
nonprofits,opportunitiesToVolunteer,Opportunités de faire du bénévolat
nonprofits,organization,Organisation
nonprofits,orgName,Nom de l'organisation
nonprofits,overview,Vue d'ensemble
nonprofits,payments,Paiements
nonprofits,pub78,Publication des statuts 78
nonprofits,reports,Rapports
nonprofits,requested,Demandés
nonprofits,requestName,Nom de la demande
nonprofits,requests,Demandes
nonprofits,revenue,Revenu
nonprofits,rulingDate,Date de la décision
nonprofits,searchPrompt,"Pour revendiquer votre organisation, faites des recherches par nom, location ou EIN."
nonprofits,status,Statut
nonprofits,slider,Diaporama
nonprofits,socialLinks,Liens de réseaux sociaux
nonprofits,socialStream,Fil de réseaux sociaux
nonprofits,subsection,Sous-section
nonprofits,type,Type
nonprofits,year,Année
nonprofits,assets,Actifs
nonprofits,fiscalSponsorInstructions,"Pour postuler au nom d'une organisation non-503(c) utilisant un parrainage fiscal, vous devez saisir certaines informations sur votre organisation."
nonprofits,myNposHeader,Mes organisations à but non lucratif revendiquées
nonprofits,myOrgsHeader,Mes organisations revendiquées
nonprofits,nonprofitFocus,Objectif à but non lucratif
nonprofits,assets,Actifs
nonprofits,fiscalSponsorInstructions,"Pour effectuer une demande au non d’un organisme à but non lucratif non-503(c) en utilisant un agent fiscal, vous devez fournir certaines informations au sujet de votre organisme."
nonprofits,searchPrompt,"Pour déclarer votre organisme, veuillez le rechercher par nom, par emplacement ou par numéro d’enregistrement."
NPOprofile,account,Compte
NPOprofile,accountNumber,Numéro de compte
NPOprofile,addAContact,Ajouter un contact
NPOprofile,addASocialLink,Ajouter un lien de réseau social
NPOprofile,bankInfo,Information bancaire
NPOprofile,bankName,Nom de la banque
NPOprofile,bankNamePlaceholder,Nom légal complet de votre banque
NPOprofile,displayName,Nom d'utilisateur
NPOprofile,displayNamePlaceholder,Nom d'utilisateur de votre organisation
NPOprofile,emailPlaceholder,info@oursite.com
NPOprofile,informationEmail,Adresse e-mail d'information
NPOprofile,informationNumber,Numéro de téléphone d'information
NPOprofile,link,Lien
NPOprofile,mailingAddress,Adresse postale
NPOprofile,mailingAddressPlaceholder,"101 East Main St, Charleston SC, USA"
NPOprofile,mission,Mission
NPOprofile,nameOnAccount,Nom figurant sur le compte/Bénéficiaire acceptable
NPOprofile,orgInfo,Informations sur l'organisation
NPOprofile,phonePlaceholder,(646) 580-6284
NPOprofile,routingNumber,Numéro de routage
NPOprofile,shortMissionPlaceholder,Courte description de votre organisation ou votre mission.
NPOprofile,type,Type
NPOprofile,webAddress,Adresse du site
NPOprofile,webAddressPlaceholder,http://www.my-organization.com
NPOprofile,updateBankInfo,Mettre les informations bancaires à jour
NPOprofile,updateOrgInfo,Mettre les informations de l'organisation à jour
NPOprofile,activities,Activités
NPOprofile,award,récompense !
NPOprofile,awards,récompenses !
NPOprofile,contactAdmin,Envoyer un email à l'administrateur
NPOprofile,contactContact,Envoyer un email au contact
NPOprofile,ein,Numéro d'identification de l'employeur :
NPOprofile,emailAdmins,Envoyer un email aux administrateurs
NPOprofile,noProjects,Cette organisation n'a aucun projet.
NPOprofile,noPrograms,Cette organisation n'a aucun programme lié.
NPOprofile,noOrgAwards,Cette organisation n'a reçu aucune récompense
NPOprofile,noOrgPayments,Cette organisation n'a reçu aucun paiement pour
NPOprofile,noOrgRequests,Cette organisation n'a aucune demande pour
NPOprofile,offlineDonations,Donations hors ligne
NPOprofile,onlineDontations,Donations en ligne
NPOprofile,numberOfAwards,a reçu un total de
NPOprofile,paymentAlert1,a reçu un total de
NPOprofile,payment,paiement !
NPOprofile,payments,paiements !
NPOprofile,webAddressPlaceholder,http://www.my-nonprofit.com
NPOprofile,award,prix !
NPOprofile,awards,prix !
NPOprofile,noOrgReports,Cet organisme ne présente aucun rapport d’avancement
NPOprofile,numberofProgressReports,a un total de
NPOprofile,paymentAlert1,a reçu un total de
pages,accordion,Accordéon
pages,boxed,En boîte
pages,dark,Sombre
pages,darkHeader,En-tête sombre
pages,default,Défaut
pages,findAProject,Trouver un projet
pages,fixed,Fixé
pages,fluid,Fluide
pages,footer,Pied de page
pages,header,En-tête
pages,hover,Survoler
pages,joinAGroup,Rejoindre un groupe
pages,layout,Mise en page
pages,layoutUppercase,MISE EN PAGE
pages,left,Gauche
pages,light,Léger
pages,lightHeader,En-tête léger
pages,right,Droite
pages,roundedCorners,Angles arrondis
pages,sidebarMenu,Menu latéral
pages,sidebarMode,Mode latéral
pages,sidebarPosition,Position de la barre latérale
pages,squareCorners,Angles carrés
pages,themeStyle,Style de thème
pages,themeUppercase,THÈME
pages,topDropdowns,Principaux menus déroulants
payments,organization,Organisation
payments,payment,Paiement
payments,paid,Payé
payments,awardName,Nom du prix
payments,paymentName,Nom du paiement
profile,activePayrollDeductions,Retenues sur salaire actives
profile,addNewDeduction,Ajoutez une nouvelle retenue sur salaire en cherchant une organisation ci-dessous
profile,addPayrollDeduction,Ajoutez une retenue sur salaire en cherchant une organisation ci-dessous
profile,allGroups,Tous les groupes
profile,amountToDonate,Saisissez le montant dont vous souhaitez faire don
profile,cancelRequest,Annuler la demande
profile,changePassword,Changer de mot de passe
profile,changePic,Changer de photo
profile,city,Ville
profile,clickPayrollDonateButton,Cliquez sur le bouton de don sur salaire.
profile,confirmPassword,Confirmez le mot de passe
profile,contactInfo,Informations de contact
profile,country,Pays
profile,createGroup,Créer un nouveau groupe
profile,currentPayrollDeductions,Retenues sur salaire actuelles
profile,dedicateThisGift,Dédiez ce don à un ami ou un proche
profile,deductionsBeginOn,Les retenues sur salaire commenceront le
profile,doesNotMatch,ne correspond pas
profile,editProfilePic,Éditer la photo de profil
profile,emailAddress,Adresse e-mail
profile,emailNotifications,Souhaitez-vous recevoir des notifications par e-mail à l'adresse que vous avez fournie ?
profile,enterHonoreeName,Saisissez le nom du lauréat ici
profile,fullAddress,Adresse complète
profile,goalsNotExist,Les objectifs n'existent pas
profile,groupName,Nom du groupe
profile,groupPrivacy,Vie privée
profile,groupPrivacyToolTip,"Les groupes publics peuvent être consultés et rejoins par n'importe qui. Les groupes sur invitation uniquement  peuvent être trouvés en utilisant la fonction recherche, mais les utilisateurs ne peuvent pas les rejoindre sans invitation. Les groupes privés ne peuvent pas être trouvés en utilisant la fonction recherche, et on ne peut pas les rejoindre sans invitation."
profile,groupsHeader,Groupes
profile,groupsNotExist,Les groupes n'existent pas
profile,invalid,Invalide
profile,inHonorOf,En l'honneur de
profile,inMemoryOf,En souvenir de
profile,inviteHeader,Inviter des membres du groupe
profile,isRequired,est obligatoire
profile,isToLong,est trop long
profile,joinGroup,Rejoindre
profile,leaveGroup,Quitter le groupe
profile,makeDonationAnonymously,Faire ce don de façon anonyme
profile,middleName,Deuxième prénom
profile,mobilePhone,Numéro de téléphone portable
profile,myFiscalSponsors,Mes sponsors fiscaux
profile,myGroups,Mes groupes
profile,newGroup,Nouveau groupe
profile,newPassword,Nouveau mot de passe
profile,noCurrentDeductions,Vous n'avez pas configuré de retenue sur salaire pour ce programme.
profile,officePhone,Numéro de téléphone de bureau
profile,paychecksPerYear,Payes par an
profile,payrollDeductionProgram,Programme de retenues sur le salaire
profile,payrollDeductions,Retenues sur le salaire
profile,pendingInviteTitle,Invitations en attente
profile,personalInfo,Infos personnelles
profile,pleaseEnterValidEmail,Veuillez saisir une adresse e-mail valide
profile,pleaseSelectValidAddress,Veuillez sélectionner une adresse e-mail valide
profile,profile,Profil
profile,profilePicture,Photo de profil
profile,requestInvite,Demande d'invitation
profile,requestPending,Demande en attente
profile,searchForNPOToDonate,Cherchez une organisation à laquelle vous voudriez faire un don dans la barre de recherche ci-dessous.
profile,selectNewProfPic,Sélectionner une nouvelle photo de profil
profile,selectYourNPO,"Sélectionnez votre organisation. Puis entrez le montant que vous souhaitez donner par an, et nous calculerons le montant retenu sur votre salaire."
profile,settingUpPayrollDeductions,Configurer et gérer vos dons sur salaire
profile,setupAPayrollDeduction,Configurer une retenue sur salaire
profile,specialInstructions,Instructions spéciales
profile,specificPurpose,Demander à l'organisation d'utiliser ce don dans un but spécifique
profile,state,État
profile,street,Rue
profile,toDonatePleaseChoose,"Pour faire une donation, veuillez choisir un bénéficiaire - Faites des recherches par nom, location ou EIN"
profile,toManageDeductions,pour gérer vos dons sur salaire
profile,upcomingPayrollDeductions,Retenues sur salaire à venir
profile,youHaveUntil,Vous avez jusqu'à
profile,youMayMakeChangesToDeductions,Vous pouvez apporter des modifications à vos retenues sur salaire jusqu'en fin de journée le
profile,zip,Code postal
profile,confirmPasswordPlaceholder,Saisissez à nouveau votre nouveau mot de passe
profile,donationNotVerified,Donation non vérifiée
profile,editProfile,Modifier le profil
profile,fulfilled,Rempli
profile,goodtoGrant,Paiement en attente
profile,groupPrivacyToolTip,"Les groupes publics sont visibles et peuvent être rejoints par tout le monde. Les groupes accessibles uniquement sur invitation sont visibles dans les résultats de recherche, mais les utilisateurs ne peuvent pas les rejoindre sans invitation. Les groupes privés ne sont pas visibles dans les résultats de recherche et ne peuvent être rejoints que sur invitation. "
profile,inProcess,En cours
profile,myProfile,Mon profil
profile,newPasswordPlaceholder,Les mots de passe doivent comporter au moins 6 caractères
profile,pendingReview,Examination en cours
profile,perPayPeriod,Période par jour
profile,perYear,Par an
profile,rejected,Rejeté
profile,scheduled,Prévu
profile,searchForNPOToDonate,Rechercher une organisation à laquelle vous voulez faire un don dans la barre de recherche ci-dessous.
profile,selectYourNPOannual,"Sélectionnez votre organisation. Puis, entrez le montant que vous souhaitez donner par an, et nous calculerons le montant déduit par salaire. "
profile,selectYourNPOpayperiod,"Sélectionnez votre organisation. Puis, entrez le montant que vous souhaitez donner par salaire. "
profile,updateSuccessMessage,Vos informations ont été mises à jour
profile,uploadProfilePicture,Télécharger une photo de profil
profile,verified,Vérifié
profile,verifiedByNonprofit,Vérifié par l'organisation
profile,addNewDeduction,Ajoutez une nouvelle déduction de salaire en recherchant un organisme ci-dessous
profile,addNewDeductionSelect,Ajoutez une nouvelle déduction de salaire en sélectionnant un organisme ci-dessous
profile,boardRecordCreated,Dossier de participation au comité crée avec succès.
profile,businessUnit,Unité opérationnelle
profile,company,Société
profile,currency,Devise
profile,dateOfBirth,Date de naissance
profile,department,Département
profile,division,Division
profile,employeeStatus,Statut salarial
profile,employeeType,Type d’employé
profile,employmentInformation,Information sur l’emploi
profile,gender,Sexe
profile,homePhone,Téléphone fixe
profile,JobFunction,Fonction professionnelle
profile,jobTitle,Titre du poste
profile,locationCode,Code géographique
profile,mailStop,Arrêt postal
profile,managerLevel,Niveau de gestionnaire
profile,personalEmailAddress,Adresse courriel personnel
profile,preferredName,Nom préféré
profile,sector,Secteur
profile,startGreater,La date de début ne peut être ultérieure à la date de fin.
profile,streetAddress1,Adresse postale 1
profile,streetAddress2,Adresse postale 2
profile,suffix,Suffixe
profile,zipAndPostalCode,Zip/Code Postal
profile,zipPostalCode,Code Postal
receipt,taxReceipt,Reçu d'impôts
receipt,annualStatement,Déclaration annuelle
receipt,receiptDetails,Détails du reçu
receipt,dwAddressLine1,2750 S. Kanner Highway
receipt,dwAddressLine2,"Stuart, Florida 34994"
receipt,annualDonationReceipt,Reçu de donation annuelle
receipt,dwTaxReceiptText0,Merci d'utiliser votre compte DonateWell pour faire des donations entre
receipt,dwTaxReceiptText1,. Votre don total de
receipt,dwTaxReceiptText2,a eu un impact important sur les vies de ceux qui bénéficient de votre générosité personnelle. Merci !
receipt,dwTaxReceiptText3,"Lorsque vous avez conseillé une ou plusieurs de vos donations à un ou plusieurs oeuvres de bienfaisance, vos donations ont été faites à DonateWell, et placées sur votre compte personnel de fonds conseillés par le donateur. Pour des raisons liées à l'imposition, DonateWell est l'organisme de bienfaisance qui a reçu votre ou vos donation(s). "
receipt,dwTaxReceiptText4,"Ce document constitue un reçu de fin d'année pour l'ensemble des dons de bienfaisance, soit un montant de"
receipt,dwTaxReceiptText5,effectués par
receipt,dwTaxReceiptText6,à DonateWell entre
receipt,dwTaxReceiptText7,Tous les reçus de déduction d'impôts que vous pourriez avoir reçu par erreur de la part d'une organisation à but non lucratif pour les donations ci-dessous sont invalides pour une déclaration d'impôt.
receipt,dwTaxReceiptText8,"Connectez-vous sur votre compte DonateWell à tout moment pour consulter les détails de vos donations et cadeaux distribués à vos oeuvres de bienfaisance, ainsi que votre solde disponible pour faire des dons supplémentaires."
receipt,dwTaxReceiptText9,Veuillez noter que l'IRS demande à ce que vous conserviez cette lettre comme reçu pour prouver votre don de bienfaisance. DonateWell est une organisation de bienfaisance publique 501(c)3. Numéro d'identification fédéral : 46-0942102.
receipt,dwTaxReceiptText10,"Conformément aux exigences de l'IRS pour les contributions de bienfaisance, DonateWell reconnaît ne vous avoir fourni aucun bien ou service, ou bénéfice de compensation (tangible ou intangible) pour votre don de bienfaisance."
receipt,dwTaxReceiptText11,"Avec notre reconnaissance,"
receipt,dwTaxReceiptText12,David Barach
receipt,dwTaxReceiptText13,Président de DonateWell
receipt,advisedCharity,Bienfaisance avisée
receipt,dwTaxReceiptText7,"Tous reçus déductibles d’impôts que vous avez pu recevoir par inadvertance d’un organisme à but non lucratif, pour des délibérés dont la liste de trouve ci-dessous, ne sont pas admissible à la réduction d’impôts."
receipt,dwTaxReceiptText9,"Veuillez notez que l’IRS exige que vous gardiez cette lettre comme reçu prouvant votre don de charité.  DonateWell est un organisme de charité public 501(c)3, numéro d’enregistrement : 46-0942102."
requests,emailConfirmation,Vous devriez également recevoir un email de confirmation de votre soumission.
requests,noAwards,Vous n'avez aucune récompense dans
requests,noPayments,Vous n'avez aucun paiement dans
requests,noReports,Vous n'avez aucun rapport de progression dans
requests,noRequests,Vous n'avez aucune demande dans
requests,noRequestsForReview,Vous n'avez aucune demande à examiner.
requests,noAmountRequested,Aucun montant requis
requests,progressSubmittedOn,Votre rapport de progrès a été soumis le
requests,requestSubmittedOn,Votre demande a été soumise le
requests,thankYouForCommitment,Merci pour votre engagement auprès de notre communauté !
requests,viewAll,Voir toutes les demandes
requests,viewAllReports,Voir tous les rapports
requests,noAwards,Pas de prix à afficher.
requests,noPayments,Pas de paiements à afficher.
requests,noReports,Pas de rapports d’avancement à afficher.
requests,noRequests,Pas de demandes à afficher.
requests,noReviews,Pas d’évaluations à afficher.
review,requestsForReview,Demandes en cours d’évaluation
rules,contains,{source} contient {value}
rules,doesNotContain,{source} ne contient pas {value}
rules,doesNotEndWith,{source} ne termine pas avec {value}
rules,doesNotEqual,{source} n’est pas égal à {value}
rules,doesNotStartWith,{source} ne débute pas avec {value}
rules,endsWith,{source} termine avec {value}
rules,equals,{source} équivaut à {value}
rules,isGreaterThan,{source} est supérieur à {value}
rules,isLessThan,{source} est inférieur à {value}
rules,isNotGreaterThan,{source} n’est pas supérieur à {value}
rules,isNotLessThan,{source} n’est pas inférieur à {value}
rules,startsWith,{source} débute avec {value}
rules,theAnswerTo,la réponse à {question}
rules,theCurrentUsersName,le nom d’utilisateur actuel
rules,theCurrentUsersType,le type d’utilisateur actuel
rules,thisIsHiddenBecause,Ceci est masqué pour au moins l’une des raisons suivantes :
rules,thisIsInvalidBecause,Ceci est invalide pour au moins l’une des raisons suivantes :
rules,thisIsReadOnlyBecause,Ceci est en mode lecture seulement pour au moins l’une des raisons suivantes :
search,adminEmail,Adresse e-mail de l'administrateur
search,cantFind,Nous ne pouvons pas trouver ce que vous recherchez
search,cantFindOrg,Nous ne pouvons pas trouver votre organisation dans les résultats
search,checkAbbreviations,"""Vérifiez les abréviations. Par exemple, essayez de chercher """"Co"""" au lieu de """"Comté""""."""
search,contactOrgAdmin,L'administrateur de l'organisation devra contacter DonateWell pour être ajouté à notre base de données. Vous pouvez lui envoyer un message pour l'avertir qu'il laisse passer des opportunités de recevoir des donations et qu'il suffit de remplir le formulaire ci-dessous.
search,doubleCheck,Vérifiez qu'il n'y a pas de fautes d'orthographe
search,donateNowButton,Faire un don maintenant
search,enterYourQuestionHere,Saisissez votre question ici
search,filter,Filtrer
search,followButton,S'abonner
search,following,Abonné
search,globalSearchPlaceholder,Rechercher une organisation
search,myOrganizations,Mes organisations
search,nonprofitFocus,But de l'organisation
search,notFollowing,Vous n'êtes plus abonné
search,notFollowingMessage,"En vous abonnant à une organisation, vous serez tenu au courant de leurs activités et de leurs évènements. Pour vous abonner à une organisation, cliquez sur le bouton de Recherche, trouvez une organisation qui vous intéresse, et cliquez sur S'abonner."
search,notFollowingTitle,Vous n'êtes abonné à aucune organisation
search,notSupportedMessage,"Vous trouverez ici la liste des organisations auxquelles vous avez apporté votre soutien par le passé, que ce soit par le bénévolat, un don, ou d'une autre manière. Participez dès aujourd'hui en cliquant sur Recherche et en trouvant une organisation que vous souhaitez aider."
search,notSupportedTitle,Vous n'avez apporté votre soutien à aucune organisation
search,nowFollowing,Vous êtes maintenant abonné
search,orgName,Nom de l'organisation
search,orgNotInDatabase,Si l'organisation ne figure pas dans la base de données
search,recordsPanelMessageCannotComplete,"Nous ne pouvons pas répondre  à votre recherche pour le moment, veuillez réessayer plus tard."
search,recordsPanelMessageNoResults,Votre recherche a donné 0 résultat
search,recordsPanelMessageResultsHere,Les résultats de votre recherche apparaitront ici
search,requestAMatch,Enregistrer un don
search,searchDatePlaceholder,JJ/MM/AAAA HH:MM AM/PM
search,searchOneWord,"""Chercher en un mot au lieu de deux et vice-versa. Par exemple : """"Banque alimentaire"""" ou """"banquealimentaire"""""""
search,searchByOrg,Rechercher par l'EIN de l'organisation
search,searchCommon,Recherche
search,searchForNPO,Rechercher une organisation
search,searchForUser,Rechercher un collègue
search,searchLocationPlaceholder,"Rue, ville, état et code postal"
search,searchPlaceholder,"Rechercher par nom, location ou EIN"
search,searchUserPlaceholder,Rechercher par nom
search,searchDonatePlaceholder,"Pour faire un don, veuillez choisir un bénéficiaire - Recherchez par nom, location, ou EIN"
search,searchVolunteerPlaceholder,"Pour sélectionner une organisation, recherchez par nom, location, ou EIN"
search,searchVolunteers,Rechercher des bénévoles
search,selectNPOForProject,"Sélectionnez une organisation pour ce projet - Recherchez par nom, location, ou EIN"
search,sort,Trier
search,streetCityStateCountry,"Rue, ville, état et pays"
search,unFollow,Se désabonner
search,whenSearching,"Quand vous cherchez une organisation, il est important de garder à l'esprit que DonateWell utilise les informations rassemblées par le fisc pour les identifier. Si vous avez du mal à trouver une organisation, essayez les méthodes suivantes"
search,checkAbbreviations,"Vérifiez les abréviations. Par exemple, essayez de chercher ""Co"" au lieu de ""County"""
search,globalSearchPlaceholder,Recherche d'une organisation...
search,noEligibleOrgsFound,Aucune organisation éligible ne correspond à vos termes de recherche. Essayez avec une autre formulation ou bien consultez la liste complète des organisations éligibles ci-dessous.
search,notFollowingMessage,"Lorsque vous suivez une organisation à but non lucratif, vous serez tenu au courant de leurs activités et évènements. Pour suivre une organisation, cliquez sur le bouton Recherche, trouvez une organisation qui vous intéresse et cliquez sur Suivre."
search,orgContactEmail,Email de contact de l'organisation
search,searchOneWord,"Cherchez un seul mot au lieu de deux et vice-versa. Exemple : ""Foodbank"" au lieu de ""Food Bank"""
search,searchForNPO,Chercher une organisation
search,searchForNPOElig,Chercher une organisation dans la liste des organisations éligibles
search,searchVolunteerPlaceholder,"Pour sélectionner une organisation, cherchez par nom, lieu ou numéro d'identification employeur"
search,selectNPOForProject,"Sélectionnez une organisation pour ce projet - cherchez par nom, lieu ou numéro d'identification employeur"
search,whenSearching,"Lorsque vous cherchez une organisation, il est important de vous rappeler que DonateWell utilise les information du fichier avec l'IRS pour vérification. Si vous avez du mal à trouver une organisation, essayez ce qui suit"
search,add,Ajouter
search,addAnOrg,Ajouter un organisme
search,additionalDetails,Ajouter des informations
search,addOrg,Ajouter l’organisme
search,addOrgInstructions,Veuillez cliquer sur le bouton Ajouter l’Organisme ci-dessous pour compléter le formulaire permettant d’ajouter votre organisme à la base de données.
search,address1,Adresse Ligne 1
search,address2,Adresse Ligne 2
search,cantFind,Vous ne trouvez pas ce que vous cherchez
search,classId,Numéro de classification
search,classification,Classification
search,classType,"Catégorie NTEE, Type d’organisme"
search,contactName,Prénom et nom
search,datepickerPlaceholder,MM/JJ/AAA HH : MM AM/PM
search,donateNowButton,Faire un don maintenant
search,ein,Numéro d’enregistrement
search,ein,Numéro d’enregistrement
search,myOrganizations,Mes organismes
search,ngoName,ONG/Nom de l’organisme
search,npoType,Type d’OBNL
search,ntee,Catégorie NTEE
search,searchByOrg,Rechercher par numéro d’enregistrement
search,searchForNPOElig,Rechercher un organisme dans la liste des organismes éligibles
search,searchPlaceholder,"Rechercher par nom, emplacement ou numéro d’enregistrement"
search,searchVolunteerPlaceholder,"Pour sélectionnez un organisme, recherchez par nom, par emplacement ou par numéro d’enregistrement"
search,selectNPOForProject,"Sélectionnez un organisme pour ce projet - Rechercher par nom, emplacement ou numéro d’enregistrement"
search,stillCantFindOrg,"Vous ne trouvez toujours pas votre organisme ? Il se peut que votre organisme n’existe actuellement pas sur DonateWell parce qu’il ne figure pas sur la liste du fichier IRS Business Master File! Mais ne vous inquiétez pas, l’équipe de support de DonateWell peut travailler avec vous afin de rajouter votre organisme à la base de données. Nous avons simplement besoin de quelques informations pour commencer. Si vous ne possédez pas de compte DonateWell, "
search,stillCantFindOrg2," pour en créer un. Si vous avez déjà un compte,"
search,stillCantFindOrg3, pour identifier la catégorie de votre organisme et vous informer des papiers que vous devrez nous envoyer.
signin,errorMsg1,"Nom d'utilisateur ou mot de passe incorrecte, veuillez réessayer."
signin,forgotPwd,Vous avez oublié votre mot de passe ?
signin,loginNameLabel,Adresse e-mail
signin,nonprofitWelcomeText,"Créer votre compte, revendiquez votre organisation, consultez les programmes et gérez les demandes. Commencez dès aujourd'hui ! "
signin,pwdLabel,Mot de passe
signin,signUpLink,Inscription
signin,submitButton,Connexion
signin,welcome,Bienvenue
signin,nonprofitWelcomeText,"Créez votre compte, revendiquez votre organisation, consultez les programmes et gérez les demandes. Commencez dès aujourd'hui !"
signin,registrationCheckEmail1,"Un email de vérification a été envoyé à l'adresse que vous avez fournie, avec les instructions pour terminer votre inscription."
signin,registrationCheckEmail2,"Cela peut prendre quelques minutes, vérifiez votre boîte de réception et nous vous y retrouvons bientôt."
signin,registrationCheckEmail3,"Si vous ne voyez pas l'email, vérifiez votre boîte d'emails indésirables ou cliquez ci-dessous et nous enverrons le message de nouveau."
signin,registrationThankYou,Merci de votre inscription !
signin,resendRegistrationEmail,Renvoyer l'email d'inscription
signin,returnToSignin,Retourner à la page de connexion
signup,downloadWaiver,Télécharger la dispense
signup,pageTitle,S'inscrire
signup,signInLink,Se connecter
signup,forgotPwd,Vous avez oublié votre mot de passe ?
signup,submitButton,Connexion
signup,loginNameLabel,Adresse e-mail
signup,pwdLabel,Mot de passe
templates,accessCode,Code d’Accès :
templates,addedToReviewCommitteeBody,"Vous avez été récemment ajouté en tant que membre de <%= committeeName %> afin d’aider à évaluer les demandes de subventions. Merci de nous aider dans cette tâche. Pour visualiser les demandes assignées à ce comité, veuillez vous connecter au portail et vous rendre à la catégorie Bourse, puis le tableau des évaluations.<br><br><a href='<%= portalURLs[recipient.rel] %>'><%= portalURLs[recipient.rel] %></a><br><br>"
templates,addedToReviewCommitteeSub,Vous avez été ajouté au Comité d’Évaluation
templates,advisedDonationAmt,Montant du don conseillé :
templates,advisedDonationOrg,Organisme de donation conseillé par DonateWell :
templates,budgetDepletingBody,"Le budget de votre programme est presque épuisé. Le budget relatif à ce programme nécessite plus de fonds, sans quoi le programme sera fermé lorsque le budget aura atteint 0 $. <br><br>Program: <%= programName %><br>Original Program Budget: <%= programBudget %><br>Threshold: <%= budgetThreshold %><br>Budget Remaining: <%= remainingBudget %>"
templates,budgetDepletingSub,Budget de programme presque épuisé
templates,cancelProjectBody,<%= projectName %> a été annulé par le coordinateur.
templates,cancelProjectSub,<%= projectName %> a été annulé
templates,charitableGiftAmt,Montant du don de charité :
templates,closing,<%= companyName %><br><%= defaultSender %>
templates,collabInviteBody,"Vous avez été invité par <%= inviter %> à collaborer sur une demande de bourse pour <%= orgName %> pour le programme de bourse de <%= programName %>.<br><br> Veuillez notez que la demande peut être modifiée par une seule personne à la fois. Si plusieurs personnes tentent de modifier la demande en même temps, vous risquez de perdre des données.<br><br>Vous pouvez visualiser et modifier la demande en cliquant sur l’URL suivant : <br><a href='<%= applicationURL %>'><%= applicationURL[recipient.rel] %></a>"
templates,collabInviteSub,Invitation à Collaborer sur une Demande de Bourse
templates,congratulationsGreeting,Félicitations <%= rec.name %>!
templates,dear,"Cher <%= recipient.name %>,"
templates,donationReceipt,Reçu de don
templates,donationThankYou1,Veuillez noter que l’IRS exige que vous gardiez cette lettre comme preuve de votre don de charité.
templates,donationThankYou2,Merci de votre don à <%= orgName %>. votre participation contribue à renforcer la communauté de donation de <%= companyName %> !
templates,donationThankYou3,Votre don de <%= donationAmount %> $ a été traité par DonateWell et il a été conseillé de l’attribuer au bénéfice de <%= orgName %>. DonateWell versera ces fonds en tant que donation à <%= orgName %>. Veuillez vous référer aux Modalité de Service pour plus d’informations.
templates,donationThankYou4,"En accord avec les exigences de l’IRS pour les dons de charité, DonateWell reconnaît qu’aucun bien ou service, ni bénéfice en contrepartie (tangible ou intangible) ne vous a été accordé par DonateWell en échange de votre don de charité.<br><br>Vous recevez ce courriel de transaction en tant que reçu de votre don via <%= companyName %> et Good Done Great. Si vous avez des questions ou que vous avez besoin d’aide, veuillez contacter notre Centre de Support. "
templates,donationThankYouSub,Merci pour votre don
templates,donorAdvisedFundSponsor,Promoteur du Fonds conseillé par le donateur :
templates,donorName,Nom du Donateur
templates,grantProgram,Programme de Bourse
templates,groupInviteAcceptedBody,Vous avez été accepté dans le groupe : <strong><%= groupName %></strong>.
templates,groupInviteAcceptedSub,Invitation au groupe acceptée
templates,groupInviteBody,<%= inviter %> vous a invité à rejoindre le groupe <%= groupName %>.
templates,groupInviteSub,Invitation à rejoindre <%= groupName %>
templates,invitationToApplyBody,"<%= companyName %> aimerait vous inviter à soumettre une demande de bourse pour le programme <%= programName %>. Cliquez sur le lien ci-dessous pour vous connecter à notre portail et visualiser le programme. Une fois connecté, commencez le processus de soumission en cliquant sur Soumettre une Demande. Il vous sera demandé d’entrer le code d’accès ci-dessous pour poursuivre le processus. "
templates,invitationToProjectBody,Vous avez été invité par <%= inviter %> à faire du bénévolat pour <strong><%= projectName %></strong>. Connectez-vous au portail des employés pour vous enregistrer à cet opportunité passionnante : <a href='<%= signupURL[rec.rel] %>'>Inscrivez-vous ici</a>
templates,invitationToProjectSub,Invitation à participer à <%= projectName %>
templates,inviteApplicantSubject,Invitation à soumettre une demande
templates,login,Connexion
templates,loginColon,Connexion :
