area,key,en-US
search,checkAbbreviations,"Check for abbreviations. For example, try searching by “Co” instead of “County”"
search,classId,"Classification ID"
search,classification,"Classification"
search,classType,"NTEE Category, Type of Organization"
search,contactName,"First and Last Name"
search,contactOrgAdmin,The organization's administrator will need to contact DonateWell to be added to our database. You can send them a message to let them know they're missing out on possible donations by filling out the form below
search,datepickerPlaceholder,MM/DD/YYYY HH:MM AM/PM
search,donateNowButton,Donate Now
search,doubleCheck,Double check for correct spelling
search,ein,"Registration ID"
search,enterOrgInfo,"Please enter your organizations information below."
search,enterYourQuestionHere,Enter your question here
search,filter,Filter
search,fiscalInstructions,"If you do not see your organization in the list below, "
search,fiscalInstructions2," to add it."
search,followButton,Follow
search,following,Following
search,globalSearchPlaceholder,Search for an organization...
search,messageSent,"The message has been sent. Thanks!"
search,myOrganizations,My Organizations
search,ngoName,"NGO / Organization Name"
search,noEligibleOrgsFound,There are no eligible organizations matching your search term. Try another phrase or scroll throught the full eligible organization list below.
search,notFollowing,You are no longer following
search,notFollowingMessage,"When following a nonprofit organization you will be kept up to date on their activities and events. To follow an organization, click the Search button, find an organization that interests you, and click Follow."
search,notFollowingTitle,You are not following any organizations
search,notSupportedMessage,"Here you will find a list of the organizations you have supported in the past, either by volunteering, donating, or in some other way.  Get involved today by clicking Search and finding an organization you want to help."
search,notSupportedTitle,You have not supported any organizations
search,nowFollowing,You are now following
search,npoName,"NPO / Organization Name"
search,npoType,"NPO Type"
search,ntee,"NTEE Category"
search,orgAdded,Organization has been added
search,orgContactEmail,Organization Contact Email
search,orgNotInDatabase,If the organization is not in the database
search,recordsPanelMessageCannotComplete,"We are unable to complete your search at this time, please try again later."
search,recordsPanelMessageNoResults,Your search returned 0 results
search,recordsPanelMessageResultsHere,Your search results will appear here...
search,searchByOrg,Search by the organization's Registration ID
search,searchForAFiscalSponsor,Search for a Fiscal Sponsor
search,searchForNPO,Search for an organization
search,searchForNPOElig,Search for an Organization in the eligible organization list
search,searchForUser,Search for a Coworker
search,searchLocationPlaceholder,"Street, City, State and Zip"
search,searchOneWord,Search by one word instead of two or vice versa. Example:  “Foodbank” vs. “Food Bank”
search,searchOneWord,Search by one word instead of two or vice versa. Example:  “Foodbank” vs. “Food Bank”
search,searchPlaceholder,"Search by name, location or Registration ID"
search,searchUserPlaceholder,Search by name
search,searchVolunteerPlaceholder,"To select an Organization, search by name, location or Registration ID"
search,searchVolunteers,Search Volunteers
search,selectNPOForProject,"Select an Organization for this project - Search by name, location, Registration ID"
search,selectOrg,Select your Organization
search,sort,Sort
search,stillCantFindOrg,"Still can't find your organization? It is possible that your organization does not currently exist in GDG 3.0 because it is not listed on the IRS Business Master File! Don't worry though, the GDG 3.0 Support team can work with you to add your organization to the database. We just need some information from you to get started. If you don't have a GDG 3.0 account, "
search,stillCantFindOrg2," to create one. If you already have an account, "
search,stillCantFindOrg3," to identify your organization's category and find out what paperwork we'll need you to send us."
search,streetCityStateCountry,"Street, City, State and Country"
search,unFollow,Un-Follow
search,whenSearching,"When searching for an organization, it’s important to remember that GDG 3.0 uses information on file with the IRS for verification. If you are having trouble locating an organization try the following"
signin,errorMsg1,"Username or password incorrect, please try again."
signin,errorMsg2,"The email entered does not match your login email. Please try again."
signin,forgotPwd,Forgot Your Password?
signin,loginNameLabel,Email
signin,nonprofitWelcomeText,"Create your account, claim your Organization, view programs, and manage requests. Get started today!"
signin,registrationCheckEmail1,A verification email has been sent to the email address you provided with instructions on how to complete your registration.
signin,registrationCheckEmail2,"It may take a few minutes to reach you, so check your inbox and we'll see you inside shortly."
signin,registrationCheckEmail3,"If you don't see the email, check your spam folder or click below and we'll try sending it again."
signin,registrationThankYou,Thank you for registering!
signin,resendRegistrationEmail,Resend Registration Email
signin,returnToSignin,Return to signin page
signin,ssoLink,SSO Sign In
signin,welcome,Welcome
signup,acctUnverified,"Your account is unverified."
signup,acctUnverified2,"You are unable to access the portal because your account is unverified. Please check your email's inbox for instructions on how to complete your registration."
signup,acctUnverified3,"Please type the email address associated with your account below to resend the verification email."
signup,downloadWaiver,Download Waiver
templates,accessCode,"Access Code:"
templates,addedToReviewCommitteeBody,"You were recently added as a member of the <%- committeeName %> to help in the review of requests submitted for funding. Thank you for serving in this capacity. To view requests assigned to this committe for review, please login to the portal and navigate to the Grant then Review tab.<br><br><a href='<%- portalURLs[recipient.rel] %>'><%- portalURLs[recipient.rel] %></a><br><br>"
templates,addedToReviewCommitteeSub,"You've been added to a Review Committee"
templates,advisedDonationAmt,"Advised Donation Amount:"
templates,advisedDonationOrg,"DonateWell Advised Donation Organization:"
templates,autoLogBody,"Your volunteer assignment, <%- assignmentName %>, for the project, <%- projectName %>, has automatically logged <%- autoHours %> hours for each of the associated volunteers."
templates,autoLogSub,<%- assignmentName %>: Hours Automatically Logged
templates,autoRegisteredBody,"You have been added by <%- employee %> as a volunteer for the following project.<br><br><strong>Program:</strong> <%- programName %><br><strong>Project:</strong> <%- projectName %><br><strong>Leaders: </strong><%- leaders.join(',') %><br><strong>Time: </strong><%- startDate %> - <%- endDate %><br><strong>Location:</strong> <%- location %>"
templates,autoRegisteredSub,"<%- projectName %> Registration"
templates,budgetDepletingBody,"Your program budget is nearing depletion. The budget related to this program will require more funds or the program will close when the budget reaches a balance of $0.<br><br>Program: <%- programName %><br>Original Progam Budget: <%- programBudget %><br>Threshold: <%- budgetThreshold %><br>Budget Remaining: <%- remainingBudget %>"
templates,budgetDepletingSub,"Program Budget Funds Depleting"
templates,cancelProjectBody,"<%- projectName %> has been canceled by the coordinator."
templates,cancelProjectSub,"<%- projectName %> has been canceled"
templates,charitableGiftAmt,"Charitable Gift Amount:"
templates,closing,"<%- companyName %><br><%- defaultSender %>"
templates,collabInviteBody,"You have been invited by <%- inviter %> to collaborate on a grant request for <%- orgName %> for the <%- programName %> grant program.<br><br>Please note that the application can only be edited by one person at a time. If more than one person attempts to edit the application at the same time, you are at risk of losing data.<br><br>You can view and edit the application at the following URL:<br><a href='<%- applicationURL %>'><%- applicationURL %></a>"
templates,collabInviteSub,"Invitation to Collaborate on a Grant Request"
templates,congratulationsGreeting,"Congratulations <%- rec.name %>!"
templates,coordinatorAddedBody,"You've been added as a coordinator to the <%- projectName %> project. Please login to the portal to view information about this project and/or make changes."
templates,coordinatorAddedSub,"<%- projectName %>"
templates,dear,"Dear <%- recipient.name %>,"
templates,donationReceipt,"Donation Receipt"
templates,donationThankYou1,"Please note that the IRS requires that you retain this letter as a receipt to substantiate your charitable gift."
templates,donationThankYou2,"Thank you for your donation to <%- orgName %>. Your participation makes the <%- companyName %> giving community strong!"
templates,donationThankYou3,"Your donation of $<%- donationAmount %> has been processed by DonateWell and was advised for the benefit of <%- orgName %>. DonateWell will grant these funds as a donation to <%- orgName %>. Please refer to our Terms of Service for more information."
templates,donationThankYou4,"In accordance with IRS requirements for charitable contributions, DonateWell acknowledges no goods or services, or quid pro quo benefits (tangible or intangible) were provided to you by DonateWell in consideration of your charitable gift.<br><br>You are receiving this transactional email as a receipt of your donation through <%- companyName %> and Good Done Great. If you have questions or need assistance, visit our Support Center."
templates,donationThankYouSub,"Thank You For Your Donation"
templates,donorAdvisedFundSponsor,"Donor Advised Fund Sponsor:"
templates,donorName,"Donor Name:"
templates,grantProgram,"Grant Program:"
templates,groupInviteAcceptedBody,"You have been accepted to the group: <strong><%- groupName %></strong>."
templates,groupInviteAcceptedSub,"Group Invitation Accepted"
templates,groupInviteBody,"<%- inviter %> has invited you to join the group <%- groupName %>."
templates,groupInviteeAccepted,"Your invite to <%- inviteeName %> for the group <%- groupName %> has been accepted by the invitee."
templates,groupInviteSub,"Invitation to join <%- groupName %>"
templates,invitationToApplyBody,"<%- companyName %> would like to invite you to apply for the <%- programName %> grant program. Click the link below to login to our portal and view the program. Once logged in, begin the application process by clicking 'Apply'. You will be prompted to enter the access code shown below to continue the process."
templates,invitationToProjectBody,"You have been invited by <%- inviter %> to volunteer for <strong><%- projectName %></strong>. Log in to the employee portal to register for this exciting opportunity: <a href='<%- signupURL[recipient.rel] %>'>Sign Up Here</a>"
templates,invitationToProjectSub,"Invitation to Participate in <%- projectName %>"
templates,inviteApplicantSubject,"Invitation to Apply"
templates,locationColon,"Location:"
templates,logHoursBody,"Thank you for volunteering for <%- projectName %>. If you have not done so already, please login to the portal using the link below and log your hours for this project."
templates,logHoursSub,"<%- projectName %>"
templates,login,"Login"
templates,loginColon,"Login:"
templates,loiApprovedBody,"Congratulations! Your letter of intent request has been approved for the <%- programName %> grant program. Please visit our applicant portal using the link below before the submission deadline of <%- requestDeadline %> to complete and submit your full request.<br><br><a href='<%- portalURL %>'><%- portalURL %></a><br><br>If at any time during this application process, you have questions, please feel free to contact us at the address shown below."
templates,loiApprovedSub,"Letter of Intent Approved"
templates,loiDeclinedBody,"Thank you for submitting your letter of intent for the <%- programName %> grant program. We regret to inform you that your have not been approved to submit a full application for the following request: <%- requestName %>.<br><br>We encourage you to read our grant program guidelines and apply again in the future. If you have any questions, please feel free to contact us at the address shown below."
templates,loiDeclinedSub,"Letter of Intent Declined"
templates,loiDueBody,"This message is to notify you that the LOI submission deadline for <%- programName %> is approaching. Please be sure to complete your LOI by <%- loiDueDate %>. If you do not finish your application in time, your application will be marked as incomplete and you will not be considered for a grant."
templates,loiDueSub,"<%- programName %> LOI Deadline Approaching"
templates,loiReceivedBody,"Thank you for submitting a letter of intent to <%- companyName %> for the <%- programName %> grant program. We will review your request and notify you of the status. Please feel free to contact us at any time with questions."
templates,loiReceivedSub,"Letter of Intent Received"
templates,matchPaymentApprovedBody,"Your match request for $<%- paymentAmt %> for the organization <%- orgName %> has been approved and the payment is scheduled."
templates,matchPaymentApprovedSub,"Match Request Approved"
templates,matchPaymentFulfilledBody,"Your match payment in the amount of $<%- paymentAmount %> has been fulfilled for <%- orgName %>."
templates,matchPaymentFulfilledSub,"Match Payment Fulfilled"
templates,matchPaymentRejectedBody,"Your match request of $<%- paymentAmount %> for <%- orgName %> has been rejected."
templates,matchPaymentRejectedSub,"Match Request Rejected"
templates,matchSubmitted,"Thank you for submitting your request for a match. Once the request has been reviewed you will receive further communication about the status of your request. This may take up to 30 days."
templates,matchSubmittedSubject,"Match Request Received"
templates,maxParticipantsBody,"Way to go! Your volunteer project, <%- projectName %>, starting on <%- startDate %> has an assignment that has reached the maximum number of volunteers. Please be sure to communicate with your volunteers about project details."
templates,maxParticipantsSub,"A project you are coordinating is full!"
templates,notificationOnlySender,"Please note: This email message was sent from a notification-only address that cannot accept incoming email. Please do not reply to this message."
templates,orgContact,"Organization Contact:"
templates,programColon,"Program:"
templates,progressRptDueBody,"You have a progress report due for <%- programName %>. Please plan on completing and submitting your progress report before <%- dueDate %>."
templates,progressRptDueSub,"Progress Report Due"
templates,progressRptPastDueBody,"Our records indicate that your progress report for <%- requestName %> due on <%- dueDate %> is now past due. We are anxious to hear about the success of your project/program. Please submit your progress report as soon as possible."
templates,progressRptPastDueSub,"Progress Report Past Due"
templates,progressRptSubmittedBody,"We received your progress report, submitted <%- submitDate %> reporting on your grant awarded on <%- awardDate %> for the <%- programName %> program. Thank you for submitting this information to us in a timely manner."
templates,progressRptSubmittedSub,"Progress Report Received"
templates,projectApprovedBody,"Your volunteer project, <%- projectName %>, has been approved and is open for volunteers to sign up for! Please login to the portal to add your assignments, invite volunteers, and more. You can also use this site to track your volunteers, monitor waitlists, and enter hours for the volunteers following the event."
templates,projectApprovedSub,"Suggested Project Approved"
templates,projectDeclinedBody,"We regret to inform you that your project, <%- projectName %>, has not been approved. You will receive additional details from the program administrator regarding the details of declination. Thanks for your interest and we encourage you to continue using th Employee Volunteer Website to make more project suggestions in the future."
templates,projectDeclinedSub,"Suggested Project Declined"
templates,projectLeaders,"Project Leader(s):"
templates,projectRegistrationBody,"Your registration has been confirmed! Please see below and check back into the <a href='<%- portalURL[recipient.rel] %>'>Volunteer Site</a> for more information about your volunteer project!"
templates,projectRegistrationSub,"Registration Confirmed"
templates,projectStartDate,"Project Start Date:"
templates,projectStartingBody,"Your volunteer project, <%- projectName %>, is scheduled to start on <%- startDate %>. Please make sure you have reviewed everything needed for the project and have communicated with your volunteers."
templates,projectStartingSub,"A project you are coordinating is starting soon..."
templates,projectStartingVolBody,"The project, <%- projectName %>, is scheduled to start on <%- startDate %>. Please make sure you have reviewed everything needed for the project. The project page can be accessed via the link below."
templates,projectStartingVolSub,"A project you are volunteering for is starting soon..."
templates,projectSuggestionApprovedSub,""
templates,projectSuggestionReceivedBody,"Thank you for suggesting a new Volunteer Project! Your project, <%- projectName %>, is waiting for review and approval. We will notify you soon of its status."
templates,projectSuggestionReceivedSub,"Project Suggestion Received"
templates,projectWaitlistBody,"Your project, <%- projectName %>, starting on <%- startDate %> has reached maximum capacity and now has volunteers on the waitlist. Please visit the employee volunteer portal using the link below to manage your volunteers. We will let you know if space becomes available again on your project."
templates,projectWaitlistSub,"A project you are coordinating has a waitlist..."
templates,pwdResetBody,"We received a request to reset your password. The temporary password you will use to login is:<br><%- tempPassword %><br><br><a href='<%- signinURL %>'>Sign In</a>"
templates,pwdResetSub,"<%- companyName %> Password Reset Request"
templates,registerWaitlistedBody,"Thank you for coordinating the volunteer project: <%- projectName %>.<br><br>Space has now become available in your project due to a cancellation by one of your participants. As a reminder, you have team members on a waitlist for your project. Please revisit the volunteer portal to add co-workers from your waitlist. They will receive an email notification informing them that they have been added as a volunteer to the project."
templates,registerWaitlistedSub,"Register Waitlisted Volunteers - <%- projectName %>"
templates,requestAwardedBody,"We are pleased to inform you that the following request, <%- requestName %>, has been approved for the amount of $<%- parseFloat(awardAmount).toFixed(2) %>. Please proceed to our portal to view your award and complete any required documents."
templates,requestDeclinedBody,"We regret to inform you that we are unable to fund your request, <%- requestName %> for the <%- programName %> grant program at this time. Please feel free to contact us with any questions. We appreciate your support of your local community."
templates,requestDueBody,"This email is to notify you that the submission deadline for <%- programName %> is approaching. Please be sure to complete your application by <%- requestDueDate %>. If you do not finish your application in time, your application will be marked as incomplete and you will not be considered for a grant."
templates,requestDueSub,"<%- programName%> Request Deadline Approaching"
templates,requestIncompleteBody,"Your request, <%- requestName %>, was not complete and submitted by the request deadline date of <%- requestDeadline %> for the <%- programName %> grant program and was therefore closed and marked as incomplete. Please consider reapplying during our next cycle for this program. Please feel free to contact us at any time with questions."
templates,requestReopenedBody,"Your request, <%- requestName %>, was re-opened because additional information is needed. Please review these needs below:<br><br><%- comments %><br><br>Please use the following link to view this request in the portal.<br><a href='<%- requestURL[recipient.rel] %>'><%- requestURL[recipient.rel] %></a>"
templates,requestToJoinBody,"<%- requester %> has requested to join the group <%- groupName %>."
templates,requestToJoinSub,"Request to join <%- groupName %>"
templates,reviewAssignedBody,"You have been assigned to review the following application for the <%- programName %> grant program:<br><br><strong>Name:</strong> <%- requestName %><br><% if(applicants.length > 0){ %><strong>Applicant(s)</strong> <%- applicants.join(', ') %><br><% } %><br>Please login to the portal using the following link to see all of the applications assigned to you for review.<br><a href='<%- portalURL[recipient.rel] %>'><%- portalURL[recipient.rel] %></a>"
templates,reviewAssignedSub,"Review Assigned"
templates,reviewsDueBody,"You have requests that were assigned for your review that are incomplete. Please complete these reviews as soon as possible so that we can make an informed decision about funding these requests."
templates,reviewsDueSub,"Requests Assigned for Your Review"
templates,sincerely,"Sincerely,"
templates,spaceAvailableBody,"Thank you for taking the time to coordinate the <%- projectName %> project! Space has become available in your project and you have volunteers on a waitlist. Please visit the employee volunteer portal at the link below to manage your volunteers."
templates,spaceAvailableSub,"A project you are coordinating has space available..."
templates,submittedRequestBody,"Thank you for submitting a request to the <%- companyName %> for the <%- programName %> grant. We will review your request and notify you of the status. Please feel free to contact us at any time with questions."
templates,submittedRequestSub,Request Received
templates,suggestedOrgBody,"Thank you for suggesting <%- orgName %> to be added to our DonateWell database. A message was sent to <%- orgName %>, <%- orgEmail %> with some steps for the organization to follow to begin the process of being added to the database. Once added, they will be able to receive donations."
templates,suggestedOrgSub,"Organization Suggestion Confirmed"
templates,thankCoordinatorBody,"Thank you for taking the time to coordinate the <%- projectName %> project! Please remember to visit the portal where you can log your volunteer hours and record hours for other volunteers who participated in the project."
templates,thankCoordinatorSub,"Thank you for coordinating!"
templates,thankYou,"Thank you,"
templates,thankYouMakingADifference,"Thank you for making a difference in our community!"
templates,toNextApproverBody,"<%- previousApprover %> has approved the request, <%- requestName %> and you are the next person on the approval path. Please login to the portal and review this request at your earliest convenience."
templates,toNextApproverSub,"Request Ready for Your Review"
templates,toPreviousApproverBody,"<%- previousApprover %> has returned the request, <%- requestName %> to you for further review. Please login to the portal to see any comments and review this request at your earliest convenience."
templates,toPreviousApproverSub,"Request Returned to You"
templates,verifyBody,"Thank you for registering, please click or paste the link below to verify your email address.<br><br><a href='<%- verifyURL %>'><%- verifyURL %></a>"
templates,verifySub,"Welcome to <%- companyName %>",
templates,volEligibilityBody,"You may be eligible to apply for a volunteer grant based on your volunteer time with <%- orgName %>. You may apply for the grant(s) in the employee portal at any time before the end of the fiscal year."
templates,volEligibilityClosing,"Thank you for your valuable time serving our community!"
templates,volEligibilitySub,"Volunteer Grant Eligibility"
templates,volGrantAcceptedBody,"Thank you for submitting a <%- volorboard.toLowerCase() %> grant application on behalf of <%- orgName %> in the amount of <%- vAmount %>. We have approved your <%- volorboard.toLowerCase() %> grant application. If you have further questions, please contact us. Thank you for your valuable time serving our community!"
templates,volGrantAcceptedSub,"<%- volorboard %> Grant Accepted"
templates,volGrantDeclinedBody,"Thank you for submitting a <%- volorboard.toLowerCase() %> grant application on behalf of <%- orgName %> in the amount of <%- vAmount %>. Unfortunately, we have declined your <%- volorboard.toLowerCase() %> grant application."
templates,volGrantDeclinedClosing,"If you have further questions, please contact us. Thank you for your valuable time serving our community!"
templates,volGrantDeclinedSub,"<%- volorboard %> Grant Declined"
templates,volGrantSubmittedBody,"Thank your for submitting a <%- volorboard.toLowerCase() %> grant application on behalf of <%- orgName %> in the amount of <%- vAmount %>. We have received your application and will contact you with our decision shortly."
templates,volGrantSubmittedSub,"<%- volorboard %> Grant Request Received"
templates,volHoursConfirmedBody,"Thank you for volunteering at <%- projectName %> for <%- hours %> hours. We value your hard work and commitment to your community."
templates,volHoursConfirmedSub,"Thank you for volunteering!"
templates,volMatchBody,"Thank you for expressing an interest in <%- oppName %>. The Organization contact will reach out to you with further instructions. You can refer to the message that was sent below:<br><br><%- messageBody %>"
templates,volMatchSub,"Volunteer Match Interest Confirmation"
templates,volunteer,"Volunteer:"
templates,volunteerProject,"Volunteer Project:"
templates,waitlistedBody,"Thank you for registering to participate in <%- projectName %>. Unfortunately, there is no longer space available. You have been placed on a waitlist, however. If an opening becomes available, you will be added to the project by the project leader. If you are confirmed as a participant, an email will follow. Thank you for helping to make a difference in your local community."
templates,waitlistedSub,"Added to <%- projectName %> waitlist"
templates,waitlistRegisteredBody,"A spot opened up on the <%- projectName %> volunteer project and you have been registered off the waitlist! Please see the project details below and visit the Volunteer Site for more information about your volunteer project!"
templates,waitlistRegisteredSub,"Registration for <%- projectName %>"
templates,welcomeApplicantBody,"A new account has been created for you in the <%- companyName %> grant applicant portal. To log in, please visit the link below and login using your email address.<br><br><a href='<%- signinURL %>'><%- signinURL %></a><br><br>Your temporary password is: <%- tempPassword %>"
templates,welcomeReviewerBody,"An account has been created for you to review grant applications."
templates,welcomeSub,"Welcome to <%- companyName %>"
templates,yourRequestTo,"Your request to <%- companyName %>"
tooltip,editPickListOptions,"Edit Pick List Options"
tooltip,noPhysicalLocation,"By checking this box you are stating that the project does not have a physical location."
tooltip,postProjectSurvey,"Check this box to participate in a survey about your volunteer experience."
tooltip,showAllVirtual,"Show all Virtual Projects"
volunteer,addCause,Add Cause
volunteer,addCoordinator,Add Coordinator
volunteer,addHours,add hours
volunteer,addingSuccessful,Successfully Added Volunteers
volunteer,addingVolunteers,Adding Volunteers
volunteer,addSkill,Add Skill
volunteer,addTooltip,Select people to add to the project. This bypasses invitations and automatically registers these participants for the project.
volunteer,addVolunteers,Add Volunteers
volunteer,admin,Admin
volunteer,ageRestricted,Age Restricted
volunteer,allAssignments,All Assignments
volunteer,altAmountForEach,Please confirm your grant of
volunteer,amountForEach,Enter the amount you would like to grant:
volunteer,approved,Approved
volunteer,areYouSureCancel,Are you sure you want to cancel your registration for
volunteer,areYouSureSignUp,Are you sure you want to sign up for
volunteer,assignEndStart,End date cannot be prior or equal to start date.
volunteer,assignment,Assignment
volunteer,assignments,Assignments
volunteer,assignProjectEnd,Assignment end date cannot be past Project end date.
volunteer,assignProjectStart,Assignment start date cannot be prior to Project start date.
volunteer,attachWaiver,Attach a waiver or release form
volunteer,attributes,Attributes
volunteer,autologHelp,The number entered below represents the hours that will be automatically logged when the Assignment ends.
volunteer,autologHours,Autolog Hours
volunteer,autoRegister,"Auto Register Invitees"
volunteer,availableGrantAmount,Total Available Grant Amount
volunteer,availableHours,Available Hours
volunteer,birthdate,Birthdate
volunteer,boardAlreadyRequested,Grant requested for this Organization
volunteer,boardDatePassed,"Not Applicable"
volunteer,boardError,"There was an error creating your Board Participation record."
volunteer,boardGrantRecordCreated,"Board Grant record created successfully."
volunteer,boardGrantRecordCreating,"Creating your Board Grant record..."
volunteer,boardGrants,Board Grants
volunteer,boardHoursNeeded1,"You do not meet the required amount of hours needed to request a Board Grant. To submit a Board Grant, you need to volunteer"
volunteer,boardHoursNeeded2,"more hour(s) with the organization above."
volunteer,boardRequest,"Request a Board Grant"
volunteer,cancelProject,Cancel Project
volunteer,cancelProjectHelper,"Once canceled, a project cannot be re-activated."
volunteer,cancelProjectRegistration,Cancel Project Registration
volunteer,cancelProjectText,cancel this project
volunteer,cause,Cause
volunteer,causes,Causes
volunteer,check_boxes,Check Boxes
volunteer,clearProgram,Clear Program
volunteer,contactOrg,"Contact Organization"
volunteer,coordAgree,By checking this box you are agreeing to coordinate this project.
volunteer,coordinatorName,Coordinator Name
volunteer,coordinators,Coordinators
volunteer,couldNotContactOrg,"Could not contact organization"
volunteer,couldNotCreateInterest,"Could not create volunteer interest."
volunteer,couldNotUpdateInterest,"Could not update volunteer interest."
volunteer,createProject,Create Project
volunteer,creatNewEntry,Create New Entry
volunteer,dateEndError,Date Volunteered cannot be after End Date
volunteer,dateHoursVolunteered,Date & Hours Volunteered
volunteer,dateStartError,Date Volunteered cannot be before Start Date
volunteer,declined,Declined
volunteer,defaultAssignment,Default Assignment
volunteer,denotesRequiredResponses,denotes required responses.
volunteer,disabled,Disabled
volunteer,disableWaitlist,"Disable Waitlist"
volunteer,documentUpload,Document Upload
volunteer,dontWorry,Don't worry we're working on it. Check back soon.
volunteer,duplicate,Duplicate Record: You already have a board participation record for this organization and year
volunteer,editDelete,Edit/Delete
volunteer,editHoursVolunteered,Edit Hours
volunteer,editHoursVolunteeredDesc,Please enter in your new hours for
volunteer,editProject,"Edit Project"
volunteer,eligibleNonprofits,Your Eligible Organizations
volunteer,eligibleToApply,Eligible to Apply
volunteer,endDate,End date cannot be before this current year
volunteer,endDateAndTime,End Date & Time
volunteer,endDateInfo,"Saving now will change the end time of the assignment(s) to the new project end time"
volunteer,endDateWarning,"Warning: One or more of your assignment end dates are after this date."
volunteer,enterGrantAmount,Please enter the amount you would like to request
volunteer,eventInformation,Event Information
volunteer,eventName,Event Name
volunteer,everyHour,Every hour counts!
volunteer,featuredProjects,Featured Projects
volunteer,file,File
volunteer,filter,Filters
volunteer,findAProject,Find a project
volunteer,findAProjectHome, Find A Project
volunteer,fullProjectDescription,Full Project Description
volunteer,grantAmountMax,"Amount / Max"
volunteer,grantMax,Grant Maximum Fulfilled for Program
volunteer,grantRequest,"Request a Volunteer Grant"
volunteer,groupCreate,Create Group
volunteer,groupNewGroupDialog,Save participants list as new group
volunteer,groupSaveGroup,Save as Group
volunteer,guest,Guest
volunteer,hoursTracking,Hours Tracking
volunteer,hoursVolunteered,Hours Volunteered
volunteer,imInterested,"I'm Interested"
volunteer,inactiveBoard,Inactive Board Position
volunteer,information,Information
volunteer,invite,Invite
volunteer,invited,Invited
volunteer,invitedNotInvited,Not Invited
volunteer,inviteTooltip,Select people to invite to the project via email.
volunteer,inviteUninvite,Un-Invite
volunteer,inviteVolunteers,Invite Volunteers
volunteer,joinWaitlist,Join Waitlist
volunteer,learnAbout,Learn about and sign up for volunteer opportunities in your area.
volunteer,leaveAll,Leave All
volunteer,leaveAssignment,Leave Assignment
volunteer,leaveAssignmentTooltip,Cancel registration for this project
volunteer,leaveProject,"Leave Project"
volunteer,leaveWaitlist,Leave Waitlist
volunteer,loadingPrograms,"Loading available Programs"
volunteer,loadingRegistrationInformation,Loading Registration Information...
volunteer,logHours,Log Hours
volunteer,logHoursTooltip,Log hours volunteered for this project
volunteer,logMyVolHours, Log My Volunteer Hours
volunteer,logPersonalHours,Log Personal Hours
volunteer,logPersonalHoursTooltip,"By selecting 'Other/No Project' your hours will NOT be designated to a corporate project, but instead will be logged as personal hours."
volunteer,manageVols,Manage Volunteers
volunteer,massLogHours,Mass Log Hours
volunteer,maxAmount,Max Amount Available
volunteer,maxParticipants,Max Participants
volunteer,maxVolunteers,Max Volunteers
volunteer,mayNotEdit,"May Not Edit"
volunteer,mayNotEditInfo,"You may not edit these hours because a Volunteer Grant has been submitted."
volunteer,meetsAgeReq,"All selected invitees meet age requirements"
volunteer,messagePlaceholder,Once upon a time...
volunteer,messageVolunteers,Message Volunteers
volunteer,minAge,Required Minimum Age of
volunteer,moreGrants,More Grants Available
volunteer,moreHours,More Hours Required
volunteer,moreVols,More Volunteers Required
volunteer,myGivingHistory,My Giving History
volunteer,myProjects,My Projects
volunteer,myVolunteering,My Volunteering
volunteer,myVolunteeringHistory,"My Volunteering History"
volunteer,myVolunteerism,My Volunteerism
volunteer,nameOfProject,Name of the volunteer project
volunteer,newAssignment,New Assignment
volunteer,newProjectMessage,New Project Message
volunteer,newQuestion,New Question
volunteer,noActiveBoard,There are no active board grant programs at this time.
volunteer,noAgeRestriction,No Age Restriction
volunteer,noAssignments,No Assignments
volunteer,noBoard,"No Board Participation records exist."
volunteer,noBoardPrograms,"There are no active Board Grants Programs at this time. Please try applying again later."
volunteer,noCoordProjects,You are currently not coordinating any projects.
volunteer,noFamOrFriends,Do Not Allow Friends & Family
volunteer,noFeaturedProjects,No Featured Projects Yet
volunteer,noFeaturedProjectsDesc,Don't worry we're working on it.  Check back soon!
volunteer,noGuests,"You have no guests, or all of your guests have been invited. Add a new guest by clicking 'Add' above."
volunteer,noHours,Volunteer hours have not been logged for this project.
volunteer,noHoursLogged,No Volunteer Hours records exist.
volunteer,noIndividual,No Volunteer Grant records exist.
volunteer,noMatchGroup,Team grant match group not set up properly
volunteer,noMax,"No Max"
volunteer,noMaxVolunteers,No Max Volunteers
volunteer,noneAvailable,"None Available"
volunteer,nonprofitFocus,Organization Focus
volunteer,nonprofitSelection,Organization Selection
volunteer,noOneInvited,"No one has been invited yet. Use the tabs above to find people to invite."
volunteer,noOpenAssignments,There are no open assignments for this project.
volunteer,noOpenBoard,There currently are no active board grant programs.
volunteer,noOpportunities,"no opportunities to display, please make sure you have entered a valid location."
volunteer,noProject,No Project
volunteer,noproject,No Projects
volunteer,noProjectHours,No Project Hours Found
volunteer,noProjectOther,"No Project/Other"
volunteer,noProjectsRegistered,No Projects Found
volunteer,noQuestionnaireResponse,This user did not submit responses for the questionnaire
volunteer,noRegister,No need to register
volunteer,noRequirements,"No requirements listed."
volunteer,noSkills,"No skills listed."
volunteer,notAMember,"You are not a member of any groups, or all of your groups have already been invited."
volunteer,noTeamGrants,No Team Grant records exist.
volunteer,notEnoughOpenings0,"Not Enough Openings"
volunteer,notEnoughOpenings1,"You have selected"
volunteer,notEnoughOpenings2,"people, however there are only"
volunteer,notEnoughOpenings3,"spaces available. Please modify your selections."
