area,key,pt-BR
nonprofits,foundationStatus,Status da Fundação
nonprofits,grantProgram,Programa de Subsídio
nonprofits,groupExemptionNumber,Número de Isenção do Grupo
nonprofits,income,Renda
nonprofits,lastTaxReturn,Última Declaração Fiscal
nonprofits,latestIRSFiling,Última Declaração de IR
nonprofits,myNposHeader,Minhas organizações reivindicadas
nonprofits,newOrgSubmitButton,Criar Organização
nonprofits,newRequest,Nova solicitação
nonprofits,noneClaimed,Você não tem nenhuma organização selecionada.
nonprofits,nonprofit,Organização
nonprofits,nonprofitFocus,Foco da Organização
nonprofits,nonprofits,Organizações
nonprofits,opportunitiesToDonate,Oportunidades de Doar
nonprofits,opportunitiesToVolunteer,Oportunidades de Voluntariado
nonprofits,organization,Organização
nonprofits,orgName,Nome da Organização
nonprofits,overview,Panorama
nonprofits,payments,Pagamentos
nonprofits,pub78,Status da Publicação 78
nonprofits,reports,Relatórios
nonprofits,requested,Solicitado
nonprofits,requestName,Nome da Solicitação
nonprofits,requests,Solicitações
nonprofits,revenue,Receita
nonprofits,rulingDate,Data da Decisão
nonprofits,searchPrompt,"""Para reivindicar sua organização, procure pelo nome, local ou EIN."""
nonprofits,status,Status
nonprofits,slider,Barra Deslizante
nonprofits,socialLinks,Links Sociais
nonprofits,socialStream,Fluxo Social
nonprofits,subsection,Subseção
nonprofits,type,Tipo
nonprofits,year,Ano
nonprofits,assets,Ativos
nonprofits,fiscalSponsorInstructions,"Para se candidatar em nome de uma organização não 503(c) usando um patrocinador fiscal, você deve inserir algumas informações sobre a sua organização."
nonprofits,myNposHeader,Minhas NPO Reivindicadas
nonprofits,myOrgsHeader,Minhas Organizações Reivindicadas
nonprofits,nonprofitFocus,Foco Sem Fins Lucrativos
nonprofits,assets,Ativos
nonprofits,fiscalSponsorInstructions,"Para candidatar-se em nome de uma organização não abrangida pela seção 503(c) usando um patrocinador fiscal, será necessário inserir algumas informações sobre a sua organização."
nonprofits,searchPrompt,"Para reivindicar sua organização, pesquise por nome, localização ou Matrícula."
NPOprofile,account,Conta
NPOprofile,accountNumber,Número da Conta
NPOprofile,addAContact,Adicione um Contato
NPOprofile,addASocialLink,Adicione um Link Social
NPOprofile,bankInfo,Informações Bancárias
NPOprofile,bankName,Nome do Banco
NPOprofile,bankNamePlaceholder,A razão social completa do seu banco
NPOprofile,displayName,Nome de Exibição
NPOprofile,displayNamePlaceholder,Nome de exibição da sua organização
NPOprofile,emailPlaceholder,info@nossosite.com
NPOprofile,informationEmail,E-mail para Informações
NPOprofile,informationNumber,Número para Informações
NPOprofile,link,Link
NPOprofile,mailingAddress,Endereço Postal
NPOprofile,mailingAddressPlaceholder,"""101 East Main St, Charleston SC, USA"""
NPOprofile,mission,Missão
NPOprofile,nameOnAccount,Nome na Conta/Favorecido Aceitável
NPOprofile,orgInfo,Info. da Organização
NPOprofile,phonePlaceholder,(646) 580-6284
NPOprofile,routingNumber,Número de Roteamento
NPOprofile,shortMissionPlaceholder,Breve descrição da sua organização ou missão
NPOprofile,type,Tipo
NPOprofile,webAddress,Endereço do Site
NPOprofile,webAddressPlaceholder,http://www.minha-organizacao.com
NPOprofile,updateBankInfo,Atualizar Informações Bancárias
NPOprofile,updateOrgInfo,Atualizar Info. da Organização
NPOprofile,activities,Atividades
NPOprofile,award,prêmio!
NPOprofile,awards,prêmios!
NPOprofile,contactAdmin,Admin. de E-mail
NPOprofile,contactContact,Contato de E-mail
NPOprofile,ein,EIN:
NPOprofile,emailAdmins,Admins. de E-mail
NPOprofile,noProjects,Esta organização não possui nenhum projeto.
NPOprofile,noPrograms,Esta organização não possui nenhum programa relacionado.
NPOprofile,noOrgAwards,Esta organização não recebeu nenhum prêmio em
NPOprofile,noOrgPayments,Esta organização não recebeu nenhum pagamento em
NPOprofile,noOrgRequests,Esta organização não possui nenhuma requisição em
NPOprofile,offlineDonations,Doações Offline
NPOprofile,onlineDontations,Doações Online
NPOprofile,numberOfAwards,recebeu um total de
NPOprofile,paymentAlert1, recebeu um total de
NPOprofile,payment,pagamento!
NPOprofile,payments,pagamentos!
NPOprofile,webAddressPlaceholder,http://www.my-nonprofit.com
NPOprofile,award,Concessão!
NPOprofile,awards,Concessões!
NPOprofile,noOrgReports,Esta organização não tem nenhum relatório de progresso
NPOprofile,numberofProgressReports,tem um total de
NPOprofile,paymentAlert1,recebeu um total de
pages,accordion,Sanfona
pages,boxed,Caixa
pages,dark,Escuro
pages,darkHeader,Cabeçalho Escuro
pages,default,Padrão
pages,findAProject,Encontrar um Projeto
pages,fixed,Fixo
pages,fluid,Fluido
pages,footer,Rodapé
pages,header,Cabeçalho
pages,hover,Foco
pages,joinAGroup,Participar de um Grupo
pages,layout,Layout
pages,layoutUppercase,LAYOUT
pages,left,Esquerda
pages,light,Claro
pages,lightHeader,Cabeçalho Claro
pages,right,Direita
pages,roundedCorners,Cantos Arredondados
pages,sidebarMenu,Menu da Barra Lateral
pages,sidebarMode,Modo da Barra Lateral
pages,sidebarPosition,Posição da Barra Lateral
pages,squareCorners,Cantos Quadrados
pages,themeStyle,Estilo do Tema
pages,themeUppercase,TEMA
pages,topDropdowns,Menus Suspensos Superiores
payments,organization,Organização
payments,payment,Pagamento
payments,paid,Pago
payments,awardName,Nome da Concessão
payments,paymentName,Nome do pagamento
profile,activePayrollDeductions,Deduções Ativas em Folha
profile,addNewDeduction,Adicione uma nova dedução em folha procurando abaixo por uma organização
profile,addPayrollDeduction,Adicionar Dedução em Folha
profile,allGroups,Todos os Grupos
profile,amountToDonate,Insira a quantia que deseja doar
profile,cancelRequest,Cancelar Solicitação
profile,changePassword,Alterar Senha
profile,changePic,Alterar Imagem
profile,city,Cidade
profile,clickPayrollDonateButton,Clique no botão de doações em folha.
profile,confirmPassword,Confirme a Senha
profile,contactInfo,Info. de Contato
profile,country,País
profile,createGroup,Criar Um Novo Grupo
profile,currentPayrollDeductions,Atuais Deduções em Folha
profile,dedicateThisGift,Dedique este presente a um amigo ou ente querido
profile,deductionsBeginOn,Deduções em folha começarão em
profile,doesNotMatch,não coincidem
profile,editProfilePic,Editar Foto de Perfil
profile,emailAddress,Endereço de E-mail
profile,emailNotifications,Gostaria de receber notificações no endereço de e-mail informado?
profile,enterHonoreeName,Insira o nome do homenageado aqui
profile,fullAddress,Endereço Completo
profile,goalsNotExist,As metas não existem
profile,groupName,Nome do Grupo
profile,groupPrivacy,Privacidade
profile,groupPrivacyToolTip,"""Grupos públicos podem ser vistos e estão abertos à participação de qualquer pessoa. Grupos só para convidados podem ser encontrados nos resultados da busca, mas os usuários não podem participar sem um convite. Grupos privados não podem ser encontrados nos resultados da busca e a participação neles só ocorre por convite."""
profile,groupsHeader,Grupos
profile,groupsNotExist,Grupos não existem
profile,invalid,Inválido
profile,inHonorOf,Em Honra de
profile,inMemoryOf,Em Memória de
profile,inviteHeader,Convidar Membros do Grupo
profile,isRequired,é necessário(a)
profile,isToLong,é muito longo(a)
profile,joinGroup,Ingressar
profile,leaveGroup,Sair do Grupo
profile,makeDonationAnonymously,Fazer esta doação anonimamente
profile,middleName,Nome do Meio
profile,mobilePhone,Telefone Móvel
profile,myFiscalSponsors,Meus Patrocinadores Fiscais
profile,myGroups,Meus Grupos
profile,newGroup,Novo Grupo
profile,newPassword,Nova Senha
profile,noCurrentDeductions,Você não configurou nenhuma dedução em folha para este programa.
profile,officePhone,Telefone do Trabalho
profile,paychecksPerYear,Contracheques Por Ano
profile,payrollDeductionProgram,Programa de Dedução em Folha
profile,payrollDeductions,Deduções em Folha
profile,pendingInviteTitle,Convites Pendentes
profile,personalInfo,Info. Pessoais
profile,pleaseEnterValidEmail,Favor inserir um e-mail válido
profile,pleaseSelectValidAddress,Favor selecionar um endereço válido
profile,profile,Perfil
profile,profilePicture,Foto de Perfil
profile,requestInvite,Solicitar Convite
profile,requestPending,Solicitação Pendente
profile,searchForNPOToDonate,"""Procure por uma organização para a qual gostaria de doar, na barra de busca abaixo."""
profile,selectNewProfPic,Selecione uma nova Foto de Perfil
profile,selectYourNPO,"""Selecione sua organização. Depois, insira a quantia que gostaria de doar por ano e calcularemos a quantia deduzida por contracheque."""
profile,settingUpPayrollDeductions,Configurando e Gerenciando Suas Doações em Folha
profile,setupAPayrollDeduction,Configure uma Dedução em Folha
profile,specialInstructions,Instruções Especiais
profile,specificPurpose,Peça que a organização use a doação para um fim específico
profile,state,Estado
profile,street,Rua/Avenida
profile,toDonatePleaseChoose,"""Para doar, por favor, escolha um destinatário; procure pelo nome, local ou EIN"""
profile,toManageDeductions,para gerenciar as doações em folha
profile,upcomingPayrollDeductions,Futuras Deduções em Folha
profile,youHaveUntil,Você tem até
profile,youMayMakeChangesToDeductions, Você pode realizar alterações em suas deduções em folha até o fechamento do negócio em
profile,zip,CEP
profile,confirmPasswordPlaceholder,Reinsira sua nova senha
profile,donationNotVerified,Doação Não Confirmada
profile,editProfile,Editar Perfil
profile,fulfilled,Realizado(s)
profile,goodtoGrant,Pagamento Pendente
profile,groupPrivacyToolTip,"Grupos públicos podem ser vistos por todos e a participação é livre. Grupos exclusivos por convite podem ser encontrados nos resultados da busca, mas os usuários não podem participar sem um convite. Grupos privados não podem ser encontrados nos resultados da busca e neles só se pode participar mediante convite."
profile,inProcess,Em Processo
profile,myProfile,Meu Perfil
profile,newPasswordPlaceholder,A senha deve ter no mínimo 6 caracteres
profile,pendingReview,Análise Pendente
profile,perPayPeriod,Período Por Pagamento
profile,perYear,Por Ano
profile,rejected,Recusado
profile,scheduled,Agendado
profile,searchForNPOToDonate,Pesquise na barra abaixo uma organização para a qual gostaria de doar.
profile,selectYourNPOannual,"Selecione sua organização. Depois, insira a quantia que deseja doar por ano e nós calcularemos a quantia deduzida do seu salário."
profile,selectYourNPOpayperiod,Selecione sua organização. Depois insira a quantia que deseja doar por folha de pagamento.
profile,updateSuccessMessage,Suas informações foram atualizadas
profile,uploadProfilePicture,Carregue sua foto de perfil
profile,verified,Confirmado
profile,verifiedByNonprofit,Confirmado pela Organização
profile,addNewDeduction,Adicionar uma nova dedução em folha de pagamento procurando por uma organização abaixo
profile,addNewDeductionSelect,Adicionar uma nova dedução em folha de pagamento selecionando uma organização abaixo
profile,boardRecordCreated,Registro de Participação da Diretoria criado com sucesso.
profile,businessUnit,Unidade de Negócios
profile,company,Empresa
profile,currency,Moeda
profile,dateOfBirth,Data de Nascimento
profile,department,Departamento
profile,division,Divisão
profile,employeeStatus,Situação do Funcionário
profile,employeeType,Tipo de Funcionário
profile,employmentInformation,Informações de Emprego
profile,gender,Sexo
profile,homePhone,Tel. Residencial
profile,JobFunction,Função
profile,jobTitle,Cargo
profile,locationCode,Código de Localização
profile,mailStop,Ponto de coleta e entrega de correspondência
profile,managerLevel,Nível de Gerente
profile,personalEmailAddress,Endereço de E-mail Pessoal
profile,preferredName,Nome preferencial
profile,sector,Setor
profile,startGreater,A data de início não pode ser posterior à data de encerramento.
profile,streetAddress1,Endereço postal 1
profile,streetAddress2,Endereço postal 2
profile,suffix,Sufixo
profile,zipAndPostalCode,CEP/Código Postal
profile,zipPostalCode,Código Postal
receipt,taxReceipt,Recibo Fiscal
receipt,annualStatement,Declaração Anual
receipt,receiptDetails,Dados do Recibo
receipt,dwAddressLine1,2750 S. Kanner Highway
receipt,dwAddressLine2,"Stuart, Florida 34994"
receipt,annualDonationReceipt,Recibo de Doação Anual
receipt,dwTaxReceiptText0,Agradecemos por usar sua conta na DonateWell para fazer doações entre
receipt,dwTaxReceiptText1,. Suas doações totais de
receipt,dwTaxReceiptText2,tiveram um grande impacto nas vidas dos beneficiados pela sua generosidade pessoal. Obrigado!
receipt,dwTaxReceiptText3,"Embora você tenha aconselhado sua(s) doação(ões) a uma ou mais instituições de caridade diferentes, sua(s) doação(ões) foram realizadas para a DonateWell e aplicadas em sua conta pessoal de Fundo Aconselhado pelo Doador. Para fins de declaração fiscal, a DonateWell é a instituição de caridade que recebeu sua(s) doação(ões)."
receipt,dwTaxReceiptText4,Este documento serve como um recibo de confirmação de fim de ano para doações de caridade na quantia de
receipt,dwTaxReceiptText5, realizadas por
receipt,dwTaxReceiptText6, à DonateWell entre
receipt,dwTaxReceiptText7,Quaisquer recibos para dedução de impostos que você possa ter inadvertidamente recebido de entidades sem fins lucrativos para os anúncios listados abaixo são inelegíveis para fins de declaração fiscal
receipt,dwTaxReceiptText8,"Efetue login em sua conta na DonateWell, a qualquer momento, para ver os detalhes das suas doações, distribuídas às suas instituições de caridade, e o saldo da sua conta disponível para fazer doações adicionais."
receipt,dwTaxReceiptText9,"Por favor, observe que a RF exige que você retenha esta carta como um recibo para comprovar sua doação de caridade. A DonateWell é uma instituição de caridade pública 501(c)3, com ID Federal:46-0942102."
receipt,dwTaxReceiptText10,"De acordo com a exigências da RF para contribuições de caridade, a DonateWell reconhece que nenhuma mercadoria, serviço ou benefícios quid pro quo (tangíveis ou intangíveis) foram fornecidos a você pela DonateWell como contrapartida da sua doação de caridade."
receipt,dwTaxReceiptText11,"Atenciosamente,"
receipt,dwTaxReceiptText12,David Barach
receipt,dwTaxReceiptText13,Presidente da DonateWell
receipt,advisedCharity,Caridade Assessorada
receipt,dwTaxReceiptText7,Quaisquer recibos com dedução fiscal inadvertidamente recebidos por você de uma organização sem fins lucrativos para as considerações listadas abaixo não são elegíveis para fins de declaração de imposto.
receipt,dwTaxReceiptText9,"Lembramos que a Receita Federal exige que você guarde esta carta como um recibo para comprovar sua doação filantrópica. DonateWell é uma organização filantrópica 501(c)3, Matrícula: 46-0942102."
requests,emailConfirmation,Você também deve receber um e-mail de confirmação do seu envio.
requests,noAwards,Você não possui nenhum subsídio em
requests,noPayments,Você não possui nenhum pagamento em
requests,noReports,Você não possui nenhum relatório de progresso em
requests,noRequests,Você não possui nenhuma requisição em
requests,noRequestsForReview,Você não possui nenhuma requisição atribuída para análise.
requests,noAmountRequested,Nenhuma quantia requisitada
requests,progressSubmittedOn,Seu relatório de progresso foi enviado em
requests,requestSubmittedOn,Sua requisição foi enviada em
requests,thankYouForCommitment,Agradecemos pelo seu compromisso com a nossa comunidade!
requests,viewAll,Ver todas as Requisições
requests,viewAllReports,Ver todos os Relatórios
requests,noAwards,Sem concessões para exibir.
requests,noPayments,Sem pagamentos para exibir.
requests,noReports,Sem relatórios de progresso para exibir.
requests,noRequests,Sem solicitações para exibir.
requests,noReviews,Sem avaliações para exibir.
review,requestsForReview,Solicitações para avaliação
rules,contains,{source} contém {value}
rules,doesNotContain,{source} não contém {value}
rules,doesNotEndWith,{source} não termina com {value}
rules,doesNotEqual,{source} não é igual a {value}
rules,doesNotStartWith,{source} não começa com {value}
rules,endsWith,{source} termina com {value}
rules,equals,{source} igual a {value}
rules,isGreaterThan,{source} é maior que {value}
rules,isLessThan,{source} é menor que {value}
rules,isNotGreaterThan,{source} não é maior que {value}
rules,isNotLessThan,{source} não é menor que {value}
rules,startsWith,{source} começa com {value}
rules,theAnswerTo,a resposta a {question}
rules,theCurrentUsersName,nome do usuário atual
rules,theCurrentUsersType,tipo do usuário atual
rules,thisIsHiddenBecause,Isto está oculto por um ou mais desses motivos:
rules,thisIsInvalidBecause,Isto é inválido por um ou mais desses motivos:
rules,thisIsReadOnlyBecause,Isto é apenas para leitura por um ou mais desses motivos:
search,adminEmail,E-mail do Administrador
search,cantFind,Não é possível encontrar o que você está procurando
search,cantFindOrg,Não é possível encontrar sua organização nos resultados
search,checkAbbreviations,"""Confira abreviações. Por exemplo, tente procurar por 'Co' em vez de 'Condado'"""
search,contactOrgAdmin,O administrador da organização precisará contatar a DonateWell para ser adicionado ao nosso banco de dados. Você pode preencher o formulário abaixo e enviar uma mensagem a eles para informá-los de que estão perdendo a oportunidade de receber doações.
search,doubleCheck,Verifique duas vezes a ortografia
search,donateNowButton,Doar Agora
search,enterYourQuestionHere,Insira sua pergunta aqui
search,filter,Filtro
search,followButton,Seguir
search,following,Seguindo
search,globalSearchPlaceholder,Procure por uma organização...
search,myOrganizations,Minhas Organizações
search,nonprofitFocus,Foco da Organização
search,notFollowing,Você não está mais seguindo
search,notFollowingMessage,"""Ao seguir uma organização, você se manterá atualizado sobre suas atividades e eventos.  Para seguir uma organização, clique no botão Procurar, encontre uma organização do seu interesse e clique em Seguir."""
search,notFollowingTitle,Você não está seguindo nenhuma organização
search,notSupportedMessage,"""Aqui você encontrará uma lista de organizações que você apoiou no passado, seja como voluntário, doador ou de outra forma.  Envolva-se hoje mesmo ao clicar em Procurar e encontrar uma organização que você queira ajudar."""
search,notSupportedTitle,Você não apoiou nenhuma organização
search,nowFollowing,Você agora está seguindo
search,orgName,Nome da Organização
search,orgNotInDatabase,Se uma organização não estiver no banco de dados
search,recordsPanelMessageCannotComplete,"""Não pudemos completar sua busca neste momento. Por favor, tente novamente mais tarde."""
search,recordsPanelMessageNoResults,Sua busca retornou 0 resultado
search,recordsPanelMessageResultsHere,Os resultados da sua busca aparecerão aqui...
search,requestAMatch,Registrar uma Doação
search,searchDatePlaceholder,MM/DD/AAAA HH:MM AM/PM
search,searchOneWord,"""Procure por duas palavras em vez de três, etc. Exemplo:  'Banco alimentar' em vez de 'Banco de alimentos'"""
search,searchByOrg,Procure pelo EIN da organização
search,searchCommon,Procurar
search,searchForNPO,Procure por uma organização
search,searchForUser,Procure por um Colega de Trabalho
search,searchLocationPlaceholder,"""Rua, Cidade, Estado ou CEP"""
search,searchPlaceholder,"""Procure pelo nome, local ou EIN"""
search,searchUserPlaceholder,Procure pelo nome
search,searchDonatePlaceholder,"""Para doar, por favor, escolha um destinatário; procure pelo nome, local ou EIN"""
search,searchVolunteerPlaceholder,"""Para selecionar uma organização, procure pelo nome, local ou EIN"""
search,searchVolunteers,Procurar Voluntários
search,selectNPOForProject,"""Selecione uma organização para este projeto - procure pelo nome, local ou EIN"""
search,sort,Ordenar
search,streetCityStateCountry,"""Rua, Cidade, Estado e País"""
search,unFollow,Deixar de Seguir
search,whenSearching,"""Ao procurar por uma organização, é importante lembrar-se de que a DonateWell usa as informações arquivadas junto à Receita Federal para fins de confirmação. Caso tenha problemas em localizar uma organização, tente seguir"""
search,checkAbbreviations,"Confira as abreviaturas. Por exemplo, tente pesquisar por ‰ÛÏCo‰Û em vez de ‰ÛÏCounty‰Û"
search,globalSearchPlaceholder,Pesquise por uma organização...
search,noEligibleOrgsFound,Não há organizações elegíveis que correspondam ao seu termo de busca. Tente outra frase ou role abaixo pela lista completa de organizações elegíveis.
search,notFollowingMessage,"Ao seguir uma organização sem fins lucrativos, você se manterá atualizado sobre suas atividades e eventos. Para seguir uma organização, clique no botão Buscar, encontre uma organização que seja do seu interesse e clique em Seguir."
search,orgContactEmail,E-mail de Contato da Organização
search,searchOneWord,Pesquise por uma palavra em vez de duas ou vice-versa. Exemplo:  ‰ÛÏFoodbank‰Û em vez de ‰ÛÏFood Bank‰Û
search,searchForNPO,Pesquise por uma organização
search,searchForNPOElig,Pesquise por uma Organização na lista de organizações elegíveis
search,searchVolunteerPlaceholder,"Para selecionar uma Organização, pesquise pelo nome, localização ou EIN"
search,selectNPOForProject,"Selecione uma Organização para este projeto - Pesquise pelo nome, local ou EIN"
search,whenSearching,"Ao pesquisar por uma organização, é importante lembrar-se de que a DonateWell usa as informações registradas junto à RF para confirmação. Caso você tenha problemas em localizar uma organização, tente o seguinte"
search,add,Adicionar
search,addAnOrg,Adicionar uma Organização
search,additionalDetails,Detalhes Adicionais
search,addOrg,Adicionar Organização
search,addOrgInstructions,Clique no botão Adicionar Organização abaixo para preencher o formulário para que sua organização seja adicionada ao banco de dados.
search,address1,Linha de endereço 1
search,address2,Linha de endereço 2
search,cantFind,Não foi possível encontrar o que você está procurando
search,classId,ID de Classificação
search,classification,Classificação
search,classType,"Categoria NTEE, Tipo de Organização"
search,contactName,Primeiro e Último Nome
search,datepickerPlaceholder,DD/MM/AAAA HH:MM AM/PM
search,donateNowButton,Doar agora
search,ein,Matrícula
search,ein,Matrícula
search,myOrganizations,Minhas Organizações
search,ngoName,ONG/Nome da Organização
search,npoType,Tipo de NPO
search,ntee,Categoria de NTEE
search,searchByOrg,Pesquisar pela matrícula da organização
search,searchForNPOElig,Pesquise uma Organização na lista de organizações elegíveis
search,searchPlaceholder,"Pesquisar por nome, localização ou matrícula"
search,searchVolunteerPlaceholder,"Para selecionar uma Organização, pesquise por nome, localização ou Matrícula"
search,selectNPOForProject,"Selecione uma Organização para este projeto -  pesquise por nome, localização ou Matrícula"
search,stillCantFindOrg,"Ainda não consegue encontrar a sua organização? Talvez sua organização não exista atualmente no DonateWell porque não consta listada no Arquivo Empresarial Principal da Receita Federal! Não se preocupe, a equipe de suporte do DonateWell pode trabalhar com você para adicionar sua organização ao banco de dados. Só precisamos de algumas informações suas para começar. Se você não tiver uma conta no DonateWell, "
search,stillCantFindOrg2," para criar uma. Se você já tiver uma conta, "
search,stillCantFindOrg3, para identificar a categoria da sua organização e descobrir qual a documentação que você deverá enviar-nos.
signin,errorMsg1,"""Nome de usuário ou senha incorreta. Por favor, tente novamente."""
signin,forgotPwd,Esqueceu Sua Senha?
signin,loginNameLabel,E-mail
signin,nonprofitWelcomeText,"""Crie sua conta, reivindique sua organização, veja programas e gerencie solicitações. Comece hoje mesmo!"""
signin,pwdLabel,Senha
signin,signUpLink,Registrar-se
signin,submitButton,Login
signin,welcome,Bem-vindo(a)
signin,nonprofitWelcomeText,"Crie sua conta, reivindique a sua Organização, veja os programas e gerencie as requisições. Comece hoje mesmo!"
signin,registrationCheckEmail1,"Um e-mail de confirmação foi enviado ao endereço que você forneceu, junto com instruções sobre como completar seu registro."
signin,registrationCheckEmail2,"Pode levar alguns minutos para chegar, por isso, confira sua caixa de entrada e veremos você lá dentro em breve."
signin,registrationCheckEmail3,"Caso não veja o e-mail, confira sua pasta de spam ou clique abaixo e tentaremos enviá-lo novamente."
signin,registrationThankYou,Agradecemos pelo seu registro!
signin,resendRegistrationEmail,Reenviar E-mail de Registro
signin,returnToSignin,Voltar à página de entrada
signup,downloadWaiver,Baixar Renúncia
signup,pageTitle,Registrar-se
signup,signInLink,Entrar
signup,forgotPwd,Esqueceu Sua Senha?
signup,submitButton,Login
signup,loginNameLabel,E-mail
signup,pwdLabel,Senha
templates,accessCode,Código de Acesso:
templates,addedToReviewCommitteeBody,"Você foi adicionado recentemente como um integrante do <%= committeeName %> para ajudar na avaliação de solicitações apresentadas para financiamento. Agradecemos a sua atuação nesta capacidade. Para exibir solicitações designadas para avaliação por este comitê, faça login no portal e navegue até a guia Subvenção e, em seguida, na guia Avaliação.<br><br><a href='<%= portalURLs[recipient.rel] %>'><%= portalURLs[recipient.rel] %></a><br><br>"
templates,addedToReviewCommitteeSub,Você foi adicionado a um Comitê de Avaliação
templates,advisedDonationAmt,Valor de Doação Direcionada:
templates,advisedDonationOrg,Organização de Doação Direcionada DonateWell:
templates,budgetDepletingBody,O orçamento do seu programa está quase esgotado. O orçamento relacionado a este programa exigirá mais fundos ou o programa será fechada quando o orçamento chegar ao saldo de $0.<br><br>Programa: <%= programName %><br>Orçamento Original do Programa: <%= programBudget %><br>Limiar: <%= budgetThreshold %><br>Orçamento Restante: <%= remainingBudget %>
templates,budgetDepletingSub,Fundos do Orçamento do Programa Esgotando
templates,cancelProjectBody,<%= projectName %> foi cancelado pelo coordenador.
templates,cancelProjectSub,<%= projectName %> foi cancelado
templates,charitableGiftAmt,Valor da Doação Filantrópica:
templates,closing,<%= companyName %><br><%= defaultSender %>
templates,collabInviteBody,"Você foi convidado por <%= inviter %> para colaborar em uma solicitação de subvenção para <%= orgName %> para o programa de  subvenção <%= programName %>.<br><br>Lembramos que o pedido só pode ser editado por uma pessoa de cada vez. Se mais de uma pessoa tentar editar o pedido ao mesmo tempo, existe o risco de perda de dados.<br><br>Você pode visualizar e editar o pedido no seguinte URL:<br><a href='<%= applicationURL %>'><%= applicationURL[recipient.rel] %></a>"
templates,collabInviteSub,Convite para colaborar em uma solicitação de subvenção
templates,congratulationsGreeting,Parabéns <%= rec.name %>!
templates,dear,"Prezado(a) <%= recipient.name %>,"
templates,donationReceipt,Recibo de Doação
templates,donationThankYou1,Lembramos que a Receita Federal exige que você guarde esta carta como um recibo para comprovar sua doação filantrópica.
templates,donationThankYou2,Obrigado pela sua doação para <%= orgName %>. Sua participação fortalece a comunidade da <%= companyName %>!
templates,donationThankYou3,Sua doação de $<%= donationAmount %> foi processada pelo DonateWell e foi direcionada para benefício de <%= orgName %>. O DonateWell concederá esses fundos como uma doação para <%= orgName %>. Consulte nossos Termos de Serviço para obter mais informações.
templates,donationThankYou4,"Em conformidade com os requisitos da Receita Federal para contribuições filantrópicas, o DonateWell reconhece que nenhum bem ou serviços, ou reciprocidade de benefícios (tangíveis ou intangíveis) foi fornecido ou prestado a você pelo DonateWell em contrapartida à doação filantrópica.<br><br>Você está recebendo este e-mail transacional como um recibo de sua doação através da <%= companyName %> e do site Good Done Great. Em caso de dúvidas ou se precisar de assistência, visite nosso Centro de Suporte."
templates,donationThankYouSub,Obrigado por sua doação
templates,donorAdvisedFundSponsor,Patrocinador de fundos de doador direcionado:
templates,donorName,Nome do Doador:
templates,grantProgram,Programa de Subvenção:
templates,groupInviteAcceptedBody,Você foi aceito para o grupo: <strong><%= groupName %></strong>.
templates,groupInviteAcceptedSub,Convite para grupo aceito
templates,groupInviteBody,<%= inviter %> convidou você para participar do grupo <%= groupName %>.
templates,groupInviteSub,Convite para participar do <%= groupName %>
templates,invitationToApplyBody,"<%= companyName %> gostaria de convidá-lo a se inscrever no programa de subvenção<%= programName %>. Clique no link abaixo para logar em nosso portal e visualizar o programa. Depois de logado, inicie o processo de pedido clicando em “Inscrever-se”. Será solicitado que você digite o código de acesso abaixo para continuar o processo."
templates,invitationToProjectBody,Você foi convidado por <%= inviter %> para ser voluntário para <strong><%= projectName %></strong>. Faça login no portal de funcionários para inscrever-se para esta empolgante oportunidade: <a href='<%= signupURL[rec.rel] %>'>Inscreva-se aqui</a>
templates,invitationToProjectSub,Convite para participar do <%= projectName %>
templates,inviteApplicantSubject,Convite para Requerer
templates,login,Acessar
templates,loginColon,Acessar:
templates,loiApprovedBody,"Parabéns! Sua solicitação de carta de intenções foi aprovada para o programa de subvenção<%= programName %>. Clique no link abaixo para visitar o nosso portal de pedidos antes do término do prazo de envio em <%= requestDeadline %> para preencher e enviar a sua solicitação completa.<br><br><a href='<%= portalURL %>'><%= portalURL %></a><br><br>Em caso de quaisquer dúvidas durante esse processo de pedido, fique à vontade para contatar-nos no endereço indicado abaixo."
templates,loiApprovedSub,Carta de intenções aprovada
templates,loiDeclinedBody,"Obrigado por enviar sua carta de intenções para o programa de subvenção<%= programName %>. Lamentamos informar-lhe que você não foi aprovado para apresentar um pedido completo para a seguinte solicitação: <%= requestName %>.<br><br>Recomendamos que você leia as diretrizes do nosso programa de  subvenção e envie um novo pedido no futuro. Em caso de quaisquer dúvidas, fique à vontade para contatar-nos no endereço indicado abaixo."
templates,loiDeclinedSub,Carta de intenções recusada
templates,loiDueBody,"Esta mensagem é para avisá-lo que o prazo de envio da LOI (Carta de Intenções) para o <%= programName %> está quase terminando. Certifique-se de preencher a sua LOI até <%= loiDueDate %>. Se você não concluir seu pedido em tempo, seu pedido será marcado como incompleto e não será considerado para uma subvenção."
templates,loiDueSub,Prazo de envio da LOI para o <%= programName %> quase terminando
templates,loiReceivedBody,Obrigado por enviar uma carta de intenções para a <%= companyName %> para o programa de subvenção<%= programName %>. Vamos avaliar sua solicitação e notificá-lo sobre a situação. Fique à vontade para contatar-nos a qualquer hora se tiver perguntas.
templates,loiReceivedSub,Carta de intenções recebida
templates,matchPaymentApprovedBody,Sua Solicitação de Correspondência para $<%= paymentAmt %> para a organização <%= orgName %> foi aprovada e o pagamento foi agendado.
templates,matchPaymentApprovedSub,Solicitação de Correspondência Aprovada
