area,key,zh-CN
profile,setupAPayrollDeduction,设置薪资扣除
profile,specialInstructions,特别说明
profile,specificPurpose,要求机构将捐赠用于特定目的
profile,startGreater,起始日期不能晚于结束日期。
profile,state,州
profile,street,街道
profile,streetAddress1,街道地址1
profile,streetAddress2,街道地址2
profile,suffix,后缀
profile,toDonatePleaseChoose,要捐赠，请选择接受者 - 按名称、位置或EIN搜索
profile,toManageDeductions,要管理您的薪资捐赠
profile,upcomingPayrollDeductions,即将进行的薪资扣除
profile,updateSuccessMessage,您的信息已更新
profile,uploadProfilePicture,上传您的简况照片
profile,verified,已验证
profile,verifiedByNonprofit,已由机构验证
profile,youHaveUntil,您有直到
profile,youMayMakeChangesToDeductions,您可以在下班前更改薪资扣除
profile,zip,邮编
profile,zipAndPostalCode,邮政编码
profile,zipPostalCode,邮政编码
receipt,advisedCharity,推荐的慈善机构
receipt,annualDonationReceipt,年度捐赠收据
receipt,annualStatement,年度报表
receipt,dwAddressLine1,2750 S. Kanner Highway
receipt,dwAddressLine2,斯图尔特市，弗洛里达州 34994
receipt,dwTaxReceiptText0,感谢您使用DonateWell账户进行……之间的捐赠
receipt,dwTaxReceiptText1,。您的……总给予
receipt,dwTaxReceiptText10,根据IRS的慈善捐赠要求，DonateWell确认其未因您的慈善礼物而向您提供任何商品或服务或交换好处（有形或无形）。
receipt,dwTaxReceiptText11,致谢，
receipt,dwTaxReceiptText12,David Barach
receipt,dwTaxReceiptText13,DonateWell董事长
receipt,dwTaxReceiptText2,对受益于您个人慷慨的人们的生活产生了巨大影响。感谢您！
receipt,dwTaxReceiptText3,虽然您向一个或多个不同的接收慈善机构做出捐赠的建议，您仅向DonateWell捐赠，且仅适用于您的个人捐赠者建议资金账户。为报税之目的，DonateWell为接收您捐赠的慈善机构。
receipt,dwTaxReceiptText4,本文件用作慈善捐赠的年底统一收据，金额为
receipt,dwTaxReceiptText5,由……提供
receipt,dwTaxReceiptText6,向……之间的DonateWell
receipt,dwTaxReceiptText7,您可能并非有意从非盈利机构收取的有关下列建议的可减税收据，不适合用于报税之目的。
receipt,dwTaxReceiptText7,您因下列广告而无意中从非营利性机构收到的任何可免税收据不适用于税务申报目的。
receipt,dwTaxReceiptText8,随时登录您的DonateWell账户，查看您的捐赠、向您的慈善机构分发的礼物以及您可用于另行发放礼物的账户余额等详细情况。
receipt,dwTaxReceiptText9,请注意，IRS要求您保留此函作为收据，以证明您的慈善礼物。DonateWell为501（c）3公共慈善机构，联邦编号：46-0942102。
receipt,dwTaxReceiptText9,请注意，美国国税局要求您将该信件作为证明您的慈善捐赠的收据。DonateWell是501(c)3公共慈善机构，注册ID：46-0942102。
receipt,receiptDetails,收据细节
receipt,startGreater,起始日期不能晚于结束日期。
receipt,taxReceipt,税单
requests,emailConfirmation,您还应收到对您所提交申请的电子邮件确认。
requests,noAmountRequested,没有申请金额
requests,noAwards,您在……没有任何授予
requests,noAwards,没有要显示的拨款。
requests,noPayments,您在……没有任何付款
requests,noPayments,没有要显示的付款。
requests,noReports,您在……没有任何进度报告
requests,noReports,没有要显示的进度报告。
requests,noRequests,您在……没有任何申请
requests,noRequests,没有要显示的申请。
requests,noRequestsForReview,您没有任何指定审核的申请。
requests,noReviews,没有要显示的审核。
requests,progressSubmittedOn,您的进度报告已于……提交
requests,requestSubmittedOn,您的申请已于……提交
requests,thankYouForCommitment,感谢您对我们社区的奉献！
requests,viewAll,查看所有申请
requests,viewAllReports,查看所有报告
review,requestsForReview,审核请求
review,viewAll,查看所有申请
rules,contains,{source}包含{value}
rules,doesNotContain,{source}不包含{value}
rules,doesNotEndWith,{source}不是以{value}为结尾
rules,doesNotEqual,{source}不等于{value}
rules,doesNotStartWith,{source}不是以{value}为开头
rules,endsWith,{source}以{value}为结尾
rules,equals,{source}等于{value}
rules,isGreaterThan,{source}大于{value}
rules,isLessThan,{source}小于{value}
rules,isNotGreaterThan,{source}不大于{value}
rules,isNotLessThan,{source}不小于{value}
rules,noAwards,没有要显示的拨款。
rules,noPayments,没有要显示的付款。
rules,noReports,没有要显示的进度报告。
rules,noRequests,没有要显示的申请。
rules,noReviews,没有要显示的审核。
rules,requestsForReview,审核请求
rules,startsWith,{source}以{value}为开头
rules,theAnswerTo,{question}的答案
rules,theCurrentUsersName,当前用户名
rules,theCurrentUsersType,当前用户类型
rules,thisIsHiddenBecause,这由于以下的一个或多个原因而隐藏：
rules,thisIsInvalidBecause,这由于以下的一个或多个原因而无效：
rules,thisIsReadOnlyBecause,这由于以下的一个或多个原因而设为只读格式：
rules,viewAllReports,查看所有报告
search,add,添加
search,addAnOrg,添加一家机构
search,additionalDetails,更多详情
search,addOrg,添加机构
search,addOrgInstructions,请点击下方的“添加机构”按钮来完成让您的机构加入数据库的表格。
search,address1,地址行1
search,address2,地址行2
search,adminEmail,管理员的电子邮件
search,cantFind,找不到您要查找的内容
search,cantFind,无法找到您寻找的内容
search,cantFindOrg,在结果中找不到您的机构
search,checkAbbreviations,"搜索机构……没有合格机构匹配您的搜索项。尝试另一短语或滚动查看下面的完整合格机构列表。您在关注某一非盈利机构时，将会让您随时了解其活动和事件的最新情况。若要关注某一机构，可点击“搜索”按钮，找到您感兴趣的机构，点击“关注”。查看缩略语。如：尝试按 ""Co""，而非 ""County"" 搜索。"
search,checkAbbreviations,搜索机构……没有合格机构匹配您的搜索项。尝试另一短语或滚动查看下面的完整合格机构列表。您在关注某一非盈利机构时，将会让您随时了解其活动和事件的最新情况。若要关注某一机构，可点击“搜索”按钮，找到您感兴趣的机构，点击“关注”。查看缩略语。如：尝试按 "Co"，而非 "County" 搜索。
search,classId,类别ID
search,classification,类别
search,classType,NTEE类别，机构类型
search,contactName,姓氏和名字
search,contactOrgAdmin,该组织的管理员将需要联系DonateWell被添加到我们的数据库。你可以向他们发送一条消息，让他们知道他们正在填写下面的表单错过了可能的捐赠
search,contactOrgAdmin,该组织的管理员将需要联系DonateWell被添加到我们的数据库。你可以向他们发送一条消息，让他们知道他们错过了可能的捐赠
search,donateNowButton,立刻捐赠
search,doubleCheck,仔细检查了正确的拼写
search,ein,注册ID
search,globalSearchPlaceholder,搜索机构……
search,myOrganizations,我的机构
search,ngoName,非政府组织/机构名称
search,noEligibleOrgsFound,没有合格机构匹配您的搜索项。尝试另一短语或滚动查看下面的完整合格机构列表。
search,notFollowingMessage,您在关注某一非盈利机构时，将会让您随时了解其活动和事件的最新情况。若要关注某一机构，可点击“搜索”按钮，找到您感兴趣的机构，点击“关注”。
search,notFollowingTitle,您没有关注任何机构
search,notSupportedMessage,您能在此处找到自己支持过的机构列表，无论是通过志愿服务、捐赠，或以其它方式。通过点击搜索并找到您想帮助的机构来立即参与。
search,notSupportedTitle,您没有支持任何机构
search,nowFollowing,您正在关注
search,npoType,非营利性组织类别
search,ntee,NTEE类别
search,orgContactEmail,机构联系电子邮件
search,orgName,机构名称
search,orgNotInDatabase,如果机构没在数据库中
search,recordsPanelMessageCannotComplete,我们目前无法完成您的搜索，请稍后重试。
search,recordsPanelMessageNoResults,您的搜索返回了0个结果
search,recordsPanelMessageResultsHere,您的搜索结果会出现在此处…
search,requestAMatch,记录捐赠
search,searchByOrg,使用机构的注册ID搜索
search,searchByOrg,按机构的EIN搜索
search,searchCommon,搜索
search,searchDatePlaceholder,两位月/两位日/四位年 HH:MM 上午/下午
search,searchDonatePlaceholder,要捐赠，请选择接受者 - 按名称、位置或EIN搜索
search,searchForNPO,搜索机构
search,searchForNPOElig,在合格机构列表中搜索机构
search,searchForNPOElig,在合格机构名单中搜索机构
search,searchForUser,搜索同事
search,searchLocationPlaceholder,街道、城市、州和邮编
search,searchOneWord,"搜索一个字而不是两个字，或反之亦然。例如：“Foodbank""和""Food Bank”"
search,searchOneWord,按一个词，而非两个词搜索，反之亦然。例如： "Foodbank" 而非 "Food Bank".
search,searchPlaceholder,使用名称、地点或注册ID搜索
search,searchPlaceholder,按名称、位置或EIN搜索
search,searchUserPlaceholder,按名称搜索
search,searchVolunteerPlaceholder,若要选择一家机构，使用名称、地点或注册ID搜索
search,searchVolunteerPlaceholder,若要选择机构，可按名称、位置或雇主识别号码搜索
search,searchVolunteerPlaceholder,要选择机构，按名称、位置或EIN搜索
search,searchVolunteers,搜索志愿者
search,selectNPOForProject,为这个项目选择一家机构——使用名称、地点或注册ID搜索
search,selectNPOForProject,选择本项目的某一机构 - 按名称、位置或雇主识别号码搜索
search,selectNPOForProject,选择该项目的机构 - 按名称、位置，或EIN搜索
search,sort,分类
search,startsWith,{source}以{value}为开头
search,stillCantFindOrg,仍不能找到您的机构？您的机构目前有可能不包含在DonateWell内，因为它没有在美国国税局企业主文件中列出！但是不要担心，DonateWell支持团队可以帮助您将您的机构加入数据库。我们只需要您提供一些信息，便可以开始。如果您没有DonateWell账户，
search,stillCantFindOrg2,请创建一个。如果您已经拥有一个账户，
search,stillCantFindOrg3,请找出您的机构所属类别以及我们需要您发送给我们的文书。
search,streetCityStateCountry,街道、城市、州和国家
search,theAnswerTo,{question}的答案
search,theCurrentUsersName,当前用户名
search,theCurrentUsersType,当前用户类型
search,thisIsHiddenBecause,这由于以下的一个或多个原因而隐藏：
search,thisIsInvalidBecause,这由于以下的一个或多个原因而无效：
search,thisIsReadOnlyBecause,这由于以下的一个或多个原因而设为只读格式：
search,unFollow,取消关注
search,whenSearching,当搜索机构时，重要的是要记住，DonateWell用美国国税局存档的信息进行验证。如果您查找机构时遇到困难，请尝试以下
search,whenSearching,搜索机构时，切记DonateWell采用在IRS存档的信息进行验证，这一点十分重要。如您在查找机构位置时遇到麻烦，可尝试下列
signin,errorMsg1,用户名或密码不正确，请重试。
signin,forgotPwd,忘记密码了？
signin,loginNameLabel,电子邮件
signin,nonprofitWelcomeText,创建您的帐户，宣称您的机构，查看计划并管理请求。立即开始！
signin,nonprofitWelcomeText,创建您的账户、领取您的机构、查看计划、管理申请。马上开始！
signin,pwdLabel,密码
signin,registrationCheckEmail1,已向您所提供的电子邮件发送验证邮件，说明如何完成注册。
signin,registrationCheckEmail2,您可能需要几分钟才能收到，所以，请检查您的收件箱，我们很快会在那里见到您。
signin,registrationCheckEmail3,如您没有看到邮件，请检查您的垃圾邮件文件夹，或点击下面，我们将尝试再次发送。
signin,registrationThankYou,感谢您的注册！
signin,resendRegistrationEmail,重新发送注册邮件
signin,returnToSignin,返回注册页面
signin,signUpLink,注册
signin,submitButton,登录
signin,welcome,欢迎
signup,downloadWaiver,下载弃权书
signup,forgotPwd,忘记密码了？
signup,loginNameLabel,电子邮件
signup,pageTitle,注册
signup,pwdLabel,密码
signup,signInLink,登记
signup,submitButton,登录
templates,accessCode,访问代码：
templates,addedToReviewCommitteeBody,您最近被添加为<%= committeeName %>的成员，以帮助审核资助申请。感谢您提供这一帮助。若要查看分配给这个委员会审核的申请，请登录门户网站并导航至“资助”，然后找到“审核”选项卡。<br><br><a href='<%= portalURLs[recipient.rel] %>'><%= portalURLs[recipient.rel] %></a><br><br>
templates,addedToReviewCommitteeSub,您已被添加至审核委员会
templates,advisedDonationAmt,建议捐赠金额：
templates,advisedDonationOrg,DonateWell建议捐赠机构：
templates,budgetDepletingBody,您的计划预算即将用完。与该计划相关的预算需要更多资金，否则当预算余额达到$0时，计划将关闭。<br><br>计划：<%= programName %><br>最初计划预算：<%= programBudget %><br>界限值：<%= budgetThreshold %><br>预算余额：<%= remainingBudget %>
templates,budgetDepletingSub,计划预算资金用完
templates,cancelProjectBody,<%= projectName %>已被协调员取消。
templates,cancelProjectSub,<%= projectName %>已被取消
templates,charitableGiftAmt,慈善捐赠金额：
templates,closing,<%= companyName %><br><%= defaultSender %>
templates,collabInviteBody,<%= inviter %>已邀请您一起为<%= orgName %>申请<%= programName %>资助计划。<br><br>请注意，每次只有一人能够编辑申请。如果超过一人同时尝试编辑申请，您有可能会丢失数据。<br><br>您可以使用以下网址查看和编辑申请：<br><a href='<%= applicationURL %>'><%= applicationURL[recipient.rel] %></a>
templates,collabInviteSub,合作申请资助的邀请
templates,congratulationsGreeting,恭喜，<%= rec.name %>！
templates,dear,尊敬的<%= recipient.name %>：
templates,donationReceipt,捐赠收据
templates,donationThankYou1,请注意，美国国税局要求您将该信件作为证明您的慈善捐赠的收据。
templates,donationThankYou2,感谢您向<%= orgName %>捐赠。您的参与让<%= companyName %>捐赠社区变得更强大！
templates,donationThankYou3,您捐赠的$<%= donationAmount %>已由DonateWell处理，并被建议用于<%= orgName %>。DonateWell将把这些资金捐赠给<%= orgName %>。请参照我们的服务条款以了解更多信息。
templates,donationThankYou4,根据美国国税局对慈善捐赠的要求，DonateWell确认，DonateWell没有因为您的慈善捐赠而为您提供任何商品或服务或者交换利益（有形或无形）。<br><br>您收到的这封事务性邮件将作为您通过<%= companyName %>和Good Done Great进行捐赠的收据。如果您有问题或者需要帮助，请访问我们的支持中心。
templates,donationThankYouSub,感谢您的捐赠
templates,donorAdvisedFundSponsor,捐赠者建议资金赞助者：
templates,donorName,捐赠者名称：
templates,grantProgram,资助计划：
templates,groupInviteAcceptedBody,您已被允许加入该团体：<strong><%= groupName %></strong>。
templates,groupInviteAcceptedSub,团体邀请已接受
templates,groupInviteBody,<%= inviter %>已邀请您加入团体<%= groupName %>。
templates,groupInviteSub,加入<%= groupName %>的邀请
templates,invitationToApplyBody,<%= companyName %>想邀请您申请<%= programName %>资助计划。点击以下链接登录我们的门户网站并查看计划。登录后，通过点击“申请”开始申请流程。您将被提示输入下方所显示的访问代码以继续该流程。
templates,invitationToProjectBody,<%= inviter %>已邀请您参加<strong><%= projectName %></strong>志愿活动。登录员工门户网站来注册参加这项激动人心的活动：<a href='<%= signupURL[rec.rel] %>'>在此注册</a>
templates,invitationToProjectSub,参加<%= projectName %>的邀请
templates,inviteApplicantSubject,邀请申请
templates,login,登录
templates,loginColon,登录：
templates,loiApprovedBody,恭喜！您的<%= programName %>资助计划意向书申请已获得批准。请在提交截止日期<%= requestDeadline %>之前使用以下链接访问我们的申请门户网站，以完成并提交您的完整申请。<br><br><a href='<%= portalURL %>'><%= portalURL %></a><br><br>在申请过程中的任何时候，如果您遇到问题，欢迎使用下方显示的地址联系我们。
templates,loiApprovedSub,意向书已批准
templates,loiDeclinedBody,感谢您提交<%= programName %>资助计划的意向书。我们很遗憾地通知您，您未获得批准为以下申请提交完整的申请：<%= requestName %>。<br><br>我们鼓励您阅读我们的资助计划指导方针，并在未来再次申请。如果您有任何问题，欢迎使用下方显示的地址联系我们。
templates,loiDeclinedSub,意向书已被拒绝
templates,loiDueBody,这条消息是为了通知您，<%= programName %>的意向书提交截止日期已临近。请确保在<%= loiDueDate %>之前完成您的意向书。如果您没有及时完成您的申请，您的申请将被标注为未完成，并且您将不被考虑为资助授予对象。
templates,loiDueSub,<%= programName %>意向书截止日期临近
templates,loiReceivedBody,感谢您向<%= companyName %>提交<%= programName %>资助计划的意向书。我们将审核您的申请，并告知您申请状态。如有问题，欢迎随时联系我们。
templates,loiReceivedSub,已收到意向书。
templates,matchPaymentApprovedBody,您的机构<%= orgName %>的$<%= paymentAmt %>匹配付款申请已批准，并且付款时间已确定。
templates,matchPaymentApprovedSub,匹配申请已批准
templates,matchPaymentFulfilledBody,您的<%= orgName %>的$<%= paymentAmount %>匹配付款已完成。
templates,matchPaymentFulfilledSub,匹配付款已完成
templates,matchPaymentRejectedBody,您的<%= orgName %>的$<%= paymentAmount %>匹配申请已被拒绝。
templates,matchPaymentRejectedSub,匹配申请被拒绝
templates,notificationOnlySender,请注意：这封电子邮件是由一个仅通知的地址发出，该地址不接收来信。请不要回复该邮件。
templates,orgContact,机构联系方式：
templates,programColon,计划：
templates,progressRptDueBody,您拥有待提交的<%= programName %>进度报告。请在<%= dueDate %>之前完成并提交您的进度报告。
templates,progressRptDueSub,待提交的进度报告
templates,progressRptPastDueBody,我们的记录表明，您的<%= requestName %>进度报告（<%= dueDate %> 到期）现已过期。我们迫切希望了解您的项目/计划取得的成功。请尽快提交您的进度报告。
templates,progressRptPastDueSub,进度报告过期
templates,progressRptSubmittedBody,我们已收到您在<%= submitDate %>提交的进度报告，其中介绍了您在<%= awardDate %>获得的<%= programName %>计划的资助。感谢您及时提交这一信息给我们。
templates,progressRptSubmittedSub,进度报告已收到
templates,projectApprovedBody,您的志愿者项目<%= projectName %>已经获得批准，可以接受志愿者的报名！请登录门户网站来添加您的任务和邀请志愿者等。您还可以使用该网站来追踪您的志愿者、监控等候名单以及在活动结束之后输入志愿者的参与时间。
templates,projectApprovedSub,建议的项目已批准
templates,projectDeclinedBody,我们很遗憾地通知您，您的项目<%= projectName %>未获得批准。计划管理员将向您发送有关拒绝的更多详情。感谢您对计划感兴趣，我们鼓励您在未来继续使用员工志愿者网站提供更多项目建议。
templates,projectDeclinedSub,建议的项目已被拒绝
templates,projectLeaders,项目主管：
templates,projectRegistrationBody,您的注册已确认！请参见下方并返回<a href='<%= portalURL[rec.rel] %>'>志愿者网站</a>查看有关您的志愿者项目的更多信息！
templates,projectRegistrationSub,注册已确认
templates,projectStartDate,项目起始日期：
templates,projectStartingBody,您的志愿者项目<%= projectName %>定于<%= startDate %>开始。请确保您已审核了参加该项目所需的一切条件，并与您的志愿者进行了沟通。
templates,projectStartingSub,您协调的项目即将开始…
templates,projectStartingVolBody,项目<% projectName %>定于<%= startDate %>开始。请确保您已经审核参加该项目所需的一切条件。您可以通过以下链接访问项目页面。
templates,projectStartingVolSub,您志愿参加的项目即将开始…
templates,projectSuggestionApprovedSub,建议的项目已批准
templates,projectSuggestionReceivedBody,感谢您建议新的志愿者项目！您的项目<%= projectName %>正等待审核和批准。我们很快将把状态告知您。
templates,projectSuggestionReceivedSub,项目建议已收到
templates,pwdResetBody,我们收到了重设您的密码的请求。您将用来登录的临时密码是：<br><%= tempPassword %><br><br><a href='<%= signinURL %>'>登录</a>
templates,pwdResetSub,<%= companyName %>密码重设请求
templates,registerWaitlistedBody,感谢您协调志愿者项目：<%= pojectName %>。<br><br>由于您的一位参与者取消，您的项目现在出现了空缺。请注意，该项目的等候名单上拥有您的团队成员。请再次访问志愿者门户网站，从您的等候名单中添加同事。他们将会收到电子邮件通知，告知他们已被添加为项目的志愿者。
templates,registerWaitlistedSub,注册等候名单志愿者 - <%= projectName %>
templates,requestAwardedBody,我们很高兴地通知您，以下申请，<%= requestName %>，已经获批拨款<%= awardAmount %>。请访问我们的门户网站来查看您的拨款并完成任何相关文件。
templates,requestDeclinedBody,我们很遗憾地通知您，我们目前无法为您针对<%= programName %>资助计划的申请<%= requestName %>提供资助。如有任何问题，欢迎联系我们。我们感谢您对您当地社区的支持。
templates,requestDueBody,这封电子邮件是为了告知您，<%= programName %>的申请提交截止日期已临近。请确保在<%= requestDueDate %>之前完成您的申请。如果您没有及时完成您的申请，您的申请将被标注为未完成，并且您不会被考虑为资助授予对象。
templates,requestDueSub,<%= programName%>申请截止日期已临近
templates,requestIncompleteBody,您的申请<%= requestName %>未完成，并且没有在<%= programName %>资助计划的申请截止日期<%= requestDeadline %>之前提交申请，因此已被关闭，且标注为未完成。请考虑在该计划的下一个周期重新申请。如有问题，欢迎随时联系我们。
templates,requestReopenedBody,您的申请<%= requestName %>已经重新开启，因为您需要提供更多信息。请审核以下的这些需求：<br><br><%= comments %><br><br>请使用以下链接在门户网站中查看该申请。<br><a href='<%= requestURL[recipient.rel] %>'><%= requestURL[recipient.rel] %></a>
templates,requestToJoinBody,<%= requester %>已经申请加入团体<%= groupName %>。
templates,requestToJoinSub,申请加入<%= groupName %>
templates,reviewAssignedBody,"您已被分配审核以下的<%= programName %>资助计划申请：<br><br><strong>名称：</strong> <%= requestName %><br><strong>申请人</strong> <%= applicants.join(', ') %><br><br>请使用以下链接登录门户网站来查看分配给您审核的所有申请。<br><a href='<%= portalURL[recipient.rel] %>'><%= portalURL[recipient.rel] %></a>"
templates,reviewAssignedSub,分配的审核
templates,reviewsDueBody,您拥有尚未完成的分配给您审核的申请。请尽快完成这些审核，以便我们可以作出为这些申请提供资助的明智决策。
templates,reviewsDueSub,分配给您审核的申请
templates,sincerely,诚挚的
templates,submittedRequestBody,感谢您向<%= companyName %>提交<%= programName %>资助申请。我们将审核您的请求，并告知您审核状态。如有问题，欢迎随时联系我们。
templates,suggestedOrgBody,"感谢您建议将<%= orgName %>加入我们的DonateWell数据库。我们已经发送了一封电子邮件至<%= orgName %>, <%= orgEmail %>，其中包含该机构开始加入数据库流程应遵循的一些步骤。一旦添加后，他们将可以接受捐赠。"
templates,suggestedOrgSub,机构建议已确认
templates,thankYou,谢谢您
templates,thankYouMakingADifference,感谢您为我们的社区带来改变！
templates,toNextApproverBody,<%= previousApprover %>已经批准了申请<%= requestName %>，您是批准名单中的下一位。请在方便时尽早登录门户网站并审核该申请。
templates,toNextApproverSub,等待您审核的申请
templates,toPreviousApproverBody,<%= previousApprover %>已经返回了申请<%= requestName %>供您进一步审核。请在方便时尽早登录门户网站来查看任何评论并审核该申请。
templates,toPreviousApproverSub,申请已返回给您
templates,verifyBody,感谢您注册，请点击或者粘贴以下链接来验证您的电子邮件地址。<br><br><a href='<%= verifyURL %>'><%= verifyURL %></a>
templates,verifySub,欢迎访问<%= companyName %>
templates,volGrantAcceptedBody,感谢您代表<%= orgName %>提交金额为$<%= amountRequested %>的董事会资助申请。遗憾的是，我们已经拒绝您的董事会资助申请。如果您有进一步的问题，请联系我们。感谢您付出宝贵的时间服务我们的社区！
templates,volGrantAcceptedSub,董事会资助已被拒绝
templates,volunteer,志愿者：
templates,volunteerProject,志愿者项目：
tooltip,noPhysicalLocation,勾选该复选框表示您证明该项目没有实际地点。
tooltip,postProjectSurvey,勾选该复选框来参加有关您的志愿者经验的调查。
tooltip,showAllVirtual,显示所有虚拟项目
tooltip,waitlistedBody,感谢您注册参加<%= projectName %>。遗憾的是，目前已没有可用位置。但是，您已被加入等候名单。如果出现空缺，项目主管将会把您添加至该项目。如果您被确认为参与者，您将会收到一封电子邮件。感谢您帮助为您的当地社区带来改变。
tooltip,waitlistedSub,已添加至<%= projectName %>等候名单
tooltip,waitlistRegisteredBody,<%= projectName %>志愿者项目拥有了一个空缺，您已从等候名单中移出并注册！请参见下方的项目详情，并访问志愿者网站来了解有关您的志愿者项目的更多信息！
tooltip,waitlistRegisteredSub,注册<%= projectName %>
volunteer,addCause,添加事业
volunteer,addCoordinator,添加协调员
volunteer,addHours,添加时数
volunteer,addSkill,添加技能
volunteer,addTooltip,选择要添加至该项目的人员。这可以绕过邀请，并自动为这些参与者注册该项目。
volunteer,addVolunteers,添加志愿者
volunteer,admin,管理员
volunteer,ageRestricted,已限制年龄
volunteer,allAssignments,所有任务
volunteer,altAmountForEach,请确认您的…补助
volunteer,amountForEach,输入您想授予的金额：
volunteer,approved,已批准
volunteer,areYouSureCancel,您确定要取消…的注册
volunteer,areYouSureSignUp,您确定要注册
volunteer,assignment,任务
volunteer,assignments,任务
volunteer,attachWaiver,附加弃权书或豁免表
volunteer,attributes,属性
volunteer,autoRegister,自动注册被邀请者
volunteer,autoRegister,自动注册邀请
volunteer,availableGrantAmount,可用补助总额
volunteer,availableHours,可用时间
volunteer,birthdate,出生日期
volunteer,boardAlreadyRequested,为该机构申请的资助
volunteer,boardDatePassed,不适用
volunteer,boardError,创建您的董事会参加记录时出错。
volunteer,boardGrantRecordCreated,董事会资助记录已成功创建。
volunteer,boardGrantRecordCreating,正在创建您的董事会资助记录…
volunteer,boardGrants,董事会资金
volunteer,boardHoursNeeded1,您没有满足申请董事会资助所需的时长。若要提交董事会资助，您需要在
volunteer,boardHoursNeeded2,上方的机构投入更多志愿活动时间。
volunteer,boardRequest,申请董事会资助
volunteer,cancelProject,取消项目
volunteer,cancelProjectHelper,取消后，项目无法重新激活。
volunteer,cancelProjectRegistration,取消项目注册
volunteer,cancelProjectText,取消这个项目
volunteer,cause,事业
volunteer,causes,事业
volunteer,check_boxes,复选框
volunteer,checkBoxes,勾选方框
volunteer,coordinatorName,协调员姓名
volunteer,coordinators,协调员
volunteer,createdAt,创建在
volunteer,createProject,创建项目
volunteer,creatNewEntry,创建新条目
volunteer,dateHoursVolunteered,担任志愿者的日期和小时数
volunteer,declined,拒绝
volunteer,defaultAssignment,默认任务
volunteer,denotesRequiredResponses,代表需要回应。
volunteer,description,描述
volunteer,disabled,禁用
volunteer,disableWaitlist,禁用候选名单
volunteer,documentUpload,文件上传
volunteer,dontWorry,别担心，我们正在处理它。请稍后联系。
volunteer,duplicate,重复记录：您已有本机构和年份的董事会参与记录
volunteer,editDelete,编辑/删除
volunteer,editHoursVolunteered,编辑小时数
volunteer,editHoursVolunteeredDesc,请输入…的新小时数
volunteer,editPickListOptions,编辑选择列表选项
volunteer,editProject,编辑项目
volunteer,eligibleNonprofits,您的有资格机构
volunteer,eligibleToApply,有资格申请
volunteer,email,电子邮件
volunteer,endDate,结束日期不得在当前年份之前
volunteer,endDateAndTime,结束日期和时间
volunteer,endDateInfo,立刻保存将更改新项目的任务结束时间
volunteer,endDateWarning,警告：您有一个或多个任务结束日期晚于此日期。
volunteer,enterGrantAmount,请输入您想要申请的金额
volunteer,eventInformation,活动信息
volunteer,eventName,事件名称
volunteer,everyHour,每小时都很重要！
volunteer,featuredProjects,特色项目
volunteer,file,文件
volunteer,filter,过滤器
volunteer,findAProject,查找项目
volunteer,firstName,名字
volunteer,fullProjectDescription,完整的项目描述
volunteer,fullProjectDesctiption,项目的完整描述
volunteer,grantAmountMax,资助额度/最大
volunteer,grantMax,计划完成的最大资金授予
volunteer,grantRequest,申请志愿者资助
volunteer,groupCreate,创建团体
volunteer,groupDescription,团体描述
volunteer,groupName,团体名称
volunteer,groupNewGroup,新团体
volunteer,groupNewGroupDialog,将参与者名单存为新团体
volunteer,groupSaveGroup,存为团体
volunteer,guest,访客
volunteer,help,请帮帮忙！
volunteer,hoursTracking,跟踪时数
volunteer,hoursVolunteered,担任志愿者的小时数
volunteer,inactiveBoard,未激活的董事会职位
volunteer,information,信息
volunteer,invite,邀请
volunteer,invited,已邀请
volunteer,invitedNotInvited,未被邀请
volunteer,inviteSend,发送邀请
volunteer,inviteTooltip,选择人员以通过电子邮件邀请他们加入项目。
volunteer,inviteUninvite,取消邀请
volunteer,inviteVolunteers,邀请志愿者
volunteer,joinWaitlist,加入候补名单
volunteer,lastName,姓
volunteer,learnAbout,了解您所在区域的志愿者机会并报名参加！
volunteer,learnMore,了解更多
volunteer,leaveAll,退出所有
volunteer,leaveAssignment,退出任务
volunteer,leaveAssignmentTooltip,取消本项目的注册
volunteer,leaveProject,离开项目
volunteer,leaveWaitlist,退出候补名单
volunteer,loadingData,加载……
volunteer,loadingPrograms,正载入可用计划
volunteer,loadingRegistrationInformation,正在加载注册信息…
volunteer,logHours,记录小时数
volunteer,logHoursTooltip,记录为本项目所做志愿者工作的时数
volunteer,logMyVolHours,记录我的志愿者时数
volunteer,logPersonalHours,记录个人小时数
volunteer,logPersonalHoursTooltip,选择‘其它/无项目’，您的时数则不会分配于合作项目，但将作为个人时数予以记录。
volunteer,logPersonalHoursTooltip,选择“其他/无项目”，您的时间将不会分配为公司项目，而是记录为个人时间。
volunteer,manageVols,管理志愿者
volunteer,massLogHours,总记录时数
volunteer,maxAmount,可用最大金额
volunteer,maxParticipants,参与者最大数量
volunteer,maxVolunteers,最大志愿者人数
volunteer,mayNotEdit,无法编辑
volunteer,mayNotEditInfo,您无法编辑时间，因为志愿者资助已提交
volunteer,meetsAgeReq,所有选中的被邀请者均符合年龄要求
volunteer,messagePlaceholder,很久以前…
volunteer,messageVolunteers,给志愿者发消息
volunteer,minAge,要求的最低年龄为
volunteer,more,更多
volunteer,moreGrants,更多可用资金
volunteer,moreHours,需要更多时数
volunteer,moreVols,需要更多志愿者
volunteer,myGivingHistory,我的捐赠历史
volunteer,myProjects,我的项目
